mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	3	1	c.i				c	i		i		i							m	1	1	0, -3, 1		0	0	0	7	0.0	0.0	1.375	0.0
2	2	0	0	2/4	3	1	V/iv				c	i		V/iv		V				iv			M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.625	0.0
2	2	1/4	1/4	2/4	3	1	V7/iv				c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.0	0.0
3	3	0	0	2/4	3	1	IV64				c	i		IV64		IV		64					M	1	1	0, -1, 3		-1	0	0	8	0.0	0.0	1.625	0.0
4	4	0	0	2/4	3	1	iv64				c	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0	0	8	0.0	0.0	1.625	0.0
5	5	0	0	2/4	3	1	I				c	i		I		I							M	1	1	0, 4, 1		0	0	0	6	0.0	0.0	1.375	0.0
5	5	3/8	3/8	2/4	3	1	i				c	i		i		i							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
6	6	0	0	2/4	3	1	V\\				c	i		V		V						\\	M	1	1	1, 5, 2		1	1	0	7	0.0	0.0	1.375	0.0
7	7	0	0	2/4	3	1	i[i				c	i	i	i		i							m	1	1	0, -3, 1		0	0	1	7	0.125	0.0625	1.4375	0.041666666666666664
7	7	3/8	3/8	2/4	3	1	V/iv				c	i	i	V/iv		V				iv			M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
8	8	0	0	2/4	3	1	iv(4)				c	i	i	iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.8125	0.0
8	8	3/16	3/16	2/4	3	1	iv				c	i	i	iv		iv							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.0625	0.0
