mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/4	2/2	3	1	f.V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
2	1	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	5	0.0	0.0	1.5	0.0
2	1	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
3	2	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	5	0.0	0.0	1.5	0.0
3	2	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.0	0.0
4	3	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	6	0.0	0.0	1.75	0.0
4	3	3/4	3/4	2/2	3	1	VI				f	i		VI		VI							M	1	1	-5, -1, -4		-5	-5	0	7	0.0	0.0	1.75	0.0
5	4	1/4	1/4	2/2	3	1	V64(+2)/iv				f	i		V64(+2)/iv		V		64	+2	iv			M	1	1	0, -1, 3	-6	-1	0	1	3	0.25	0.25	0.75	0.25
5	4	1/2	1/2	2/2	3	1	iv				f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	4	0.0	0.0	1.0	0.0
5	4	3/4	3/4	2/2	3	1	iv%2				f	i		iv%2		iv	%	2					%7	1	1	-4, -2, -5, -8		-2	-4	0	4	0.0	0.0	1.0	0.0
6	5	0	0	2/2	3	1	V65/III				f	i		V65/III		V		65		III			Mm7	1	1	1, -2, -5, -3		-3	1	0	4	0.0	0.0	1.0	0.0
6	5	1/4	1/4	2/2	3	1	III64				f	i		III64		III		64					M	1	1	-3, -4, 0		-4	-3	2	8	0.2	0.25	1.75	0.125
6	5	3/4	3/4	2/2	3	1	III(94)				f	i		III(94)		III			94				M	1	1	-4, -5, -3	-2	-4	-4	0	4	0.0	0.0	0.625	0.0
6	5	7/8	7/8	2/2	3	1	III				f	i		III		III							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
7	6	0	0	2/2	3	1	iv				f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	2	6	0.25	0.25	1.25	0.16666666666666666
7	6	3/4	3/4	2/2	3	1	V/V				f	i		V/V		V				V			M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
8	7	0	0	2/2	3	1	V\\				f	i		V		V						\\	M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	3.75	0.0
8	7	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	1.25	0.0
9	8	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	1	8	0.1111111111111111	0.125	2.125	0.05555555555555555
9	8	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	1.25	0.0
10	9	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	2.25	0.0
10	9	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	1	5	0.16666666666666666	0.125	1.125	0.1
11	10	0	0	2/2	3	1	i				f	i		i		i							m	1	1	-1, -4, 0		-1	-1	1	8	0.1111111111111111	0.125	2.125	0.05555555555555555
11	10	3/4	3/4	2/2	3	1	V				f	i		V		V							M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	1.25	0.0
12	11	0	0	2/2	3	1	i\\				f	i		i		i						\\	m	1	1	-1, -4, 0		-1	-1	1	8	0.1111111111111111	0.25	2.5	0.09090909090909091
13	12	0	0	2/2	3	1	VI				f	i		VI		VI							M	1	1	-5, -1, -4		-5	-5	0	5	0.0	0.0	1.25	0.0
13	12	1/4	1/4	2/2	3	1	V64(+2)/iv				f	i		V64(+2)/iv		V		64	+2	iv			M	1	1	0, -1, 3	-6	-1	0	3	3	0.5	0.5	0.75	0.4
13	12	1/2	1/2	2/2	3	1	iv				f	i		iv		iv							m	1	1	-2, -5, -1		-2	-2	0	5	0.0	0.0	1.25	0.0
13	12	3/4	3/4	2/2	3	1	iv%2				f	i		iv%2		iv	%	2					%7	1	1	-4, -2, -5, -8		-2	-4	0	5	0.0	0.0	1.25	0.0
14	13	0	0	2/2	3	1	III.V64				f	III		V64		V		64					M	1	0	-2, -3, 1		-3	-2	2	3	0.4	0.5	0.75	0.4
14	13	1/4	1/4	2/2	3	1	V(64)				f	III		V(64)		V			64				M	1	0	-3, -4, 0		-3	-3	0	5	0.0	0.0	1.0	0.0
14	13	3/8	3/8	2/2	3	1	V				f	III		V		V							M	1	0	-3, 1, -2		-3	-3	0	8	0.0	0.0	1.5	0.0
14	13	3/4	3/4	2/2	3	1	V6				f	III		V6		V		6					M	1	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.75	0.0
15	14	0	0	2/2	3	1	I				f	III		I		I							M	1	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.0	0.0
15	14	1/4	1/4	2/2	3	1	I64(94)				f	III		I64(94)		I		64	94				M	1	0	-3, -4, -5	-2	-4	-3	0	5	0.0	0.0	1.0	0.0
15	14	3/8	3/8	2/2	3	1	I64				f	III		I64		I		64					M	1	0	-3, -4, 0		-4	-3	0	8	0.0	0.0	1.5	0.0
15	14	3/4	3/4	2/2	3	1	V65				f	III		V65		V		65					Mm7	1	0	1, -2, -5, -3		-3	1	0	4	0.0	0.0	1.0	0.0
16	15	0	0	2/2	3	1	I				f	III		I		I							M	1	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.25	0.0
16	15	1/4	1/4	2/2	3	1	I64(94)				f	III		I64(94)		I		64	94				M	1	0	-3, -4, -5	-2	-4	-3	0	4	0.0	0.0	0.875	0.0
