mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	3	1	A.V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
2	1	0	0	6/8	3	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	13	0.07142857142857142	0.0625	1.6875	0.03571428571428571
3	2	0	0	6/8	3	1	vi(4)					A	I		vi(4)	vi			4				m	0	0	6, 5, 7		6	6	0	4	0.0	0.0	0.625	0.0
3	2	1/4	1/4	6/8	3	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	5	0.0	0.0	0.625	0.0
3	2	5/8	5/8	6/8	3	1	V7/vi	-1	-4	/		A	I		V7/vi	V		7		vi			Mm7	0	0	7, 11, 8, 5		7	7	0	4	0.0	0.0	0.5	0.0
4	3	0	0	6/8	3	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
4	3	3/8	3/8	6/8	3	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
5	4	0	0	6/8	3	1	I\\					A	I		I	I						\\	M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.875	0.0
5	4	5/8	5/8	6/8	3	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
6	5	0	0	6/8	3	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	12	0.07692307692307693	0.0625	1.6875	0.03571428571428571
7	6	0	0	6/8	3	1	vi(4)					A	I		vi(4)	vi			4				m	0	0	6, 5, 7		6	6	1	4	0.2	0.25	0.375	0.4
7	6	1/4	1/4	6/8	3	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	7	0.0	0.0	0.875	0.0
8	7	0	0	6/8	3	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
8	7	3/8	3/8	6/8	3	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
9	8	0	0	6/8	3	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	1.375	0.0
10	9	0	0	6/8	3	1	IV64					A	I		IV64	IV		64					M	0	0	3, 2, 6		2	3	1	17	0.05555555555555555	0.0625	2.1875	0.027777777777777776
11	10	0	0	6/8	3	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	1	15	0.0625	0.125	2.0	0.058823529411764705
12	11	0	0	6/8	3	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
12	11	3/8	3/8	6/8	3	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
13	12	0	0	6/8	3	1	I					A	I		I	I							M	0	0	3, 7, 4		3	3	0	7	0.0	0.0	0.875	0.0
13	12	3/8	3/8	6/8	3	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	2	7	0.2222222222222222	0.125	0.75	0.14285714285714285
14	13	0	0	6/8	3	1	ii6(6)					A	I		ii6(6)	ii		6	6				m	0	0	2, 8, 5		5	2	1	3	0.25	0.125	0.4375	0.2222222222222222
14	13	3/16	3/16	6/8	3	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	3	0.0	0.0	0.3125	0.0
14	13	3/8	3/8	6/8	3	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	7	0.0	0.0	0.875	0.0
15	14	0	0	6/8	3	1	I\\					A	I		I	I						\\	M	0	0	3, 7, 4		3	3	1	13	0.07142857142857142	0.125	2.75	0.043478260869565216
16	15	0	0	6/8	3	1	i.v6					A	i		v6	v		6					m	0	1	1, 5, 4		4	1	0	6	0.0	0.0	0.875	0.0
16	15	3/8	3/8	6/8	3	1	ii%7/v					A	i		ii%7/v	ii	%	7		v			%7	0	1	6, 3, 0, 4		6	6	1	5	0.16666666666666666	0.25	0.625	0.2857142857142857
17	16	0	0	6/8	3	1	v6					A	i		v6	v		6					m	0	1	1, 5, 4		4	1	0	5	0.0	0.0	0.75	0.0
17	16	1/4	1/4	6/8	3	1	v(9b6#4)					A	i		v(9b6#4)	v			9b6#4				m	0	1	4, 1, 10, -7	-1	4	4	2	5	0.2857142857142857	0.25	0.375	0.4
17	16	3/8	3/8	6/8	3	1	v6					A	i		v6	v		6					m	0	1	1, 5, 4		4	1	0	10	0.0	0.0	1.75	0.0
18	17	3/8	3/8	6/8	3	1	V7/iv					A	i		V7/iv	V		7		iv			Mm7	0	1	3, 7, 4, 1		3	3	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
19	18	0	0	6/8	3	1	iv					A	i		iv	iv							m	0	1	2, -1, 3		2	2	0	5	0.0	0.0	0.75	0.0
19	18	1/4	1/4	6/8	3	1	iv6(9b6#4)					A	i		iv6(9b6#4)	iv		6	9b6#4				m	0	1	-1, 8, -2, 2	4	2	-1	0	6	0.0	0.0	0.5	0.0
19	18	3/8	3/8	6/8	3	1	iv6					A	i		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.875	0.0
20	19	0	0	6/8	3	1	vii6					A	i		vii6	vii		6					m	0	1	-2, 2, 1		1	-2	0	6	0.0	0.0	0.875	0.0
20	19	3/8	3/8	6/8	3	1	ii%7/vii					A	i		ii%7/vii	ii	%	7		vii			%7	0	1	3, 0, -3, 1		3	3	1	5	0.16666666666666666	0.25	0.625	0.2857142857142857
21	20	0	0	6/8	3	1	vii6					A	i		vii6	vii		6					m	0	1	-2, 2, 1		1	-2	0	5	0.0	0.0	0.75	0.0
21	20	1/4	1/4	6/8	3	1	vii6(9b6#4)					A	i		vii6(9b6#4)	vii		6	9b6#4				m	0	1	-2, 7, -3, 1	3	1	-2	0	7	0.0	0.0	0.625	0.0
21	20	3/8	3/8	6/8	3	1	vii6					A	i		vii6	vii		6					m	0	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.75	0.0
21	20	5/8	5/8	6/8	3	1	iv6					A	i		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	6	0.0	0.0	0.75	0.0
22	21	0	0	6/8	3	1	V(64)					A	i		V(64)	V			64				M	0	1	4, 3, 0		4	4	0	10	0.0	0.0	2.125	0.0
22	21	3/8	3/8	6/8	3	1	V7(9)					A	i		V7(9)	V		7	9				Mm7	0	1	4, 8, 5, 2	-1	4	4	0	8	0.0	0.0	1.9375	0.0
22	21	9/16	9/16	6/8	3	1	V7					A	i		V7	V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	2	0.0	0.0	0.1875	0.0
23	22	0	0	6/8	3	1	i[i					A	i	i	i	i							m	0	1	3, 0, 4		3	3	0	9	0.0	0.0	1.5	0.0
23	22	1/4	1/4	6/8	3	1	i(96#4)					A	i	i	i(96#4)	i			96#4				m	0	1	3, 0, 9, -1	5	3	3	0	6	0.0	0.0	0.625	0.0
23	22	3/8	3/8	6/8	3	1	i\\					A	i	i	i	i						\\	m	0	1	3, 0, 4		3	3	0	10	0.0	0.0	1.25	0.0
24	23	0	0	6/8	3	1	bII6					A	i	i	bII6	bII		6					M	0	1	2, -1, -2		-2	2	12	7	0.631578947368421	0.75	3.0	0.2
25	24	0	0	6/8	3	1	i					A	i	i	i	i							m	0	1	3, 0, 4		3	3	1	8	0.1111111111111111	0.0	1.25	0.0
25	24	1/4	1/4	6/8	3	1	i(96#4)					A	i	i	i(96#4)	i			96#4				m	0	1	3, 0, 9, -1	5	3	3	0	7	0.0	0.0	0.75	0.0
25	24	3/8	3/8	6/8	3	1	i					A	i	i	i	i							m	0	1	3, 0, 4		3	3	0	10	0.0	0.0	1.25	0.0
26	25	0	0	6/8	3	1	V65					A	i	i	V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	6	7	0.46153846153846156	0.375	3.375	0.1
26	25	3/8	3/8	6/8	3	1	V65(9)					A	i	i	V65(9)	V		65	9				Mm7	0	1	8, 5, 2, 4	-1	4	8	3	1	0.75	0.1875	0.1875	0.5
26	25	9/16	9/16	6/8	3	1	V65					A	i	i	V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	3	2	0.6	0.1875	0.1875	0.5
27	26	0	0	6/8	3	1	i\\					A	i	i	i	i						\\	m	0	1	3, 0, 4		3	3	0	17	0.0	0.0	1.875	0.0
28	27	0	0	2/4	3	1	I.I]					A	I	i	I	I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.8125	0.0
28	27	1/4	1/4	2/4	3	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	0.8125	0.0
29	28	0	0	2/4	3	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	0	7	0.0	0.0	1.0	0.0
29	28	1/4	1/4	2/4	3	1	V2/IV					A	I		V2/IV	V		2		IV			Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	1.125	0.0
30	29	0	0	2/4	3	1	IV6					A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	9	0.0	0.0	1.25	0.0
30	29	1/4	1/4	2/4	3	1	V64/IV				I64	A	I		V64/IV	V		64		IV			M	0	0	4, 3, 7		3	4	0	9	0.0	0.0	1.25	0.0
31	30	0	0	2/4	3	1	V2/IV					A	I		V2/IV	V		2		IV			Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	1.25	0.0
31	30	1/4	1/4	2/4	3	1	IV6					A	I		IV6	IV		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	0.5625	0.0
31	30	3/8	3/8	2/4	3	1	V64/IV				I64	A	I		V64/IV	V		64		IV			M	0	0	4, 3, 7		3	4	0	6	0.0	0.0	0.5625	0.0
32	31	0	0	2/4	3	1	ii65					A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	1	8	0.1111111111111111	0.0	1.0625	0.0
32	31	1/4	1/4	2/4	3	1	V(64)					A	I		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	5	0.0	0.0	0.4375	0.0
32	31	3/8	3/8	2/4	3	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.625	0.0
33	32	0	0	2/4	3	1	I\\					A	I		I	I						\\	M	0	0	3, 7, 4		3	3	0	10	0.0	0.0	1.625	0.0
33	32	3/8	3/8	2/4	3	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	0	5	0.0	0.0	0.625	0.0
34	33	0	0	2/4	3	1	V2					A	I		V2	V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	11	0.08333333333333333	0.0625	1.4375	0.041666666666666664
34	33	3/8	3/8	2/4	3	1	V(6)					A	I		V(6)	V			6				M	0	0	4, 8, 7		4	4	0	5	0.0	0.0	0.625	0.0
35	34	0	0	2/4	3	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	10	0.0	0.0	1.5	0.0
35	34	3/8	3/8	2/4	3	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	0	5	0.0	0.0	0.625	0.0
