mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	3	1	b.i		b	i		i	i							m	1	1	5, 2, 6		5	5	0	2	0.0	0.0	0.25	0.0
1	1	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	2	0.0	0.0	0.5	0.0
2	2	0	0	3/8	3	1	iv		b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	2	0.0	0.0	0.25	0.0
2	2	1/8	1/8	3/8	3	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	0	2	0.0	0.0	0.5	0.0
3	3	0	0	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	6	0.0	0.0	0.5	0.0
3	3	1/8	1/8	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	0	6	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	1	5	0.16666666666666666	0.041666666666666664	0.4583333333333333	0.08333333333333333
4	4	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	5, 2, 6		5	5	0	12	0.0	0.0	1.3125	0.0
5	5	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	0.75	0.0
6	6	0	0	3/8	3	1	iv		b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	0.625	0.0
6	6	1/8	1/8	3/8	3	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	0	6	0.0	0.0	1.25	0.0
7	7	0	0	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	8	0.0	0.0	0.625	0.0
7	7	1/8	1/8	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	0	8	0.0	0.0	0.625	0.0
7	7	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	2	7	0.2222222222222222	0.08333333333333333	0.5416666666666666	0.13333333333333333
8	8	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	5, 2, 6		5	5	0	9	0.0	0.0	1.1875	0.0
9	9	0	0	3/8	3	1	V(6)		b	i		V(6)	V			6				M	1	1	6, 10, 2		6	6	1	5	0.16666666666666666	0.03125	1.09375	0.027777777777777776
9	9	3/16	3/16	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	3	0.0	0.0	0.1875	0.0
10	10	0	0	3/8	3	1	VI		b	i		VI	VI							M	1	1	1, 5, 2		1	1	1	11	0.08333333333333333	0.0	1.4375	0.0
11	11	1/8	1/8	3/8	3	1	V7/III		b	i		V7/III	V		7		III			Mm7	1	1	3, 7, 4, 1		3	3	0	28	0.0	0.0	1.75	0.0
12	12	0	0	3/8	3	1	III		b	i		III	III							M	1	1	2, 6, 3		2	2	0	7	0.0	0.0	1.75	0.0
13	13	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	3	25	0.10714285714285714	0.09375	1.40625	0.0625
13	13	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	17	0.0	0.0	1.0	0.0
14	14	0	0	3/8	3	1	i		b	i		i	i							m	1	1	5, 2, 6		5	5	0	7	0.0	0.0	1.75	0.0
15	15	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	3	17	0.15	0.09375	0.90625	0.09375
15	15	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	6, 10, 7, 4		6	6	0	14	0.0	0.0	0.875	0.0
16	16	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	5, 2, 6		5	5	2	10	0.16666666666666666	0.0625	1.8125	0.03333333333333333
17	17	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	6, 10, 7		6	6	0	4	0.0	0.0	0.75	0.0
