mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	11/16	3/4	3	1	c.i[i	-0.15	-4.5	/		c	i	i	i		i							m	1	1	0, -3, 1		0	0	1	7	0.125	0.0625	3.0	0.02040816326530612
3	2	0	0	3/4	3	1	V2					c	i	i	V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	1	7	0.125	0.75	3.0	0.2
4	3	0	0	3/4	3	1	#viio65					c	i	i	#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	1	11	0.08333333333333333	0.75	3.75	0.16666666666666666
5	4	0	0	3/4	3	1	i\\					c	i	i	i		i						\\	m	1	1	0, -3, 1		0	0	4	15	0.21052631578947367	0.1875	6.1875	0.029411764705882353
7	6	0	0	3/4	3	1	V2					c	i	i	V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	1	7	0.125	0.75	3.0	0.2
8	7	0	0	3/4	3	1	#viio65					c	i	i	#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	2	10	0.16666666666666666	0.8333333333333334	3.6666666666666665	0.1851851851851852
9	8	0	0	3/4	3	1	i					c	i	i	i		i							m	1	1	0, -3, 1		0	0	1	7	0.125	0.0625	3.5625	0.017241379310344827
10	9	0	0	3/4	3	1	#viio65					c	i	i	#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2	1	11	0.08333333333333333	0.75	3.75	0.16666666666666666
11	10	0	0	3/4	3	1	i]\\					c	i	i	i		i						\\	m	1	1	0, -3, 1		0	0	3	8	0.2727272727272727	0.0625	2.5625	0.023809523809523808
12	11	0	0	3/4	3	1	V.I6					c	V		I6		I		6					M	1	0	5, 2, 1		1	5	0	9	0.0	0.0	3.375	0.0
12	11	5/8	5/8	3/4	3	1	#viio65/ii	-4	-4	/		c	V		#viio65/ii		#vii	o	65		ii			o7	1	0	5, 2, -1, 8		8	5	0	3	0.0	0.0	0.375	0.0
13	12	0	0	3/4	3	1	ii6(9)					c	V		ii6(9)		ii		6	9				m	1	0	0, 4, 3	5	3	0	0	6	0.0	0.0	1.75	0.0
13	12	1/4	1/4	3/4	3	1	ii					c	V		ii		ii							m	1	0	3, 0, 4		3	3	0	3	0.0	0.0	0.75	0.0
13	12	5/8	5/8	3/4	3	1	V64/ii	-1.7	-4	/		c	V		V64/ii		V		64		ii			M	1	0	5, 4, 8		4	5	0	4	0.0	0.0	0.5	0.0
14	13	0	0	3/4	3	1	ii6					c	V		ii6		ii		6					m	1	0	0, 4, 3		3	0	1	6	0.14285714285714285	0.08333333333333333	1.9166666666666667	0.041666666666666664
14	13	1/2	1/2	3/4	3	1	V7					c	V		V7		V		7					Mm7	1	0	2, 6, 3, 0		2	2	3	12	0.2	0.4166666666666667	2.0833333333333335	0.16666666666666669
15	14	1/4	1/4	3/4	3	1	I\\					c	V		I		I						\\	M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	0.75	0.0
15	14	5/8	5/8	3/4	3	1	#viio65/ii	-5	-4	/		c	V		#viio65/ii		#vii	o	65		ii			o7	1	0	5, 2, -1, 8		8	5	0	4	0.0	0.0	0.5	0.0
16	15	0	0	3/4	3	1	ii6					c	V		ii6		ii		6					m	1	0	0, 4, 3		3	0	1	6	0.14285714285714285	0.08333333333333333	1.9166666666666667	0.041666666666666664
16	15	1/2	1/2	3/4	3	1	V7					c	V		V7		V		7					Mm7	1	0	2, 6, 3, 0		2	2	2	10	0.16666666666666666	0.16666666666666666	1.8333333333333333	0.08333333333333333
