mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	3/4	3	1	Eb.viio7				Eb	I		viio7		vii	o	7					o7	0	0	2, -1, -4, -7		2	2	0	10	0.0	0.0	1.25	0.0
3	2	0	0	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
3	2	3/8	3/8	3/4	3	1	viio7/V				Eb	I		viio7/V		vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	0	3	0.0	0.0	0.375	0.0
3	2	1/2	1/2	3/4	3	1	V				Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
3	2	5/8	5/8	3/4	3	1	viio7				Eb	I		viio7		vii	o	7					o7	0	0	2, -1, -4, -7		2	2	0	10	0.0	0.0	1.25	0.0
5	4	0	0	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
5	4	3/8	3/8	3/4	3	1	viio7/V				Eb	I		viio7/V		vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
5	4	1/2	1/2	3/4	3	1	V\\				Eb	I		V		V						\\	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
5	4	5/8	5/8	3/4	3	1	viio7				Eb	I		viio7		vii	o	7					o7	0	0	2, -1, -4, -7		2	2	0	14	0.0	0.0	2.0	0.0
7	6	0	0	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	6	0.0	0.0	0.75	0.0
7	6	1/8	1/8	3/4	3	1	It6				Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-7, -3, 3		3	-7	0	2	0.0	0.0	0.25	0.0
7	6	1/4	1/4	3/4	3	1	V				Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
7	6	3/8	3/8	3/4	3	1	viio7(+2)/V				Eb	I		viio7(+2)/V		vii	o	7	+2	V			o7	0	0	3, 0, -3, -6	-2	3	3	0	3	0.0	0.0	0.375	0.0
7	6	1/2	1/2	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.5	0.0
8	7	0	0	3/4	3	1	I				Eb	I		I		I							M	0	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
8	7	1/8	1/8	3/4	3	1	V43/V				Eb	I		V43/V		V		43		V			Mm7	0	0	0, -3, -1, 3		-1	0	0	5	0.0	0.0	0.625	0.0
8	7	1/4	1/4	3/4	3	1	V(64)				Eb	I		V(64)		V			64				M	0	0	-2, -3, 1		-2	-2	0	5	0.0	0.0	1.125	0.0
8	7	3/8	3/8	3/4	3	1	V7(4)				Eb	I		V7(4)		V		7	4				Mm7	0	0	-2, -3, -1, -4		-2	-2	0	2	0.0	0.0	0.25	0.0
8	7	1/2	1/2	3/4	3	1	V(6)				Eb	I		V(6)		V			6				M	0	0	-2, 2, 1		-2	-2	0	3	0.0	0.0	0.625	0.0
8	7	11/16	11/16	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.125	0.0
9	8	0	0	3/4	3	1	I\\				Eb	I		I		I						\\	M	0	0	-3, 1, -2		-3	-3	2	6	0.25	0.25	0.875	0.2222222222222222
9	8	5/8	5/8	3/4	3	1	viio7				Eb	I		viio7		vii	o	7					o7	0	0	2, -1, -4, -7		2	2	0	14	0.0	0.0	2.0	0.0
11	10	0	0	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	6	0.0	0.0	0.75	0.0
11	10	1/8	1/8	3/4	3	1	It6				Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-7, -3, 3		3	-7	0	2	0.0	0.0	0.25	0.0
11	10	1/4	1/4	3/4	3	1	V				Eb	I		V		V							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
11	10	3/8	3/8	3/4	3	1	viio7(+2)/V				Eb	I		viio7(+2)/V		vii	o	7	+2	V			o7	0	0	3, 0, -3, -6	-2	3	3	0	3	0.0	0.0	0.375	0.0
11	10	1/2	1/2	3/4	3	1	V7				Eb	I		V7		V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.5	0.0
