mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	3	1	3/16	1/8	3/2		6	54		5
1	1	0	0	3/4	3	1	3/16	1/8	3/2		3	57		5
1	1	0	0	3/4	3	1	3/16	1/8	3/2		7	61		5
1	1	0	0	3/4	2	1	1/12	1/8	2/3		6	66		0
1	1	1/12	1/12	3/4	2	1	1/12	1/8	2/3		7	73		1
1	1	1/6	1/6	3/4	2	1	1/12	1/8	2/3		6	78		2
1	1	3/16	3/16	3/4	3	1	1/16	1/16	1		6	54		6
1	1	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		6
1	1	3/16	3/16	3/4	3	1	1/16	1/16	1		7	61		6
1	1	1/4	1/4	3/4	3	1	1/2	1/2	1		8	56		7
1	1	1/4	1/4	3/4	3	1	1/2	1/2	1		5	59		7
1	1	1/4	1/4	3/4	3	1	1/2	1/2	1		7	61		7
1	1	1/4	1/4	3/4	2	1	3/8	1/4	3/2		7	73		3
1	1	5/8	5/8	3/4	2	1	1/8	1/8	1		11	65		4
2	2	0	0	3/4	3	1	3/16	1/8	3/2		6	54		13
2	2	0	0	3/4	3	1	3/16	1/8	3/2		3	57		13
2	2	0	0	3/4	3	1	3/16	1/8	3/2		7	61		13
2	2	0	0	3/4	2	1	1/12	1/8	2/3		6	66		8
2	2	1/12	1/12	3/4	2	1	1/12	1/8	2/3		7	73		9
2	2	1/6	1/6	3/4	2	1	1/12	1/8	2/3		6	78		10
2	2	3/16	3/16	3/4	3	1	1/16	1/16	1		6	54		14
2	2	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		14
2	2	3/16	3/16	3/4	3	1	1/16	1/16	1		7	61		14
2	2	1/4	1/4	3/4	3	1	1/2	1/2	1		8	56		15
2	2	1/4	1/4	3/4	3	1	1/2	1/2	1		5	59		15
2	2	1/4	1/4	3/4	3	1	1/2	1/2	1		7	61		15
2	2	1/4	1/4	3/4	2	1	3/8	1/4	3/2		7	73		11
2	2	5/8	5/8	3/4	2	1	1/8	1/8	1		11	65		12
3	3	0	0	3/4	3	1	3/16	1/8	3/2		6	54		23
3	3	0	0	3/4	3	1	3/16	1/8	3/2		3	57		23
3	3	0	0	3/4	3	1	3/16	1/8	3/2		7	61		23
3	3	0	0	3/4	2	1	3/16	1/8	3/2		6	66		16
3	3	3/16	3/16	3/4	3	1	1/16	1/16	1		6	54		24
