mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	2/4	3	1	1/8			1/8	1		5	47	B2	2	2
1	1	0	0.5	0	0	2/4	3	1	1/8			1/8	1		6	54	F#3	3	2
1	1	1/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		5	47	B2	2	3
1	1	1/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		6	54	F#3	3	3
1	1	1	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		2	62	D4	4	0
1	1	1	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		5	71	B4	4	0
1	1	3/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		2	62	D4	4	1
1	1	3/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		5	71	B4	4	1
2	2	2	0.5	0	0	2/4	3	1	1/8			1/8	1		5	47	B2	2	6
2	2	2	0.5	0	0	2/4	3	1	1/8			1/8	1		6	54	F#3	3	6
2	2	5/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		5	47	B2	2	7
2	2	5/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		6	54	F#3	3	7
2	2	3	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		2	62	D4	4	4
2	2	3	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	66	F#4	4	4
2	2	7/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		2	62	D4	4	5
2	2	7/2	0.5	3/8	3/8	2/4	2	1	1/8			1/8	1		6	66	F#4	4	5
3	3	4	0.5	0	0	2/4	3	1	1/8			1/8	1		5	47	B2	2	11
3	3	4	0.5	0	0	2/4	3	1	1/8			1/8	1		1	55	G3	3	11
3	3	9/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		5	47	B2	2	12
3	3	9/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		1	55	G3	3	12
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		7	61	C#4	4	8
3	3	5	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		4	64	E4	4	8
3	3	11/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		5	59	B3	3	9
3	3	11/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		2	62	D4	4	9
3	3	23/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		10	58	A#3	3	10
3	3	23/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		7	61	C#4	4	10
4	4	6	0.5	0	0	2/4	3	1	1/8			1/8	1		5	47	B2	2	17
4	4	6	0.5	0	0	2/4	3	1	1/8			1/8	1		6	54	F#3	3	17
4	4	6	0.5	0	0	2/4	2	1	1/8			1/8	1		5	59	B3	3	13
4	4	6	0.5	0	0	2/4	2	1	1/8			1/8	1		2	62	D4	4	13
4	4	13/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		5	47	B2	2	18
4	4	13/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		6	54	F#3	3	18
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		6	66	F#4	4	14
4	4	7	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		2	74	D5	5	14
4	4	15/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		4	64	E4	4	15
4	4	15/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		7	73	C#5	5	15
4	4	31/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		2	62	D4	4	16
4	4	31/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		5	71	B4	4	16
5	5	8	0.5	0	0	2/4	3	1	1/8			1/8	1		5	47	B2	2	23
5	5	8	0.5	0	0	2/4	3	1	1/8			1/8	1		1	55	G3	3	23
5	5	8	0.5	0	0	2/4	2	1	1/8			1/8	1		4	64	E4	4	19
5	5	8	0.5	0	0	2/4	2	1	1/8			1/8	1		7	73	C#5	5	19
5	5	17/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		5	47	B2	2	24
5	5	17/2	0.5	1/8	1/8	2/4	3	1	1/8			1/8	1		1	55	G3	3	24
5	5	9	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		7	61	C#4	4	20
5	5	9	0.5	1/4	1/4	2/4	2	1	1/8			1/8	1		4	64	E4	4	20
5	5	19/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		5	59	B3	3	21
5	5	19/2	0.25	3/8	3/8	2/4	2	1	1/16			1/16	1		2	62	D4	4	21
5	5	39/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		10	58	A#3	3	22
5	5	39/4	0.25	7/16	7/16	2/4	2	1	1/16			1/16	1		7	61	C#4	4	22
