mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	9/16	6/8	3	1	1/16		1/16	1		4	52		3
1	0	0	9/16	6/8	2	1	1/16		1/16	1		4	64		0
1	0	1/16	5/8	6/8	3	1	1/16		1/16	1		3	57		4
1	0	1/16	5/8	6/8	2	1	1/16		1/16	1		3	69		1
1	0	1/8	11/16	6/8	3	1	1/16		1/16	1		0	60		5
1	0	1/8	11/16	6/8	2	1	1/16		1/16	1		0	72		2
2	1	0	0	6/8	3	1	1/8		1/8	1		4	64		13
2	1	0	0	6/8	2	1	1/8		1/8	1		4	76		6
2	1	1/8	1/8	6/8	3	1	1/8		1/8	1		0	60		14
2	1	1/8	1/8	6/8	2	1	1/8		1/8	1		0	72		7
2	1	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		15
2	1	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69		8
2	1	3/8	3/8	6/8	3	1	3/16		1/8	3/2		4	52		16
2	1	3/8	3/8	6/8	2	1	3/16		1/8	3/2		4	64		9
2	1	9/16	9/16	6/8	3	1	1/16		1/16	1		-1	65		17
2	1	9/16	9/16	6/8	2	1	1/16		1/16	1		-1	77		10
2	1	5/8	5/8	6/8	3	1	1/16		1/16	1		4	64		18
2	1	5/8	5/8	6/8	2	1	1/16		1/16	1		4	76		11
2	1	11/16	11/16	6/8	3	1	1/16		1/16	1		-1	65		19
2	1	11/16	11/16	6/8	2	1	1/16		1/16	1		-1	77		12
3	2	0	0	6/8	3	1	1/8		1/8	1		4	64		27
3	2	0	0	6/8	2	1	1/8		1/8	1		4	76		20
3	2	1/8	1/8	6/8	3	1	1/8		1/8	1		0	60		28
3	2	1/8	1/8	6/8	2	1	1/8		1/8	1		0	72		21
3	2	1/4	1/4	6/8	3	1	1/8		1/8	1		3	57		29
3	2	1/4	1/4	6/8	2	1	1/8		1/8	1		3	69		22
3	2	3/8	3/8	6/8	3	1	3/16		1/8	3/2		4	52		30
3	2	3/8	3/8	6/8	2	1	3/16		1/8	3/2		4	64		23
3	2	9/16	9/16	6/8	3	1	1/16		1/16	1		-1	53		31
3	2	9/16	9/16	6/8	2	1	1/16		1/16	1		-1	65		24
3	2	5/8	5/8	6/8	3	1	1/16		1/16	1		4	52		32
3	2	5/8	5/8	6/8	2	1	1/16		1/16	1		4	64		25
3	2	11/16	11/16	6/8	3	1	1/16		1/16	1		-1	53		33
3	2	11/16	11/16	6/8	2	1	1/16		1/16	1		-1	65		26
4	3	0	0	6/8	3	1	1/8		1/8	1		1	55		40
4	3	0	0	6/8	2	1	1/8		1/8	1		1	67		34
4	3	1/8	1/8	6/8	3	1	1/8		1/8	1		4	52		41
4	3	1/8	1/8	6/8	2	1	1/8		1/8	1		4	64		35
4	3	1/4	1/4	6/8	3	1	1/8		1/8	1		2	50		42
4	3	1/4	1/4	6/8	2	1	1/8		1/8	1		2	62		36
4	3	3/8	3/8	6/8	3	1	1/8		1/8	1		0	48		43
4	3	3/8	3/8	6/8	2	1	1/8		1/8	1		0	60		37
4	3	1/2	1/2	6/8	3	1	1/8		1/8	1		5	47		44
4	3	1/2	1/2	6/8	2	1	1/8		1/8	1		5	59		38
4	3	5/8	5/8	6/8	3	1	1/8		1/8	1		3	45		45
4	3	5/8	5/8	6/8	2	1	1/8		1/8	1		3	57		39
5	4	0	0	6/8	2	1	0	grace32	1/32	1		3	57		46
5	4	0	0	6/8	2	1	0	grace32	1/32	1		5	59		47
5	4	0	0	6/8	3	1	0	grace32	1/32	1		3	45		55
5	4	0	0	6/8	3	1	0	grace32	1/32	1		5	47		56
5	4	0	0	6/8	3	1	3/8		1/4	3/2		5	47		57
5	4	0	0	6/8	2	1	3/8		1/4	3/2		5	59		48
5	4	3/8	3/8	6/8	2	1	0	grace32	1/32	1		3	57		49
5	4	3/8	3/8	6/8	2	1	0	grace32	1/32	1		5	59		50
5	4	3/8	3/8	6/8	3	1	0	grace32	1/32	1		3	45		58
5	4	3/8	3/8	6/8	3	1	0	grace32	1/32	1		5	47		59
5	4	3/8	3/8	6/8	3	1	3/16		1/8	3/2		3	45		60
5	4	3/8	3/8	6/8	2	1	3/16		1/8	3/2		3	57		51
5	4	9/16	9/16	6/8	3	1	1/16		1/16	1		5	47		61
5	4	9/16	9/16	6/8	2	1	1/16		1/16	1		5	59		52
5	4	5/8	5/8	6/8	3	1	1/16		1/16	1		3	45		62
5	4	5/8	5/8	6/8	2	1	1/16		1/16	1		3	57		53
5	4	11/16	11/16	6/8	3	1	1/16		1/16	1		5	47		63
5	4	11/16	11/16	6/8	2	1	1/16		1/16	1		5	59		54
6	5	0	0	6/8	2	1	0	grace32	1/32	1		3	57		65
6	5	0	0	6/8	2	1	0	grace32	1/32	1		5	59		66
6	5	0	0	6/8	3	1	0	grace32	1/32	1		3	45		72
6	5	0	0	6/8	3	1	0	grace32	1/32	1		5	47		73
6	5	0	0	6/8	3	1	3/8		1/4	3/2		5	47		74
6	5	0	0	6/8	2	1	3/8		1/4	3/2		5	59		67
6	5	3/8	3/8	6/8	2	1	0	grace32	1/32	1		3	57		68
6	5	3/8	3/8	6/8	2	1	0	grace32	1/32	1		5	59		69
6	5	3/8	3/8	6/8	3	1	0	grace32	1/32	1		3	45		75
6	5	3/8	3/8	6/8	3	1	0	grace32	1/32	1		5	47		76
6	5	3/8	3/8	6/8	3	1	1/8		1/8	1		3	45		77
6	5	3/8	3/8	6/8	2	1	1/8		1/8	1		3	57		70
6	5	5/8	5/8	6/8	3	1	1/8		1/8	1		4	52		78
6	5	5/8	5/8	6/8	1	1	1/8		1/8	1		4	64		64
6	5	5/8	5/8	6/8	2	1	1/8		1/8	1		4	64		71
7	6	0	0	6/8	3	1	1/8		1/8	1		0	60		91
7	6	0	0	6/8	1	1	1/8		1/8	1		0	72		79
