mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5	0	0	2/4	3	1	1/8	1/8	1		3	45	A2	2	6
1	1	0	0	0.5	0	0	2/4	3	1	1/8	1/8	1		4	52	E3	3	6
1	1	0	0	0.5	0	0	2/4	2	2	1/8	1/8	1		0	60	C4	4	4
1	1	0	0	0.5	0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	0
1	1	1/2	1/2	0.25	1/8	1/8	2/4	3	1	1/16	1/16	1		3	57	A3	3	7
1	1	1/2	1/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		3	69	A4	4	1
1	1	3/4	3/4	0.25	3/16	3/16	2/4	3	1	1/16	1/16	1		5	59	B3	3	8
1	1	3/4	3/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		5	71	B4	4	2
1	1	1	1	0.5	1/4	1/4	2/4	3	1	1/8	1/8	1		0	60	C4	4	9
1	1	1	1	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1	1	0	72	C5	5	3
1	1	3/2	3/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		3	45	A2	2	10
1	1	3/2	3/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	10
1	1	3/2	3/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		3	57	A3	3	10
1	1	3/2	3/2	0.5	3/8	3/8	2/4	2	2	1/8	1/8	1		0	60	C4	4	5
1	1	3/2	3/2	0.5	3/8	3/8	2/4	2	2	1/8	1/8	1		4	64	E4	4	5
2	2	2	2	0.5	0	0	2/4	3	1	1/8	1/8	1		3	45	A2	2	17
2	2	2	2	0.5	0	0	2/4	3	1	1/8	1/8	1		-1	53	F3	3	17
2	2	2	2	0.5	0	0	2/4	3	1	1/8	1/8	1		3	57	A3	3	17
2	2	2	2	0.5	0	0	2/4	2	2	1/8	1/8	1		2	62	D4	4	15
2	2	2	2	0.5	0	0	2/4	2	2	1/8	1/8	1		-1	65	F4	4	15
2	2	2	2	0.5	0	0	2/4	2	1	1/8	1/8	1	-1	0	72	C5	5	11
2	2	5/2	5/2	0.25	1/8	1/8	2/4	3	1	1/16	1/16	1		2	62	D4	4	18
2	2	5/2	5/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	74	D5	5	12
2	2	11/4	11/4	0.25	3/16	3/16	2/4	3	1	1/16	1/16	1		4	64	E4	4	19
2	2	11/4	11/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		4	76	E5	5	13
2	2	3	3	0.5	1/4	1/4	2/4	3	1	1/8	1/8	1		-1	65	F4	4	20
2	2	3	3	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		-1	77	F5	5	14
2	2	7/2	7/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		3	45	A2	2	21
2	2	7/2	7/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		-1	53	F3	3	21
2	2	7/2	7/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		3	57	A3	3	21
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	2	1/8	1/8	1		-1	65	F4	4	16
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	2	1/8	1/8	1		3	69	A4	4	16
2	2	7/2	7/2	0.5	3/8	3/8	2/4	2	2	1/8	1/8	1		2	74	D5	5	16
3	3	4	4	0.5	0	0	2/4	3	1	1/8	1/8	1		3	45	A2	2	27
3	3	4	4	0.5	0	0	2/4	3	1	1/8	1/8	1		4	52	E3	3	27
3	3	4	4	0.5	0	0	2/4	3	1	1/8	1/8	1		3	57	A3	3	27
3	3	4	4	0.5	0	0	2/4	2	1	1/8	1/8	1		4	64	E4	4	22
3	3	4	4	0.5	0	0	2/4	2	1	1/8	1/8	1		3	69	A4	4	22
3	3	4	4	0.5	0	0	2/4	2	1	1/8	1/8	1		0	72	C5	5	22
3	3	4	4	0.5	0	0	2/4	2	1	1/8	1/8	1		4	76	E5	5	22
3	3	9/2	9/2	0.5	1/8	1/8	2/4	3	1	1/8	1/8	1		0	48	C3	3	28
3	3	9/2	9/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		5	71	B4	4	23
3	3	9/2	9/2	0.25	1/8	1/8	2/4	2	1	1/16	1/16	1		2	74	D5	5	23
3	3	19/4	19/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		3	69	A4	4	24
3	3	19/4	19/4	0.25	3/16	3/16	2/4	2	1	1/16	1/16	1		0	72	C5	5	24
3	3	5	5	0.5	1/4	1/4	2/4	3	1	1/8	1/8	1		4	52	E3	3	29
3	3	5	5	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		3	69	A4	4	25
3	3	5	5	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		5	71	B4	4	25
3	3	11/2	11/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		4	40	E2	2	30
3	3	11/2	11/2	0.5	3/8	3/8	2/4	3	1	1/8	1/8	1		4	52	E3	3	30
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		4	64	E4	4	26
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		8	68	G#4	4	26
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		5	71	B4	4	26
3	3	11/2	11/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		4	76	E5	5	26
4	4	6	6	1.0	0	0	2/4	3	1	1/4	1/4	1		3	45	A2	2	33
4	4	6	6	1.0	0	0	2/4	3	1	1/4	1/4	1		4	52	E3	3	33
4	4	6	6	1.0	0	0	2/4	3	1	1/4	1/4	1		3	57	A3	3	33
4	4	6	6	1.0	0	0	2/4	2	1	1/4	1/4	1		0	60	C4	4	31
4	4	6	6	1.0	0	0	2/4	2	1	1/4	1/4	1		4	64	E4	4	31
4	4	6	6	1.0	0	0	2/4	2	1	1/4	1/4	1		3	69	A4	4	31
