mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	0.5	0	0	2/4	3	1	c.i	c	i		i		i							m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	0.5	1/8	1/8	2/4	3	1	V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
1	1	1	1	0.5	1/4	1/4	2/4	3	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
1	1	3/2	3/2	0.5	3/8	3/8	2/4	3	1	V6/iv	c	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
2	2	2	2	0.5	0	0	2/4	3	1	iv(4)	c	i		iv(4)		iv			4				m	1	1	-1, -2, 0		-1	-1
2	2	5/2	5/2	0.5	1/8	1/8	2/4	3	1	ii%7	c	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
2	2	3	3	0.5	1/4	1/4	2/4	3	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	2	7/2	7/2	0.5	3/8	3/8	2/4	3	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
3	3	4	4	0.5	0	0	2/4	3	1	bII	c	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
3	3	9/2	9/2	0.5	1/8	1/8	2/4	3	1	VI6	c	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
3	3	5	5	0.5	1/4	1/4	2/4	3	1	V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	11/2	11/2	0.5	3/8	3/8	2/4	3	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	6	6	0.5	0	0	2/4	3	1	VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
4	4	13/2	13/2	0.5	1/8	1/8	2/4	3	1	bII6	c	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
4	4	7	7	0.5	1/4	1/4	2/4	3	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
4	4	15/2	15/2	0.5	3/8	3/8	2/4	3	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	8	8	0.5	0	0	2/4	3	1	i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
5	5	17/2	17/2	0.5	1/8	1/8	2/4	3	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	9	9	0.5	1/4	1/4	2/4	3	1	i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
5	5	19/2	19/2	0.5	3/8	3/8	2/4	3	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
6	6	10	10	0.5	0	0	2/4	3	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
6	6	21/2	21/2	0.5	1/8	1/8	2/4	3	1	V6	c	i		V6		V		6					M	1	1	5, 2, 1		1	5
