mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.5	0	5/8	3/4	3	1	Eb.viio7	Eb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
3	2	7/2	1.5	0	0	3/4	3	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	2	5	0.5	3/8	3/8	3/4	3	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
3	2	11/2	0.5	1/2	1/2	3/4	3	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
3	2	6	3.5	5/8	5/8	3/4	3	1	viio7	Eb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
5	4	19/2	1.5	0	0	3/4	3	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	11	0.5	3/8	3/8	3/4	3	1	viio7/V	Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
5	4	23/2	0.5	1/2	1/2	3/4	3	1	V\\	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
5	4	12	3.5	5/8	5/8	3/4	3	1	viio7	Eb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
7	6	31/2	0.5	0	0	3/4	3	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	16	0.5	1/8	1/8	3/4	3	1	It6	Eb	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
7	6	33/2	0.5	1/4	1/4	3/4	3	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
7	6	17	0.5	3/8	3/8	3/4	3	1	viio7(+2)/V	Eb	I		viio7(+2)/V		vii	o	7	+2	V			o7	0	0	6, 3, 0, -3	1	6	6
7	6	35/2	1.0	1/2	1/2	3/4	3	1	V7	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	37/2	0.5	0	0	3/4	3	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	19	0.5	1/8	1/8	3/4	3	1	V43/V	Eb	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
