mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.F.I[I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
1	1	1/4	V2	F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
1	1	3/8	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
1	1	3/4	V2	F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
1	1	7/8	I]	F	I	I	I	I						M	0	0	0, 4, 1		0	0
2	2	0	V	F	I		V	V						M	0	0	1, 5, 2		1	1
2	2	1/4	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
2	2	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
3	3	0	I[I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
3	3	1/4	V2	F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
3	3	3/8	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
3	3	1/2	V7/IV	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
3	3	3/4	V7(94)/IV	F	I	I	V7(94)/IV	V		7	94	IV		Mm7	0	0	0, -1, 1, -2	2	0	0
3	3	7/8	V7/IV]	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
4	4	0	IV[IV(4)	F	I	IV	IV(4)	IV			4			M	0	0	-1, 5, 0		-1	-1
4	4	1/8	IV	F	I	IV	IV	IV						M	0	0	-1, 3, 0		-1	-1
4	4	1/4	#viio2/ii	F	I	IV	#viio2/ii	#vii	o	2		ii		o7	0	0	-2, 7, 4, 1		7	-2
4	4	3/8	ii6]	F	I	IV	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
4	4	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
4	4	3/4	#viio7/vi	F	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
5	5	0	vi	F	I		vi	vi						m	0	0	3, 0, 4		3	3
5	5	1/4	V/vi	F	I		V/vi	V				vi		M	0	0	4, 8, 5		4	4
5	5	1/2	V7	F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	I	F	I		I	I						M	0	0	0, 4, 1		0	0
6	6	1/4	IV64	F	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
6	6	3/8	I	F	I		I	I						M	0	0	0, 4, 1		0	0
6	6	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
6	6	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
6	6	7/8	iv/ii	F	I		iv/ii	iv				ii		m	0	0	1, -2, 2		1	1
7	7	0	V(64)/ii	F	I		V(64)/ii	V			64	ii		M	0	0	3, 2, -1		3	3
7	7	1/4	V7/ii	F	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
7	7	3/8	V/ii	F	I		V/ii	V				ii		M	0	0	3, 7, 4		3	3
7	7	1/2	ii\\	F	I		ii	ii					\\	m	0	0	2, -1, 3		2	2
8	8	0	IV	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
8	8	1/4	iv	F	I		iv	iv						m	0	0	-1, -4, 0		-1	-1
8	8	3/8	iio6	F	I		iio6	ii	o	6				o	0	0	-1, -4, 2		2	-1
8	8	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
8	8	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
9	9	0	V2/IV	F	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
9	9	1/8	IV6	F	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
9	9	1/4	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
9	9	7/16	V7	F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
9	9	1/2	I[I\\	F	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
10	10	1/4	V2	F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	3/8	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
10	10	1/2	V7/IV	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
10	10	3/4	V7(94)/IV	F	I	I	V7(94)/IV	V		7	94	IV		Mm7	0	0	0, -1, 1, -2	2	0	0
10	10	7/8	V7/IV]	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
11	11	0	IV[IV(4)	F	I	IV	IV(4)	IV			4			M	0	0	-1, 5, 0		-1	-1
11	11	1/8	IV	F	I	IV	IV	IV						M	0	0	-1, 3, 0		-1	-1
11	11	1/4	#viio2/ii	F	I	IV	#viio2/ii	#vii	o	2		ii		o7	0	0	-2, 7, 4, 1		7	-2
11	11	3/8	ii6]	F	I	IV	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
11	11	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
11	11	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
12	12	0	I	F	I		I	I						M	0	0	0, 4, 1		0	0
12	12	1/4	IV64	F	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
12	12	3/8	I	F	I		I	I						M	0	0	0, 4, 1		0	0
12	12	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
12	12	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
12	12	7/8	iv/ii	F	I		iv/ii	iv				ii		m	0	0	1, -2, 2		1	1
13	13	0	V(64)/ii	F	I		V(64)/ii	V			64	ii		M	0	0	3, 2, -1		3	3
13	13	1/4	V7/ii	F	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
13	13	3/8	V/ii	F	I		V/ii	V				ii		M	0	0	3, 7, 4		3	3
13	13	1/2	ii\\	F	I		ii	ii					\\	m	0	0	2, -1, 3		2	2
14	14	0	IV	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
14	14	3/8	iio6	F	I		iio6	ii	o	6				o	0	0	-1, -4, 2		2	-1
14	14	1/2	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
14	14	3/4	V	F	I		V	V						M	0	0	1, 5, 2		1	1
15	15	0	V2/IV	F	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
15	15	1/8	IV6	F	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
15	15	1/4	V(64)	F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
15	15	7/16	V7	F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
15	15	1/2	I[I\\	F	I	I	I	I					\\	M	0	0	0, 4, 1		0	0
16	16	1/4	V2	F	I	I	V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
16	16	3/8	I	F	I	I	I	I						M	0	0	0, 4, 1		0	0
16	16	1/2	V7/IV	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
16	16	3/4	V7(94)/IV	F	I	I	V7(94)/IV	V		7	94	IV		Mm7	0	0	0, -1, 1, -2	2	0	0
16	16	7/8	V7/IV]	F	I	I	V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
17	17	0	IV[IV(4)	F	I	IV	IV(4)	IV			4			M	0	0	-1, 5, 0		-1	-1
17	17	1/8	IV	F	I	IV	IV	IV						M	0	0	-1, 3, 0		-1	-1
