mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	5/8	.A.V	A	I		V	V						M	0	0	1, 5, 2		1	1
2	1	0	I	A	I		I	I						M	0	0	0, 4, 1		0	0
2	1	3/16	V	A	I		V	V						M	0	0	1, 5, 2		1	1
2	1	5/8	V7/IV	A	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
3	2	0	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
3	2	3/16	I	A	I		I	I						M	0	0	0, 4, 1		0	0
4	3	0	V7(6)	A	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
4	3	3/16	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
4	3	1/4	I	A	I		I	I						M	0	0	0, 4, 1		0	0
5	4	0	V7(6)	A	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
5	4	3/16	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
5	4	1/4	I\\	A	I		I	I					\\	M	0	0	0, 4, 1		0	0
6	5	3/16	V	A	I		V	V						M	0	0	1, 5, 2		1	1
6	5	5/8	V7/IV	A	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
7	6	0	IV	A	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
7	6	3/16	I	A	I		I	I						M	0	0	0, 4, 1		0	0
8	7	0	V7(6)	A	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
8	7	3/16	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
8	7	1/4	I	A	I		I	I						M	0	0	0, 4, 1		0	0
9	8	0	V7(6)	A	I		V7(6)	V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
9	8	3/16	V7	A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
