mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	0	0	6/8	1	1	V7(9)	Eb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
23	23	1/4	1/4	6/8	1	1	V7	Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
23	23	3/8	3/8	6/8	1	1	V7(9)	Eb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
23	23	5/8	5/8	6/8	1	1	V7	Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	6/8	1	1	I\\	Eb	I		I		I					\\	M	0	0	0, 4, 1		0	0
27	27	0	0	6/8	1	1	.bIII.vi	Eb	bIII		vi		vi						m	0	0	3, 0, 4		3	3
29	29	5/8	5/8	6/8	1	1	vii%7/V	Eb	bIII		vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
30	30	0	0	6/8	1	1	V	Eb	bIII		V		V						M	0	0	1, 5, 2		1	1
31	31	3/8	3/8	6/8	1	1	.Fr6	Eb	bIII		Fr6	Fr	V		7	b5	V		M	0	0	2, 6, -4, 0		2	2
32	32	0	0	6/8	1	1	V(4)	Eb	bIII		V(4)		V			4			M	0	0	1, 0, 2		1	1
32	32	3/8	3/8	6/8	1	1	V	Eb	bIII		V		V						M	0	0	1, 5, 2		1	1
32	32	5/8	5/8	6/8	1	1	V7	Eb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	33	0	0	6/8	1	1	I\\	Eb	bIII		I		I					\\	M	0	0	0, 4, 1		0	0
34	34	0	0	6/8	1	1	I(6#4#2)	Eb	bIII		I(6#4#2)		I			6#4#2			M	0	0	0, 9, 6, 3		0	0
35	35	0	0	6/8	1	1	I	Eb	bIII		I		I						M	0	0	0, 4, 1		0	0
36	36	0	0	6/8	1	1	I(6#4#2)	Eb	bIII		I(6#4#2)		I			6#4#2			M	0	0	0, 9, 6, 3		0	0
37	37	0	0	6/8	1	1	I	Eb	bIII		I		I						M	0	0	0, 4, 1		0	0
37	37	5/8	5/8	6/8	1	1	I.V[V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	1/4	1/4	6/8	1	1	V7(b9)	Eb	I	V	V7(b9)		V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
38	38	3/8	3/8	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
38	38	5/8	5/8	6/8	1	1	V7(b9)	Eb	I	V	V7(b9)		V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
39	39	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
40	40	0	0	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
42	42	0	0	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	42	1/4	1/4	6/8	1	1	V7(9)	Eb	I	V	V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
42	42	3/8	3/8	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
42	42	5/8	5/8	6/8	1	1	V7(9)	Eb	I	V	V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
43	43	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
44	44	0	0	6/8	1	1	V7/V	Eb	I	V	V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
45	45	0	0	6/8	1	1	V7]	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	6/8	1	1	I[I\\	Eb	I	I	I		I					\\	M	0	0	0, 4, 1		0	0
52	52	0	0	6/8	1	1	V2	Eb	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
52	52	3/8	3/8	6/8	1	1	I	Eb	I	I	I		I						M	0	0	0, 4, 1		0	0
53	53	0	0	6/8	1	1	V2	Eb	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
53	53	3/8	3/8	6/8	1	1	I]	Eb	I	I	I		I						M	0	0	0, 4, 1		0	0
54	54	0	0	6/8	1	1	V	Eb	I		V		V						M	0	0	1, 5, 2		1	1
54	54	3/8	3/8	6/8	1	1	I	Eb	I		I		I						M	0	0	0, 4, 1		0	0
55	55	0	0	6/8	1	1	V	Eb	I		V		V						M	0	0	1, 5, 2		1	1
55	55	3/8	3/8	6/8	1	1	I	Eb	I		I		I						M	0	0	0, 4, 1		0	0
56	56	0	0	6/8	1	1	V	Eb	I		V		V						M	0	0	1, 5, 2		1	1
56	56	3/8	3/8	6/8	1	1	I	Eb	I		I		I						M	0	0	0, 4, 1		0	0
57	57	0	0	6/8	1	1	V	Eb	I		V		V						M	0	0	1, 5, 2		1	1
57	57	3/8	3/8	6/8	1	1	V7/IV	Eb	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
58	58	0	0	6/8	1	1	V7/bVII	Eb	I		V7/bVII		V		7		bVII		Mm7	0	0	-1, 3, 0, -3		-1	-1
60	60	0	0	6/8	1	1	.bVII	Eb	I		bVII		bVII						M	0	0	-2, 2, -1		-2	-2
62	62	0	0	6/8	1	1	V43/V	Eb	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
63	63	0	0	6/8	1	1	.Ger6	Eb	I		Ger6	Ger	vii	o	65	b3	V		M	0	0	-4, 0, -3, 6		6	-4
64	64	0	0	6/8	1	1	V(64)	Eb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
65	65	0	0	6/8	1	1	V(964)	Eb	I		V(964)		V			964			M	0	0	1, 0, 4	3	1	1
65	65	1/4	1/4	6/8	1	1	V(64)	Eb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
66	66	3/8	3/8	6/8	1	1	#viio43/ii	Eb	I		#viio43/ii		#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
66	66	5/8	5/8	6/8	1	1	V2/ii	Eb	I		V2/ii		V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
67	67	0	0	6/8	1	1	V7(9)	Eb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
67	67	3/8	3/8	6/8	1	1	V7(964)	Eb	I		V7(964)		V		7	964			Mm7	0	0	1, 0, 4, -1	3	1	1
68	68	0	0	6/8	1	1	V7(9)	Eb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
68	68	1/4	1/4	6/8	1	1	V7	Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
68	68	3/8	3/8	6/8	1	1	V7(9)	Eb	I		V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
68	68	5/8	5/8	6/8	1	1	V7	Eb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
69	69	0	0	6/8	1	1	I\\	Eb	I		I		I					\\	M	0	0	0, 4, 1		0	0
72	72	0	0	6/8	1	1	.bIII.vi	Eb	bIII		vi		vi						m	0	0	3, 0, 4		3	3
74	74	5/8	5/8	6/8	1	1	vii%7/V	Eb	bIII		vii%7/V		vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
75	75	0	0	6/8	1	1	V	Eb	bIII		V		V						M	0	0	1, 5, 2		1	1
76	76	3/8	3/8	6/8	1	1	.Fr6	Eb	bIII		Fr6	Fr	V		7	b5	V		M	0	0	2, 6, -4, 0		2	2
77	77	0	0	6/8	1	1	V(4)	Eb	bIII		V(4)		V			4			M	0	0	1, 0, 2		1	1
77	77	3/8	3/8	6/8	1	1	V	Eb	bIII		V		V						M	0	0	1, 5, 2		1	1
77	77	5/8	5/8	6/8	1	1	V7	Eb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
78	78	0	0	6/8	1	1	I\\	Eb	bIII		I		I					\\	M	0	0	0, 4, 1		0	0
79	79	0	0	6/8	1	1	I(6#4#2)	Eb	bIII		I(6#4#2)		I			6#4#2			M	0	0	0, 9, 6, 3		0	0
80	80	0	0	6/8	1	1	I	Eb	bIII		I		I						M	0	0	0, 4, 1		0	0
81	81	0	0	6/8	1	1	I(6#4#2)	Eb	bIII		I(6#4#2)		I			6#4#2			M	0	0	0, 9, 6, 3		0	0
82	82	0	0	6/8	1	1	I	Eb	bIII		I		I						M	0	0	0, 4, 1		0	0
82	82	5/8	5/8	6/8	1	1	I.V[V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	83	1/4	1/4	6/8	1	1	V7(b9)	Eb	I	V	V7(b9)		V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
83	83	3/8	3/8	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
83	83	5/8	5/8	6/8	1	1	V7(b9)	Eb	I	V	V7(b9)		V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
84	84	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
85	85	0	0	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
87	87	0	0	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
87	87	1/4	1/4	6/8	1	1	V7(9)	Eb	I	V	V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
87	87	3/8	3/8	6/8	1	1	V7	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
87	87	5/8	5/8	6/8	1	1	V7(9)	Eb	I	V	V7(9)		V		7	9			Mm7	0	0	1, 5, 2, -1	3	1	1
88	88	0	0	6/8	1	1	V(64)	Eb	I	V	V(64)		V			64			M	0	0	1, 0, 4		1	1
89	89	0	0	6/8	1	1	V7/V	Eb	I	V	V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
90	90	0	0	6/8	1	1	V7]	Eb	I	V	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
91	91	0	0	6/8	1	1	I\\	Eb	I		I		I					\\	M	0	0	0, 4, 1		0	0
