mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	1	1	.g.i6	g	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
2	1	0	0	2/4	1	1	i	g	i		i		i						m	1	1	0, -3, 1		0	0
3	2	3/8	3/8	2/4	1	1	iv	g	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
4	3	0	0	2/4	1	1	#viio2	g	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
4	3	1/4	1/4	2/4	1	1	.Fr6	g	i		Fr6	Fr	V		7	b5	V		M	1	1	2, 6, -4, 0		2	2
5	4	0	0	2/4	1	1	V(4)	g	i		V(4)		V			4			M	1	1	1, 0, 2		1	1
5	4	1/8	1/8	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
6	5	0	0	2/4	1	1	i\\	g	i		i		i					\\	m	1	1	0, -3, 1		0	0
7	6	3/8	3/8	2/4	1	1	iv7	g	i		iv7		iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
8	7	0	0	2/4	1	1	VI	g	i		VI		VI						M	1	1	-4, 0, -3		-4	-4
9	8	0	0	2/4	1	1	iv6	g	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
9	8	1/8	1/8	2/4	1	1	VI	g	i		VI		VI						M	1	1	-4, 0, -3		-4	-4
9	8	1/4	1/4	2/4	1	1	iio6	g	i		iio6		ii	o	6				o	1	1	-1, -4, 2		2	-1
9	8	3/8	3/8	2/4	1	1	iv6	g	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
10	9	0	0	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
10	9	1/8	1/8	2/4	1	1	V2	g	i		V2		V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
10	9	1/4	1/4	2/4	1	1	i6	g	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
10	9	5/16	5/16	2/4	1	1	V2	g	i		V2		V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
10	9	3/8	3/8	2/4	1	1	i6	g	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
10	9	7/16	7/16	2/4	1	1	#viio6	g	i		#viio6		#vii	o	6				o	1	1	2, -1, 5		5	2
11	10	0	0	2/4	1	1	i	g	i		i		i						m	1	1	0, -3, 1		0	0
12	11	0	0	2/4	1	1	iv6	g	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
12	11	1/4	1/4	2/4	1	1	.bII64	g	i		bII64		bII		64				M	1	1	-4, -5, -1		-5	-4
12	11	3/8	3/8	2/4	1	1	iv6	g	i		iv6		iv		6				m	1	1	-4, 0, -1		-1	-4
13	12	0	0	2/4	1	1	V7	g	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
13	12	1/8	1/8	2/4	1	1	#viio2	g	i		#viio2		#vii	o	2				o7	1	1	-4, 5, 2, -1		5	-4
13	12	1/4	1/4	2/4	1	1	V7	g	i		V7		V		7				Mm7	1	1	1, 5, 2, -1		1	1
13	12	3/8	3/8	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
14	13	0	0	2/4	1	1	iii6	g	i		iii6		iii		6				m	1	1	-6, -2, -3		-3	-6
14	13	1/4	1/4	2/4	1	1	.bI64	g	i		bI64		bI		64				M	1	1	-6, -7, -3		-7	-6
14	13	3/8	3/8	2/4	1	1	iii6	g	i		iii6		iii		6				m	1	1	-6, -2, -3		-3	-6
15	14	0	0	2/4	1	1	V7/VII	g	i		V7/VII		V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1	-1
15	14	1/8	1/8	2/4	1	1	viio2/VII	g	i		viio2/VII		vii	o	2		VII		o7	1	1	-6, 3, 0, -3		3	-6
15	14	1/4	1/4	2/4	1	1	V/VII	g	i		V/VII		V				VII		M	1	1	-1, 3, 0		-1	-1
16	15	0	0	2/4	1	1	vii	g	i		vii		vii						m	1	1	-2, -5, -1		-2	-2
16	15	1/8	1/8	2/4	1	1	vii6	g	i		vii6		vii		6				m	1	1	-5, -1, -2		-2	-5
16	15	1/4	1/4	2/4	1	1	V/vii	g	i		V/vii		V				vii		M	1	1	-1, 3, 0		-1	-1
16	15	3/8	3/8	2/4	1	1	V7/vii	g	i		V7/vii		V		7		vii		Mm7	1	1	-1, 3, 0, -3		-1	-1
17	16	0	0	2/4	1	1	vii	g	i		vii		vii						m	1	1	-2, -5, -1		-2	-2
17	16	1/8	1/8	2/4	1	1	vii6	g	i		vii6		vii		6				m	1	1	-5, -1, -2		-2	-5
17	16	1/4	1/4	2/4	1	1	V/vii	g	i		V/vii		V				vii		M	1	1	-1, 3, 0		-1	-1
17	16	3/8	3/8	2/4	1	1	iv	g	i		iv		iv						m	1	1	-1, -4, 0		-1	-1
18	17	0	0	2/4	1	1	V(64)	g	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
18	17	1/4	1/4	2/4	1	1	V(4)	g	i		V(4)		V			4			M	1	1	1, 0, 2		1	1
18	17	3/8	3/8	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
19	18	0	0	2/4	1	1	V(64)	g	i		V(64)		V			64			M	1	1	1, 0, -3		1	1
19	18	1/4	1/4	2/4	1	1	V(4)	g	i		V(4)		V			4			M	1	1	1, 0, 2		1	1
19	18	3/8	3/8	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
20	19	0	0	2/4	1	1	i	g	i		i		i						m	1	1	0, -3, 1		0	0
20	19	1/8	1/8	2/4	1	1	i6	g	i		i6		i		6				m	1	1	-3, 1, 0		0	-3
20	19	1/4	1/4	2/4	1	1	V(4)	g	i		V(4)		V			4			M	1	1	1, 0, 2		1	1
20	19	3/8	3/8	2/4	1	1	V	g	i		V		V						M	1	1	1, 5, 2		1	1
21	20	0	0	2/4	1	1	i\\	g	i		i		i					\\	m	1	1	0, -3, 1		0	0
22	21	3/8	3/8	2/4	1	1	I.I6	g	I		I6		I		6				M	1	0	4, 1, 0		0	4
23	22	0	0	2/4	1	1	I	g	I		I		I						M	1	0	0, 4, 1		0	0
25	24	0	0	2/4	1	1	IV64	g	I		IV64		IV		64				M	1	0	0, -1, 3		-1	0
25	24	1/8	1/8	2/4	1	1	I	g	I		I		I						M	1	0	0, 4, 1		0	0
25	24	1/4	1/4	2/4	1	1	V65	g	I		V65		V		65				Mm7	1	0	5, 2, -1, 1		1	5
25	24	3/8	3/8	2/4	1	1	I	g	I		I		I						M	1	0	0, 4, 1		0	0
26	25	0	0	2/4	1	1	V	g	I		V		V						M	1	0	1, 5, 2		1	1
26	25	1/8	1/8	2/4	1	1	V43/V	g	I		V43/V		V		43		V		Mm7	1	0	3, 0, 2, 6		2	3
26	25	1/4	1/4	2/4	1	1	V	g	I		V		V						M	1	0	1, 5, 2		1	1
26	25	3/8	3/8	2/4	1	1	V(64)	g	I		V(64)		V			64			M	1	0	1, 0, 4		1	1
27	26	1/8	1/8	2/4	1	1	IV6	g	I		IV6		IV		6				M	1	0	3, 0, -1		-1	3
27	26	1/4	1/4	2/4	1	1	I	g	I		I		I						M	1	0	0, 4, 1		0	0
27	26	3/8	3/8	2/4	1	1	V	g	I		V		V						M	1	0	1, 5, 2		1	1
28	27	0	0	2/4	1	1	I\\	g	I		I		I					\\	M	1	0	0, 4, 1		0	0
28	27	1/4	1/4	2/4	1	1	V43/vi	g	I		V43/vi		V		43		vi		Mm7	1	0	5, 2, 4, 8		4	5
28	27	3/8	3/8	2/4	1	1	V7/vi	g	I		V7/vi		V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
29	28	0	0	2/4	1	1	IV	g	I		IV		IV						M	1	0	-1, 3, 0		-1	-1
30	29	0	0	2/4	1	1	V/vi	g	I		V/vi		V				vi		M	1	0	4, 8, 5		4	4
31	30	0	0	2/4	1	1	IV	g	I		IV		IV						M	1	0	-1, 3, 0		-1	-1
32	31	0	0	2/4	1	1	V/vi	g	I		V/vi		V				vi		M	1	0	4, 8, 5		4	4
33	32	1/4	1/4	2/4	1	1	V/iii	g	I		V/iii		V				iii		M	1	0	5, 9, 6		5	5
34	33	0	0	2/4	1	1	iii	g	I		iii		iii						m	1	0	4, 1, 5		4	4
35	34	0	0	2/4	1	1	III	g	I		III		III						M	1	0	4, 8, 5		4	4
36	35	0	0	2/4	1	1	iii	g	I		iii		iii						m	1	0	4, 1, 5		4	4
