mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	20	0	III6(9)	c	i		III6(9)	III			6	9			M	1	1	1, -2, -3	-1	-3	1
20	20	1/8	III6(7)	c	i		III6(7)	III			6	7			M	1	1	1, -2, 2		-3	1
20	20	1/4	III6	c	i		III6	III			6				M	1	1	1, -2, -3		-3	1
21	21	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
21	21	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
22	22	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
22	22	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
23	23	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
23	23	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
23	23	3/8	.Ger6	c	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
24	24	0	V(64)	c	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
24	24	3/8	V7	c	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
25	25	0	VI(+#2)	c	i		VI(+#2)	VI				+#2			M	1	1	-4, 0, -3	5	-4	-4
25	25	1/4	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	1/4	.Ger6	c	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
30	30	0	V(64)	c	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
30	30	3/8	V7	c	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
31	31	0	i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
32	32	0	V/iv	c	i		V/iv	V					iv		M	1	1	0, 4, 1		0	0
32	32	1/4	V7/iv	c	i		V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
33	33	0	IV64	c	i		IV64	IV			64				M	1	1	0, -1, 3		-1	0
34	34	0	iv64	c	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
35	35	0	I	c	i		I	I							M	1	1	0, 4, 1		0	0
35	35	3/8	i	c	i		i	i							m	1	1	0, -3, 1		0	0
36	36	0	V\\	c	i		V	V						\\	M	1	1	1, 5, 2		1	1
37	37	0	i[i	c	i	i	i	i							m	1	1	0, -3, 1		0	0
37	37	3/8	V/iv	c	i	i	V/iv	V					iv		M	1	1	0, 4, 1		0	0
38	38	0	iv(4)	c	i	i	iv(4)	iv				4			m	1	1	-1, -2, 0		-1	-1
38	38	3/16	iv	c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
39	39	0	V2	c	i	i	V2	V			2				Mm7	1	1	-1, 1, 5, 2		1	-1
40	40	0	i	c	i	i	i	i							m	1	1	0, -3, 1		0	0
41	41	0	iv	c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
42	42	0	i]	c	i	i	i	i							m	1	1	0, -3, 1		0	0
43	43	0	V(64)/III	c	i		V(64)/III	V				64	III		M	1	1	-2, -3, 1		-2	-2
43	43	3/8	ii%65/III	c	i		ii%65/III	ii		%	65		III		%7	1	1	-2, 5, -3, -1		-1	-2
44	44	0	III6	c	i		III6	III			6				M	1	1	1, -2, -3		-3	1
44	44	1/8	ii%65/III	c	i		ii%65/III	ii		%	65		III		%7	1	1	-2, 5, -3, -1		-1	-2
44	44	1/4	V(64)/III	c	i		V(64)/III	V				64	III		M	1	1	-2, -3, 1		-2	-2
44	44	3/8	V7/III	c	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
45	45	0	III\\	c	i		III	III						\\	M	1	1	-3, 1, -2		-3	-3
46	46	0	i	c	i		i	i							m	1	1	0, -3, 1		0	0
47	47	0	V2(b9)/iv	c	i		V2(b9)/iv	V			2	b9	iv		Mm7	1	1	-2, 0, 4, 1	-12	0	-2
47	47	1/4	V2/iv	c	i		V2/iv	V			2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
48	48	0	IV6	c	i		IV6	IV			6				M	1	1	3, 0, -1		-1	3
48	48	1/8	IV6(+#4)	c	i		IV6(+#4)	IV			6	+#4			M	1	1	3, 0, -1	5	-1	3
48	48	1/4	IV6	c	i		IV6	IV			6				M	1	1	3, 0, -1		-1	3
49	49	0	V2(4)/III	c	i		V2(4)/III	V			2	4	III		Mm7	1	1	-4, -2, -3, -1		-2	-4
49	49	1/4	V2(b9)/III	c	i		V2(b9)/III	V			2	b9	III		Mm7	1	1	-4, -2, 2, -1	-7	-2	-4
50	50	0	III6(9)	c	i		III6(9)	III			6	9			M	1	1	1, -2, -3	-1	-3	1
50	50	1/8	III6(7)	c	i		III6(7)	III			6	7			M	1	1	1, -2, 2		-3	1
50	50	1/4	III6	c	i		III6	III			6				M	1	1	1, -2, -3		-3	1
51	51	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
51	51	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
52	52	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
52	52	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
53	53	0	#viio64	c	i		#viio64	#vii		o	64				o	1	1	-1, 5, 2		5	-1
53	53	1/4	#viio43	c	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5	-1
53	53	3/8	.Ger6	c	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
54	54	0	V(64)	c	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
54	54	3/8	V7	c	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
55	55	0	VI(+#2)	c	i		VI(+#2)	VI				+#2			M	1	1	-4, 0, -3	5	-4	-4
55	55	3/16	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
56	56	1/4	.Ger6	c	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
60	60	0	V(64)	c	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
60	60	3/8	V7	c	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
61	61	0	i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
62	62	0	V/iv	c	i		V/iv	V					iv		M	1	1	0, 4, 1		0	0
62	62	1/4	V7/iv	c	i		V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
63	63	0	IV64	c	i		IV64	IV			64				M	1	1	0, -1, 3		-1	0
64	64	0	iv64	c	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
65	65	0	I	c	i		I	I							M	1	1	0, 4, 1		0	0
65	65	3/8	i	c	i		i	i							m	1	1	0, -3, 1		0	0
66	66	0	V	c	i		V	V							M	1	1	1, 5, 2		1	1
67	67	0	i\\	c	i		i	i						\\	m	1	1	0, -3, 1		0	0
