mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	13	3/16	ii6		A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
14	13	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
15	14	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
16	15	0	i.v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
16	15	3/8	ii%7/v		A	i		ii%7/v	ii	%	7		v		%7	0	1	3, 2, 9, 1		3	3
17	16	0	v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
17	16	1/4	v(9b6#4)		A	i		v(9b6#4)	v			9b6#4			m	0	1	1, -2, 7	-4	1	1
17	16	3/8	v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
18	17	3/8	V7/iv		A	i		V7/iv	V		7		iv		Mm7	0	1	0, 4, 1, -2		0	0
19	18	0	iv		A	i		iv	iv						m	0	1	-1, -4, 0		-1	-1
19	18	1/4	iv6(9b6#4)		A	i		iv6(9b6#4)	iv		6	9b6#4			m	0	1	-4, 5, -1	1	-1	-4
19	18	3/8	iv6		A	i		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
20	19	0	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
20	19	3/8	ii%7/vii		A	i		ii%7/vii	ii	%	7		vii		%7	0	1	0, -1, 6, -2		0	0
21	20	0	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
21	20	1/4	vii6(9b6#4)		A	i		vii6(9b6#4)	vii		6	9b6#4			m	0	1	-5, 4, -2	0	-2	-5
21	20	3/8	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
21	20	5/8	iv6		A	i		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
22	21	0	V(64)		A	i		V(64)	V			64			M	0	1	1, 0, -3		1	1
22	21	3/8	V7(9)		A	i		V7(9)	V		7	9			Mm7	0	1	1, 5, 2, -1	-4	1	1
22	21	9/16	V7		A	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
23	22	0	i[i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
23	22	1/4	i(96#4)		A	i	i	i(96#4)	i			96#4			m	0	1	0, -3, 6	2	0	0
23	22	3/8	i\\		A	i	i	i	i					\\	m	0	1	0, -3, 1		0	0
24	23	0	.bII6		A	i	i	bII6	bII		6				M	0	1	-1, -4, -5		-5	-1
25	24	0	i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
25	24	1/4	i(96#4)		A	i	i	i(96#4)	i			96#4			m	0	1	0, -3, 6	2	0	0
25	24	3/8	i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
26	25	0	V65		A	i	i	V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
26	25	3/8	V65(9)		A	i	i	V65(9)	V		65	9			Mm7	0	1	5, 2, -1, 1	-4	1	5
26	25	9/16	V65		A	i	i	V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
27	26	0	i\\		A	i	i	i	i					\\	m	0	1	0, -3, 1		0	0
28	27	0	I.I]		A	I	i	I	I						M	0	0	0, 4, 1		0	0
28	27	1/4	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
29	28	0	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
29	28	1/4	V2/IV		A	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
30	29	0	IV6		A	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
30	29	1/4	V64/IV	I64	A	I		V64/IV	V		64		IV		M	0	0	1, 0, 4		0	1
31	30	0	V2/IV		A	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
31	30	1/4	IV6		A	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
31	30	3/8	V64/IV	I64	A	I		V64/IV	V		64		IV		M	0	0	1, 0, 4		0	1
32	31	0	ii65		A	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
32	31	1/4	V(64)		A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
32	31	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
33	32	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
33	32	3/8	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
34	33	0	V2		A	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
34	33	3/8	V(6)		A	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
35	34	0	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
35	34	3/8	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
36	35	0	V2		A	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
36	35	1/4	vii%2(6)		A	I		vii%2(6)	vii	%	2	6			%7	0	0	3, 5, 4, 1		5	3
36	35	3/8	V(6)		A	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
37	36	0	I6\\		A	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
38	37	0	iv		A	I		iv	iv						m	0	0	-1, -4, 0		-1	-1
39	38	0	i6		A	I		i6	i		6				m	0	0	-3, 1, 0		0	-3
40	39	0	iv(4)		A	I		iv(4)	iv			4			m	0	0	-1, 5, 0		-1	-1
40	39	1/8	iv		A	I		iv	iv						m	0	0	-1, -4, 0		-1	-1
41	40	0	i6		A	I		i6	i		6				m	0	0	-3, 1, 0		0	-3
42	41	0	ii%43		A	I		ii%43	ii	%	43				%7	0	0	8, 0, 2, 1		2	8
42	41	1/4	V7(b9)		A	I		V7(b9)	V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
42	41	3/8	V(b6)		A	I		V(b6)	V			b6			M	0	0	1, 5, -3		1	1
43	42	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
47	46	0	vi(4)		A	I		vi(4)	vi			4			m	0	0	3, 2, 4		3	3
47	46	1/4	vi		A	I		vi	vi						m	0	0	3, 0, 4		3	3
47	46	5/8	V7/vi		A	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
48	47	0	ii6		A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
48	47	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
49	48	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
49	48	5/8	V		A	I		V	V						M	0	0	1, 5, 2		1	1
50	49	0	I		A	I		I	I						M	0	0	0, 4, 1		0	0
51	50	0	vi(4)		A	I		vi(4)	vi			4			m	0	0	3, 2, 4		3	3
51	50	1/4	vi		A	I		vi	vi						m	0	0	3, 0, 4		3	3
52	51	0	ii6		A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
52	51	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
53	52	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
54	53	0	IV64		A	I		IV64	IV		64				M	0	0	0, -1, 3		-1	0
55	54	0	I		A	I		I	I						M	0	0	0, 4, 1		0	0
56	55	0	ii6		A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
56	55	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
57	56	0	I		A	I		I	I						M	0	0	0, 4, 1		0	0
57	56	3/8	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
58	57	0	ii6(6)		A	I		ii6(6)	ii		6	6			m	0	0	-1, 5, 2		2	-1
58	57	3/16	ii6		A	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
58	57	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
59	58	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
60	59	0	i.v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
60	59	3/8	ii%7/v		A	i		ii%7/v	ii	%	7		v		%7	0	1	3, 2, 9, 1		3	3
61	60	0	v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
61	60	1/4	v(9b6#4)		A	i		v(9b6#4)	v			9b6#4			m	0	1	1, -2, 7	-4	1	1
61	60	3/8	v6		A	i		v6	v		6				m	0	1	-2, 2, 1		1	-2
62	61	3/8	V7/iv		A	i		V7/iv	V		7		iv		Mm7	0	1	0, 4, 1, -2		0	0
63	62	0	iv		A	i		iv	iv						m	0	1	-1, -4, 0		-1	-1
63	62	1/4	iv6(9b6#4)		A	i		iv6(9b6#4)	iv		6	9b6#4			m	0	1	-4, 5, -1	1	-1	-4
63	62	3/8	iv6		A	i		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
64	63	0	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
64	63	3/8	ii%7/vii		A	i		ii%7/vii	ii	%	7		vii		%7	0	1	0, -1, 6, -2		0	0
65	64	0	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
65	64	1/4	vii6(9b6#4)		A	i		vii6(9b6#4)	vii		6	9b6#4			m	0	1	-5, 4, -2	0	-2	-5
65	64	3/8	vii6		A	i		vii6	vii		6				m	0	1	-5, -1, -2		-2	-5
65	64	5/8	iv6		A	i		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
66	65	0	V(64)		A	i		V(64)	V			64			M	0	1	1, 0, -3		1	1
66	65	3/8	V7(9)		A	i		V7(9)	V		7	9			Mm7	0	1	1, 5, 2, -1	-4	1	1
66	65	5/8	V7		A	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
67	66	0	i[i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
67	66	1/4	i(96#4)		A	i	i	i(96#4)	i			96#4			m	0	1	0, -3, 6	2	0	0
67	66	3/8	i\\		A	i	i	i	i					\\	m	0	1	0, -3, 1		0	0
68	67	0	.bII6		A	i	i	bII6	bII		6				M	0	1	-1, -4, -5		-5	-1
69	68	0	i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
69	68	1/4	i(96#4)		A	i	i	i(96#4)	i			96#4			m	0	1	0, -3, 6	2	0	0
69	68	3/8	i		A	i	i	i	i						m	0	1	0, -3, 1		0	0
70	69	0	V65		A	i	i	V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
70	69	3/8	V65(9)		A	i	i	V65(9)	V		65	9			Mm7	0	1	5, 2, -1, 1	-4	1	5
70	69	5/8	V65		A	i	i	V65	V		65				Mm7	0	1	5, 2, -1, 1		1	5
71	70	0	i\\		A	i	i	i	i					\\	m	0	1	0, -3, 1		0	0
72	71	0	I.I]		A	I	i	I	I						M	0	0	0, 4, 1		0	0
72	71	1/4	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
73	72	0	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
73	72	1/4	V2/IV		A	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
74	73	0	IV6		A	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
74	73	1/4	V64/IV	I64	A	I		V64/IV	V		64		IV		M	0	0	1, 0, 4		0	1
75	74	0	V2/IV		A	I		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
75	74	1/4	IV6		A	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
75	74	3/8	V64/IV	I64	A	I		V64/IV	V		64		IV		M	0	0	1, 0, 4		0	1
76	75	0	ii65		A	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
76	75	1/4	V(64)		A	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
76	75	3/8	V7		A	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
77	76	0	I\\		A	I		I	I					\\	M	0	0	0, 4, 1		0	0
77	76	3/8	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
78	77	0	V2		A	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
78	77	3/8	V(6)		A	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
79	78	0	I6		A	I		I6	I		6				M	0	0	4, 1, 0		0	4
79	78	3/8	I64		A	I		I64	I		64				M	0	0	1, 0, 4		0	1
80	79	0	V2		A	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
80	79	1/4	vii%2(6)		A	I		vii%2(6)	vii	%	2	6			%7	0	0	3, 5, 4, 1		5	3
80	79	3/8	V(6)		A	I		V(6)	V			6			M	0	0	1, 5, 4		1	1
81	80	0	I6\\		A	I		I6	I		6			\\	M	0	0	4, 1, 0		0	4
82	81	0	iv		A	I		iv	iv						m	0	0	-1, -4, 0		-1	-1
83	82	0	i6		A	I		i6	i		6				m	0	0	-3, 1, 0		0	-3
84	83	0	iv(4)		A	I		iv(4)	iv			4			m	0	0	-1, 5, 0		-1	-1
84	83	1/8	iv		A	I		iv	iv						m	0	0	-1, -4, 0		-1	-1
85	84	0	i6		A	I		i6	i		6				m	0	0	-3, 1, 0		0	-3
86	85	0	ii%43		A	I		ii%43	ii	%	43				%7	0	0	8, 0, 2, 1		2	8
86	85	1/4	V7(b9)		A	I		V7(b9)	V		7	b9			Mm7	0	0	1, 5, 2, -1	-4	1	1
86	85	3/8	V(b6)		A	I		V(b6)	V			b6			M	0	0	1, 5, -3		1	1
87	86	0	i\\		A	I		i	i					\\	m	0	0	0, -3, 1		0	0
