mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27	27	3/8	VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
28	28	1/8	V65/VII	b	i		V65/VII	V			65		VII		Mm7	1	1	3, 0, -3, -1		-1	3
28	28	1/4	V2/III	b	i		V2/III	V			2		III		Mm7	1	1	-4, -2, 2, -1		-2	-4
28	28	3/8	V7	b	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
29	29	0	VI[VI	b	i	VI	VI	VI							M	1	1	-4, 0, -3		-4	-4
29	29	1/4	iv6/VI	b	i	VI	iv6/VI	iv			6		VI		m	1	1	-8, -4, -5		-5	-8
29	29	3/8	V65(b9)/VI	b	i	VI	V65(b9)/VI	V			65	b9	VI		Mm7	1	1	1, -2, -5, -3	-8	-3	1
30	30	0	VI	b	i	VI	VI	VI							M	1	1	-4, 0, -3		-4	-4
30	30	1/8	V7/bII	b	i	VI	V7/bII	V			7		bII		Mm7	1	1	-4, 0, -3, -6		-4	-4
31	31	0	V(64)/bII	b	i	VI	V(64)/bII	V				64	bII		M	1	1	-4, -5, -1		-4	-4
31	31	3/8	V7/bII	b	i	VI	V7/bII	V			7		bII		Mm7	1	1	-4, 0, -3, -6		-4	-4
32	32	0	V(64)/bII	b	i	VI	V(64)/bII	V				64	bII		M	1	1	-4, -5, -1		-4	-4
32	32	3/8	.Ger6]	b	i	VI	Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
33	33	0	V(64)	b	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
33	33	3/8	V7	b	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
34	34	0	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
36	36	0	viio7/VI	b	i		viio7/VI	vii		o	7		VI		o7	1	1	1, -2, -5, -8		1	1
37	37	0	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
37	37	1/4	VI(b6)	b	i		VI(b6)	VI				b6			M	1	1	-4, 0, -8		-4	-4
37	37	3/8	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
38	38	0	viio7/VII	b	i		viio7/VII	vii		o	7		VII		o7	1	1	3, 0, -3, -6		3	3
39	39	0	VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
39	39	1/4	VII(b6)	b	i		VII(b6)	VII				b6			M	1	1	-2, 2, -6		-2	-2
39	39	3/8	VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
40	40	1/8	V65/VII	b	i		V65/VII	V			65		VII		Mm7	1	1	3, 0, -3, -1		-1	3
40	40	1/4	V2/III	b	i		V2/III	V			2		III		Mm7	1	1	-4, -2, 2, -1		-2	-4
40	40	3/8	V7	b	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
41	41	0	VI[VI	b	i	VI	VI	VI							M	1	1	-4, 0, -3		-4	-4
41	41	1/4	iv6/VI	b	i	VI	iv6/VI	iv			6		VI		m	1	1	-8, -4, -5		-5	-8
41	41	3/8	V65(b9)/VI	b	i	VI	V65(b9)/VI	V			65	b9	VI		Mm7	1	1	1, -2, -5, -3	-8	-3	1
42	42	0	VI	b	i	VI	VI	VI							M	1	1	-4, 0, -3		-4	-4
42	42	1/8	V7/bII	b	i	VI	V7/bII	V			7		bII		Mm7	1	1	-4, 0, -3, -6		-4	-4
43	43	0	V(64)/bII	b	i	VI	V(64)/bII	V				64	bII		M	1	1	-4, -5, -1		-4	-4
43	43	3/8	V7/bII	b	i	VI	V7/bII	V			7		bII		Mm7	1	1	-4, 0, -3, -6		-4	-4
44	44	0	V(64)/bII	b	i	VI	V(64)/bII	V				64	bII		M	1	1	-4, -5, -1		-4	-4
44	44	3/8	.Ger6]	b	i	VI	Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
45	45	0	V(64)	b	i		V(64)	V				64			M	1	1	1, 0, -3		1	1
45	45	3/8	V7	b	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
46	46	0	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
