mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.a.i[i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
3	3	1/2	1/2	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
4	4	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
5	5	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
5	5	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
6	6	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
7	7	0	0	3/4	1	1	V7	a	i	i	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
7	7	1/4	1/4	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
8	8	0	0	3/4	1	1	V7	a	i	i	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
8	8	1/4	1/4	3/4	1	1	i\\	a	i	i	i	i					\\	m	1	1	0, -3, 1		0	0
10	10	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
11	11	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
11	11	1/2	1/2	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
12	12	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
12	12	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
13	13	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
14	14	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
15	15	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
15	15	1/2	1/2	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
16	16	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
16	16	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
17	17	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
17	17	1/2	1/2	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
18	18	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
18	18	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
19	19	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
20	20	0	0	3/4	1	1	V7	a	i	i	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
20	20	1/4	1/4	3/4	1	1	i\\	a	i	i	i	i					\\	m	1	1	0, -3, 1		0	0
21	21	1/2	1/2	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
22	22	0	0	3/4	1	1	i	a	i	i	i	i						m	1	1	0, -3, 1		0	0
22	22	1/4	1/4	3/4	1	1	V	a	i	i	V	V						M	1	1	1, 5, 2		1	1
