mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.e.i	e	i		i	i						m	1	1	0, -3, 1		0	0
1	1	1/4	i2	e	i		i2	i		2				mm7	1	1	-2, 0, -3, 1		0	-2
2	2	0	VI	e	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
2	2	1/4	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
3	3	0	ii%65	e	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
3	3	1/4	V	e	i		V	V						M	1	1	1, 5, 2		1	1
4	4	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
4	4	1/4	V	e	i		V	V						M	1	1	1, 5, 2		1	1
5	5	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
5	5	1/4	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
6	6	0	V(4)	e	i		V(4)	V			4			M	1	1	1, 0, 2		1	1
6	6	1/4	V	e	i		V	V						M	1	1	1, 5, 2		1	1
7	7	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
7	7	1/4	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
8	8	0	V(4)	e	i		V(4)	V			4			M	1	1	1, 0, 2		1	1
8	8	1/4	V	e	i		V	V						M	1	1	1, 5, 2		1	1
9	9	0	V(64)/#vii	e	i		V(64)/#vii	V			64	#vii		M	1	1	6, 5, 2		6	6
11	11	0	iv7/#vii	e	i		iv7/#vii	iv		7		#vii		mm7	1	1	4, 1, 5, 2		4	4
11	11	1/4	V(64)/#vii	e	i		V(64)/#vii	V			64	#vii		M	1	1	6, 5, 2		6	6
11	11	3/8	V7/#vii	e	i		V7/#vii	V		7		#vii		Mm7	1	1	6, 10, 7, 4		6	6
12	12	0	#vii\\	e	i		#vii	#vii					\\	m	1	1	5, 2, 6		5	5
13	13	0	V	e	i		V	V						M	1	1	1, 5, 2		1	1
13	13	1/16	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
13	13	1/8	V(64)	e	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
13	13	3/16	V7(64)	e	i		V7(64)	V		7	64			Mm7	1	1	1, 0, -3, -1		1	1
13	13	1/4	V(4)	e	i		V(4)	V			4			M	1	1	1, 0, 2		1	1
13	13	3/8	V	e	i		V	V						M	1	1	1, 5, 2		1	1
14	14	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
14	14	1/4	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
15	15	0	V(4)	e	i		V(4)	V			4			M	1	1	1, 0, 2		1	1
15	15	1/4	V	e	i		V	V						M	1	1	1, 5, 2		1	1
16	16	0	i	e	i		i	i						m	1	1	0, -3, 1		0	0
16	16	1/4	i6	e	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
17	17	0	V	e	i		V	V						M	1	1	1, 5, 2		1	1
18	18	0	V(64)/#vii	e	i		V(64)/#vii	V			64	#vii		M	1	1	6, 5, 2		6	6
20	20	0	iv7/#vii	e	i		iv7/#vii	iv		7		#vii		mm7	1	1	4, 1, 5, 2		4	4
20	20	1/4	V(64)/#vii	e	i		V(64)/#vii	V			64	#vii		M	1	1	6, 5, 2		6	6
20	20	3/8	V7/#vii	e	i		V7/#vii	V		7		#vii		Mm7	1	1	6, 10, 7, 4		6	6
21	21	0	#vii\\	e	i		#vii	#vii					\\	m	1	1	5, 2, 6		5	5
22	22	0	I.V	e	I		V	V						M	1	0	1, 5, 2		1	1
22	22	1/16	V7	e	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
22	22	1/8	V(64)	e	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
22	22	3/16	V7(64)	e	I		V7(64)	V		7	64			Mm7	1	0	1, 0, 4, -1		1	1
22	22	1/4	V(4)	e	I		V(4)	V			4			M	1	0	1, 0, 2		1	1
22	22	3/8	V	e	I		V	V						M	1	0	1, 5, 2		1	1
23	23	0	I	e	I		I	I						M	1	0	0, 4, 1		0	0
23	23	1/4	I6	e	I		I6	I		6				M	1	0	4, 1, 0		0	4
23	23	3/8	vii%7/V	e	I		vii%7/V	vii	%	7		V		%7	1	0	6, 5, 12, 4		6	6
24	24	0	V(64)	e	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
24	24	1/8	V(94)	e	I		V(94)	V			94			M	1	0	1, 0, 2	3	1	1
24	24	1/4	V	e	I		V	V						M	1	0	1, 5, 2		1	1
24	24	3/8	#viio6(+4)/ii	e	I		#viio6(+4)/ii	#vii	o	6	+4	ii		o	1	0	4, 1, 7	-1	7	4
24	24	7/16	#viio6/ii	e	I		#viio6/ii	#vii	o	6		ii		o	1	0	4, 1, 7		7	4
25	25	0	ii	e	I		ii	ii						m	1	0	2, -1, 3		2	2
25	25	1/4	viio7	e	I		viio7	vii	o	7				o7	1	0	5, 2, -1, -4		5	5
25	25	3/8	V7	e	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
26	26	0	I	e	I		I	I						M	1	0	0, 4, 1		0	0
26	26	1/8	I(9)	e	I		I(9)	I			9			M	1	0	0, 4, 1	2	0	0
26	26	1/4	I\\	e	I		I	I					\\	M	1	0	0, 4, 1		0	0
26	26	3/8	IV6	e	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
26	26	7/16	IV	e	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
27	27	0	I6	e	I		I6	I		6				M	1	0	4, 1, 0		0	4
27	27	1/4	v64	e	I		v64	v		64				m	1	0	2, 1, -2		1	2
27	27	3/8	V6/ii	e	I		V6/ii	V		6		ii		M	1	0	7, 4, 3		3	7
28	28	0	IV6(9)/IV	e	I		IV6(9)/IV	IV		6	9	IV		M	1	0	2, -1, -2	0	-2	2
28	28	1/8	V65/IV	e	I		V65/IV	V		65		IV		Mm7	1	0	4, 1, -2, 0		0	4
28	28	1/4	IV	e	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
29	29	0	ii65	e	I		ii65	ii		65				mm7	1	0	-1, 3, 0, 2		2	-1
29	29	1/4	viio7/V	e	I		viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
30	30	0	V[V\\	e	I	V	V	V					\\	M	1	0	1, 5, 2		1	1
30	30	1/16	V43/V	e	I	V	V43/V	V		43		V		Mm7	1	0	3, 0, 2, 6		2	3
30	30	1/8	V	e	I	V	V	V						M	1	0	1, 5, 2		1	1
30	30	3/16	V6/V	e	I	V	V6/V	V		6		V		M	1	0	6, 3, 2		2	6
30	30	1/4	V]	e	I	V	V	V						M	1	0	1, 5, 2		1	1
31	31	0	I	e	I		I	I						M	1	0	0, 4, 1		0	0
31	31	1/4	I6	e	I		I6	I		6				M	1	0	4, 1, 0		0	4
31	31	3/8	vii%7/V	e	I		vii%7/V	vii	%	7		V		%7	1	0	6, 5, 12, 4		6	6
32	32	0	V(64)	e	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
32	32	1/8	V(94)	e	I		V(94)	V			94			M	1	0	1, 0, 2	3	1	1
32	32	1/4	V	e	I		V	V						M	1	0	1, 5, 2		1	1
32	32	3/8	#viio6(+4)/ii	e	I		#viio6(+4)/ii	#vii	o	6	+4	ii		o	1	0	4, 1, 7	-1	7	4
32	32	7/16	#viio6/ii	e	I		#viio6/ii	#vii	o	6		ii		o	1	0	4, 1, 7		7	4
33	33	0	ii	e	I		ii	ii						m	1	0	2, -1, 3		2	2
33	33	1/4	viio7	e	I		viio7	vii	o	7				o7	1	0	5, 2, -1, -4		5	5
33	33	3/8	V7	e	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
34	34	0	I	e	I		I	I						M	1	0	0, 4, 1		0	0
34	34	1/8	I(9)	e	I		I(9)	I			9			M	1	0	0, 4, 1	2	0	0
34	34	1/4	I\\	e	I		I	I					\\	M	1	0	0, 4, 1		0	0
34	34	3/8	IV6	e	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
34	34	7/16	IV	e	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
35	35	0	I6	e	I		I6	I		6				M	1	0	4, 1, 0		0	4
35	35	1/4	v64	e	I		v64	v		64				m	1	0	2, 1, -2		1	2
35	35	3/8	V6/ii	e	I		V6/ii	V		6		ii		M	1	0	7, 4, 3		3	7
36	36	0	IV6(9)/IV	e	I		IV6(9)/IV	IV		6	9	IV		M	1	0	2, -1, -2	0	-2	2
36	36	1/8	V65/IV	e	I		V65/IV	V		65		IV		Mm7	1	0	4, 1, -2, 0		0	4
36	36	1/4	IV	e	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
