mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	5/8	6/8	3	1	A.V		A	I		V	V							M	0	0	1, 5, 2		1	1
2	1	1/2	1/2	3.0	0	0	6/8	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
3	2	7/2	7/2	1.0	0	0	6/8	3	1	vi(4)		A	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
3	2	9/2	9/2	1.5	1/4	1/4	6/8	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
3	2	6	6	0.5	5/8	5/8	6/8	3	1	V7/vi		A	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
4	3	13/2	13/2	1.5	0	0	6/8	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	3	8	8	1.5	3/8	3/8	6/8	3	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	19/2	19/2	2.5	0	0	6/8	3	1	I\\		A	I		I	I						\\	M	0	0	0, 4, 1		0	0
5	4	12	12	0.5	5/8	5/8	6/8	3	1	V		A	I		V	V							M	0	0	1, 5, 2		1	1
6	5	25/2	25/2	3.0	0	0	6/8	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
7	6	31/2	31/2	1.0	0	0	6/8	3	1	vi(4)		A	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
7	6	33/2	33/2	2.0	1/4	1/4	6/8	3	1	vi		A	I		vi	vi							m	0	0	3, 0, 4		3	3
8	7	37/2	37/2	1.5	0	0	6/8	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	7	20	20	1.5	3/8	3/8	6/8	3	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	43/2	43/2	3.0	0	0	6/8	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
10	9	49/2	49/2	3.0	0	0	6/8	3	1	IV64		A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
11	10	55/2	55/2	3.0	0	0	6/8	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
12	11	61/2	61/2	1.5	0	0	6/8	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	11	32	32	1.5	3/8	3/8	6/8	3	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	67/2	67/2	1.5	0	0	6/8	3	1	I		A	I		I	I							M	0	0	0, 4, 1		0	0
13	12	35	35	1.5	3/8	3/8	6/8	3	1	I6		A	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	13	73/2	73/2	0.75	0	0	6/8	3	1	ii6(6)		A	I		ii6(6)	ii		6	6				m	0	0	-1, 5, 2		2	-1
14	13	149/4	149/4	0.75	3/16	3/16	6/8	3	1	ii6		A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	13	38	38	1.5	3/8	3/8	6/8	3	1	V7		A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	79/2	79/2	3.0	0	0	6/8	3	1	I\\		A	I		I	I						\\	M	0	0	0, 4, 1		0	0
16	15	85/2	85/2	1.5	0	0	6/8	3	1	i.v6		A	i		v6	v		6					m	0	1	-2, 2, 1		1	-2
16	15	44	44	1.5	3/8	3/8	6/8	3	1	ii%7/v		A	i		ii%7/v	ii	%	7		v			%7	0	1	3, 0, -3, 1		3	3
17	16	91/2	91/2	1.0	0	0	6/8	3	1	v6		A	i		v6	v		6					m	0	1	-2, 2, 1		1	-2
17	16	93/2	93/2	0.5	1/4	1/4	6/8	3	1	v(9b6#4)		A	i		v(9b6#4)	v			9b6#4				m	0	1	1, -2, 7, -10	-4	1	1
17	16	47	47	3.0	3/8	3/8	6/8	3	1	v6		A	i		v6	v		6					m	0	1	-2, 2, 1		1	-2
18	17	50	50	1.5	3/8	3/8	6/8	3	1	V7/iv		A	i		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
19	18	103/2	103/2	1.0	0	0	6/8	3	1	iv		A	i		iv	iv							m	0	1	-1, -4, 0		-1	-1
19	18	105/2	105/2	0.5	1/4	1/4	6/8	3	1	iv6(9b6#4)		A	i		iv6(9b6#4)	iv		6	9b6#4				m	0	1	-4, 5, -5, -1	1	-1	-4
19	18	53	53	1.5	3/8	3/8	6/8	3	1	iv6		A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
20	19	109/2	109/2	1.5	0	0	6/8	3	1	vii6		A	i		vii6	vii		6					m	0	1	-5, -1, -2		-2	-5
20	19	56	56	1.5	3/8	3/8	6/8	3	1	ii%7/vii		A	i		ii%7/vii	ii	%	7		vii			%7	0	1	0, -3, -6, -2		0	0
21	20	115/2	115/2	1.0	0	0	6/8	3	1	vii6		A	i		vii6	vii		6					m	0	1	-5, -1, -2		-2	-5
21	20	117/2	117/2	0.5	1/4	1/4	6/8	3	1	vii6(9b6#4)		A	i		vii6(9b6#4)	vii		6	9b6#4				m	0	1	-5, 4, -6, -2	0	-2	-5
21	20	59	59	1.0	3/8	3/8	6/8	3	1	vii6		A	i		vii6	vii		6					m	0	1	-5, -1, -2		-2	-5
21	20	60	60	0.5	5/8	5/8	6/8	3	1	iv6		A	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
22	21	121/2	121/2	1.5	0	0	6/8	3	1	V(64)		A	i		V(64)	V			64				M	0	1	1, 0, -3		1	1
22	21	62	62	0.75	3/8	3/8	6/8	3	1	V7(9)		A	i		V7(9)	V		7	9				Mm7	0	1	1, 5, 2, -1	-4	1	1
22	21	251/4	251/4	0.75	9/16	9/16	6/8	3	1	V7		A	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
23	22	127/2	127/2	1.0	0	0	6/8	3	1	i[i		A	i	i	i	i							m	0	1	0, -3, 1		0	0
