mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0.5	0	0	3/8	3	1	b.i		b	i		i	i							m	1	1	0, -3, 1		0	0
1	1	1/2	1.0	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
2	2	3/2	0.5	0	0	3/8	3	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	2	1.0	1/8	1/8	3/8	3	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3	0.5	0	0	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
3	3	7/2	0.5	1/8	1/8	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
3	3	4	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9/2	2.0	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
5	5	13/2	1.0	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
6	6	15/2	0.5	0	0	3/8	3	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	8	1.0	1/8	1/8	3/8	3	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	7	9	0.5	0	0	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
7	7	19/2	0.5	1/8	1/8	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
7	7	10	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	21/2	1.5	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	12	0.75	0	0	3/8	3	1	V(6)		b	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
9	9	51/4	0.75	3/16	3/16	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
10	10	27/2	2.0	0	0	3/8	3	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	31/2	1.0	1/8	1/8	3/8	3	1	V7/III		b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
12	12	33/2	1.5	0	0	3/8	3	1	III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	13	18	1.0	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
13	13	19	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	39/2	1.5	0	0	3/8	3	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
15	15	21	1.0	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
15	15	22	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	16	45/2	2.0	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
17	17	49/2	1.0	1/8	1/8	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
18	18	51/2	0.5	0	0	3/8	3	1	iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	26	1.0	1/8	1/8	3/8	3	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
19	19	27	0.5	0	0	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
19	19	55/2	0.5	1/8	1/8	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
19	19	28	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	57/2	1.5	0	0	3/8	3	1	i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
21	21	30	0.75	0	0	3/8	3	1	V(6)		b	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
21	21	123/4	0.75	3/16	3/16	3/8	3	1	V		b	i		V	V							M	1	1	1, 5, 2		1	1
22	22	63/2	2.0	0	0	3/8	3	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	67/2	1.0	1/8	1/8	3/8	3	1	V7/III		b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
24	24	69/2	1.5	0	0	3/8	3	1	III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	25	36	1.0	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	37	0.5	1/4	1/4	3/8	3	1	V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	75/2	1.5	0	0	3/8	3	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
27	27	39	1.0	0	0	3/8	3	1	V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
