mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	5/8	5/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
24	24	0	0	3/4	1	1	#viio65(+2)		g	i		#viio65(+2)	#vii	o	65	+2			o7	1	1	2, -1, -4, 5	0	5	2
24	24	1/8	1/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
24	24	1/4	1/4	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
24	24	3/8	3/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
24	24	1/2	1/2	3/4	1	1	#viio65(+2)		g	i		#viio65(+2)	#vii	o	65	+2			o7	1	1	2, -1, -4, 5	0	5	2
24	24	5/8	5/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
25	25	0	0	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
25	25	1/8	1/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
25	25	1/4	1/4	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
25	25	3/8	3/8	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
25	25	1/2	1/2	3/4	1	1	V(64)		g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
25	25	5/8	5/8	3/4	1	1	V7		g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
26	26	0	0	3/4	1	1	V(64)		g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
26	26	1/8	1/8	3/4	1	1	V7		g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
26	26	1/4	1/4	3/4	1	1	V(64)		g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
26	26	3/8	3/8	3/4	1	1	V7(+4)		g	i		V7(+4)	V		7	+4			Mm7	1	1	1, 5, 2, -1	0	1	1
26	26	1/2	1/2	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
26	26	5/8	5/8	3/4	1	1	V7		g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
27	27	0	0	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
27	27	1/8	1/8	3/4	1	1	V7		g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
27	27	1/4	1/4	3/4	1	1	I.I		g	I		I	I						M	1	0	0, 4, 1		0	0
27	27	3/8	3/8	3/4	1	1	V7		g	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
27	27	1/2	1/2	3/4	1	1	I\\		g	I		I	I					\\	M	1	0	0, 4, 1		0	0
28	28	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
28	28	1/8	1/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
28	28	1/4	1/4	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
28	28	3/8	3/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
28	28	1/2	1/2	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
28	28	5/8	5/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
29	29	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
29	29	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
29	29	5/8	5/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
30	30	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
30	30	1/8	1/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
30	30	1/4	1/4	3/4	1	1	IV(+2)		g	I		IV(+2)	IV			+2			M	1	0	-1, 3, 0	1	-1	-1
30	30	3/8	3/8	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
30	30	1/2	1/2	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
30	30	5/8	5/8	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
31	31	0	0	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
31	31	1/8	1/8	3/4	1	1	V6		g	I		V6	V		6				M	1	0	5, 2, 1		1	5
31	31	1/4	1/4	3/4	1	1	V64		g	I		V64	V		64				M	1	0	2, 1, 5		1	2
31	31	3/8	3/8	3/4	1	1	V2		g	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
31	31	1/2	1/2	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
31	31	5/8	5/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
32	32	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
32	32	1/8	1/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
32	32	1/4	1/4	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
32	32	3/8	3/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
32	32	1/2	1/2	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
32	32	5/8	5/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
33	33	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
33	33	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
33	33	5/8	5/8	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
34	34	0	0	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
34	34	1/8	1/8	3/4	1	1	IV		g	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
34	34	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
34	34	3/8	3/8	3/4	1	1	IV		g	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
34	34	1/2	1/2	3/4	1	1	V(64)		g	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
34	34	5/8	5/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
35	35	0	0	3/4	1	1	I\\		g	I		I	I					\\	M	1	0	0, 4, 1		0	0
35	35	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
35	35	3/8	3/8	3/4	1	1	I64		g	I		I64	I		64				M	1	0	1, 0, 4		0	1
35	35	1/2	1/2	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
35	35	5/8	5/8	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
36	36	0	0	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
36	36	1/8	1/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
36	36	1/4	1/4	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
36	36	3/8	3/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
36	36	1/2	1/2	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
36	36	5/8	5/8	3/4	1	1	V2(9)		g	I		V2(9)	V		2	9			Mm7	1	0	-1, 1, 5, 2	3	1	-1
37	37	0	0	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
37	37	1/4	1/4	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
37	37	5/8	5/8	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
38	38	0	0	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
38	38	1/8	1/8	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
38	38	1/4	1/4	3/4	1	1	IV(+2)		g	I		IV(+2)	IV			+2			M	1	0	-1, 3, 0	1	-1	-1
38	38	3/8	3/8	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
38	38	1/2	1/2	3/4	1	1	V43		g	I		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
38	38	5/8	5/8	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
39	39	0	0	3/4	1	1	V		g	I		V	V						M	1	0	1, 5, 2		1	1
39	39	3/8	3/8	3/4	1	1	V6		g	I		V6	V		6				M	1	0	5, 2, 1		1	5
39	39	1/2	1/2	3/4	1	1	V64		g	I		V64	V		64				M	1	0	2, 1, 5		1	2
39	39	5/8	5/8	3/4	1	1	V2		g	I		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
40	40	0	0	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
40	40	1/8	1/8	3/4	1	1	V7(4)/vi		g	I		V7(4)/vi	V		7	4	vi		Mm7	1	0	4, 3, 5, 2		4	4
40	40	1/4	1/4	3/4	1	1	V7(6)/vi		g	I		V7(6)/vi	V		7	6	vi		Mm7	1	0	4, 8, 0, 2		4	4
40	40	3/8	3/8	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
40	40	1/2	1/2	3/4	1	1	V7(4)/vi		g	I		V7(4)/vi	V		7	4	vi		Mm7	1	0	4, 3, 5, 2		4	4
40	40	5/8	5/8	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
41	41	0	0	3/4	1	1	#viio2/vi		g	I		#viio2/vi	#vii	o	2		vi		o7	1	0	-1, 8, 5, 2		8	-1
41	41	1/4	1/4	3/4	1	1	ii6		g	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
41	41	3/8	3/8	3/4	1	1	#viio2(+2)/vi		g	I		#viio2(+2)/vi	#vii	o	2	+2	vi		o7	1	0	-1, 8, 5, 2	3	8	-1
41	41	1/2	1/2	3/4	1	1	ii6		g	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
41	41	5/8	5/8	3/4	1	1	viio7/V		g	I		viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
42	42	0	0	3/4	1	1	V(64)		g	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
42	42	1/8	1/8	3/4	1	1	IV		g	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
42	42	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
42	42	3/8	3/8	3/4	1	1	IV6		g	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
42	42	1/2	1/2	3/4	1	1	V(64)		g	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
42	42	5/8	5/8	3/4	1	1	V7		g	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
43	43	0	0	3/4	1	1	I\\		g	I		I	I					\\	M	1	0	0, 4, 1		0	0
43	43	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
43	43	3/8	3/8	3/4	1	1	I64		g	I		I64	I		64				M	1	0	1, 0, 4		0	1
43	43	1/2	1/2	3/4	1	1	I		g	I		I	I						M	1	0	0, 4, 1		0	0
43	43	5/8	5/8	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
44	44	0	0	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
44	44	1/8	1/8	3/4	1	1	V7(4)/vi		g	I		V7(4)/vi	V		7	4	vi		Mm7	1	0	4, 3, 5, 2		4	4
44	44	1/4	1/4	3/4	1	1	V7(6)/vi		g	I		V7(6)/vi	V		7	6	vi		Mm7	1	0	4, 8, 0, 2		4	4
44	44	3/8	3/8	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
44	44	1/2	1/2	3/4	1	1	V7(4)/vi		g	I		V7(4)/vi	V		7	4	vi		Mm7	1	0	4, 3, 5, 2		4	4
44	44	5/8	5/8	3/4	1	1	V7/vi		g	I		V7/vi	V		7		vi		Mm7	1	0	4, 8, 5, 2		4	4
45	45	0	0	3/4	1	1	#viio2/vi		g	I		#viio2/vi	#vii	o	2		vi		o7	1	0	-1, 8, 5, 2		8	-1
45	45	1/4	1/4	3/4	1	1	ii6		g	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
45	45	3/8	3/8	3/4	1	1	#viio2(+2)/vi		g	I		#viio2(+2)/vi	#vii	o	2	+2	vi		o7	1	0	-1, 8, 5, 2	3	8	-1
45	45	1/2	1/2	3/4	1	1	ii6		g	I		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
45	45	5/8	5/8	3/4	1	1	viio7/V		g	I		viio7/V	vii	o	7		V		o7	1	0	6, 3, 0, -3		6	6
46	46	0	0	3/4	1	1	V(64)		g	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
46	46	1/8	1/8	3/4	1	1	IV		g	I		IV	IV						M	1	0	-1, 3, 0		-1	-1
46	46	1/4	1/4	3/4	1	1	I6		g	I		I6	I		6				M	1	0	4, 1, 0		0	4
46	46	3/8	3/8	3/4	1	1	IV6		g	I		IV6	IV		6				M	1	0	3, 0, -1		-1	3
46	46	1/2	1/2	3/4	1	1	V(64)		g	I		V(64)	V			64			M	1	0	1, 0, 4		1	1
46	46	5/8	5/8	3/4	1	1	V7		g	I		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
47	47	0	0	3/4	1	1	I[I\\		g	I	I	I	I					\\	M	1	0	0, 4, 1		0	0
47	47	3/8	3/8	3/4	1	1	viio6(2)		g	I	I	viio6(2)	vii	o	6	2			o	1	0	2, -1, 0		5	2
47	47	1/2	1/2	3/4	1	1	I		g	I	I	I	I						M	1	0	0, 4, 1		0	0
47	47	5/8	5/8	3/4	1	1	IV		g	I	I	IV	IV						M	1	0	-1, 3, 0		-1	-1
48	48	0	0	3/4	1	1	I		g	I	I	I	I						M	1	0	0, 4, 1		0	0
48	48	1/8	1/8	3/4	1	1	i.iv		g	i	I	iv	iv						m	1	1	-1, -4, 0		-1	-1
48	48	1/4	1/4	3/4	1	1	i]		g	i	I	i	i						m	1	1	0, -3, 1		0	0
48	48	3/8	3/8	3/4	1	1	V7		g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
48	48	1/2	1/2	3/4	1	1	V(64)		g	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
48	48	5/8	5/8	3/4	1	1	V		g	i		V	V						M	1	1	1, 5, 2		1	1
49	49	0	0	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
49	49	1/8	1/8	3/4	1	1	V		g	i		V	V						M	1	1	1, 5, 2		1	1
49	49	1/4	1/4	3/4	1	1	i64		g	i		i64	i		64				m	1	1	1, 0, -3		0	1
49	49	3/8	3/8	3/4	1	1	V6		g	i		V6	V		6				M	1	1	5, 2, 1		1	5
49	49	1/2	1/2	3/4	1	1	i		g	i		i	i						m	1	1	0, -3, 1		0	0
49	49	5/8	5/8	3/4	1	1	V43		g	i		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
50	50	0	0	3/4	1	1	i6		g	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
50	50	1/8	1/8	3/4	1	1	V2		g	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
50	50	1/4	1/4	3/4	1	1	i64		g	i		i64	i		64				m	1	1	1, 0, -3		0	1
