mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	0.5	0	3/8	2/4	3	1	g.i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	1/2	1/2	3.5	0	0	2/4	3	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
3	2	4	4	0.5	3/8	3/8	2/4	3	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	3	9/2	9/2	1.0	0	0	2/4	3	1	#viio2	g	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
4	3	11/2	11/2	1.0	1/4	1/4	2/4	3	1	Fr6	g	i		Fr6	Fr	V		43	b5	V			Fr	1	1	-4, 0, 2, 6		2	-4
5	4	13/2	13/2	0.5	0	0	2/4	3	1	V(4)	g	i		V(4)		V			4				M	1	1	1, 0, 2		1	1
5	4	7	7	1.5	1/8	1/8	2/4	3	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
6	5	17/2	17/2	3.5	0	0	2/4	3	1	i\\	g	i		i		i						\\	m	1	1	0, -3, 1		0	0
7	6	12	12	0.5	3/8	3/8	2/4	3	1	iv7	g	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
8	7	25/2	25/2	2.0	0	0	2/4	3	1	VI	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	8	29/2	29/2	0.5	0	0	2/4	3	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
9	8	15	15	0.5	1/8	1/8	2/4	3	1	VI	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
9	8	31/2	31/2	0.5	1/4	1/4	2/4	3	1	iio6	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
9	8	16	16	0.5	3/8	3/8	2/4	3	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
10	9	33/2	33/2	0.5	0	0	2/4	3	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
10	9	17	17	0.5	1/8	1/8	2/4	3	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
10	9	35/2	35/2	0.25	1/4	1/4	2/4	3	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	9	71/4	71/4	0.25	5/16	5/16	2/4	3	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
10	9	18	18	0.25	3/8	3/8	2/4	3	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
10	9	73/4	73/4	0.25	7/16	7/16	2/4	3	1	#viio6	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
11	10	37/2	37/2	2.0	0	0	2/4	3	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
12	11	41/2	41/2	1.0	0	0	2/4	3	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
12	11	43/2	43/2	0.5	1/4	1/4	2/4	3	1	bII64	g	i		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
12	11	22	22	0.5	3/8	3/8	2/4	3	1	iv6	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
13	12	45/2	45/2	0.5	0	0	2/4	3	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	23	23	0.5	1/8	1/8	2/4	3	1	#viio2	g	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
13	12	47/2	47/2	0.5	1/4	1/4	2/4	3	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	24	24	0.5	3/8	3/8	2/4	3	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
14	13	49/2	49/2	1.0	0	0	2/4	3	1	iii6	g	i		iii6		iii		6					m	1	1	-6, -2, -3		-3	-6
14	13	51/2	51/2	0.5	1/4	1/4	2/4	3	1	bI64	g	i		bI64		bI		64					M	1	1	-6, -7, -3		-7	-6
14	13	26	26	0.5	3/8	3/8	2/4	3	1	iii6	g	i		iii6		iii		6					m	1	1	-6, -2, -3		-3	-6
15	14	53/2	53/2	0.5	0	0	2/4	3	1	V7/VII	g	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
15	14	27	27	0.5	1/8	1/8	2/4	3	1	viio2/VII	g	i		viio2/VII		vii	o	2		VII			o7	1	1	-6, 3, 0, -3		3	-6
15	14	55/2	55/2	1.0	1/4	1/4	2/4	3	1	V/VII	g	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
