mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	0.5	0	0	3/4	3	1	E.I[I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	0.5	1/8	1/8	3/4	3	1	V		E	I	I	V		V							M	0	0	1, 5, 2		1	1
1	1	1	1	1.0	1/4	1/4	3/4	3	1	I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
1	1	2	2	0.5	1/2	1/2	3/4	3	1	V7		E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
1	1	5/2	5/2	0.5	5/8	5/8	3/4	3	1	I]		E	I	I	I		I							M	0	0	0, 4, 1		0	0
2	2	3	3	3.0	0	0	3/4	3	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
3	3	6	6	0.5	0	0	3/4	3	1	I[I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
3	3	13/2	13/2	0.5	1/8	1/8	3/4	3	1	V		E	I	I	V		V							M	0	0	1, 5, 2		1	1
3	3	7	7	1.0	1/4	1/4	3/4	3	1	I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
3	3	8	8	0.5	1/2	1/2	3/4	3	1	V7		E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	17/2	17/2	0.5	5/8	5/8	3/4	3	1	I]		E	I	I	I		I							M	0	0	0, 4, 1		0	0
4	4	9	9	0.5	0	0	3/4	3	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
4	4	19/2	19/2	0.5	1/8	1/8	3/4	3	1	vi	IV6	E	I		vi		vi							m	0	0	3, 0, 4		3	3
4	4	10	10	0.5	1/4	1/4	3/4	3	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
4	4	21/2	21/2	0.5	3/8	3/8	3/4	3	1	IV(2)		E	I		IV(2)		IV			2				M	0	0	1, 3, 0		-1	1
4	4	11	11	0.5	1/2	1/2	3/4	3	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
4	4	23/2	23/2	0.5	5/8	5/8	3/4	3	1	#viio7/vi		E	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
5	5	12	12	0.5	0	0	3/4	3	1	vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
5	5	25/2	25/2	0.5	1/8	1/8	3/4	3	1	#viio7/vi		E	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
5	5	13	13	0.5	1/4	1/4	3/4	3	1	vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
5	5	27/2	27/2	0.5	3/8	3/8	3/4	3	1	#viio7/vi		E	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
5	5	14	14	0.5	1/2	1/2	3/4	3	1	vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
5	5	29/2	29/2	0.5	5/8	5/8	3/4	3	1	#viio43/ii		E	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
6	6	15	15	0.5	0	0	3/4	3	1	ii6		E	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
6	6	31/2	31/2	0.5	1/8	1/8	3/4	3	1	V64/ii		E	I		V64/ii		V		64		ii			M	0	0	4, 3, 7		3	4
6	6	16	16	0.5	1/4	1/4	3/4	3	1	ii		E	I		ii		ii							m	0	0	2, -1, 3		2	2
6	6	33/2	33/2	0.5	3/8	3/8	3/4	3	1	ii2		E	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
6	6	17	17	0.5	1/2	1/2	3/4	3	1	viio		E	I		viio		vii	o						o	0	0	5, 2, -1		5	5
6	6	35/2	35/2	0.5	5/8	5/8	3/4	3	1	ii43		E	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
7	7	18	18	1.0	0	0	3/4	3	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	19	19	2.0	1/4	1/4	3/4	3	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
8	8	21	21	1.0	0	0	3/4	3	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	22	22	1.5	1/4	1/4	3/4	3	1	V\\		E	I		V		V						\\	M	0	0	1, 5, 2		1	1
8	8	47/2	47/2	2.5	5/8	5/8	3/4	3	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
9	9	26	26	0.5	1/2	1/2	3/4	3	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
9	9	53/2	53/2	0.5	5/8	5/8	3/4	3	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
10	10	27	27	2.5	0	0	3/4	3	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
10	10	59/2	59/2	0.5	5/8	5/8	3/4	3	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
11	11	30	30	2.0	0	0	3/4	3	1	V(4)		E	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
11	11	32	32	1.0	1/2	1/2	3/4	3	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	33	33	2.0	0	0	3/4	3	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
12	12	35	35	1.0	1/2	1/2	3/4	3	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	36	36	2.0	0	0	3/4	3	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
13	13	38	38	0.5	1/2	1/2	3/4	3	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	77/2	77/2	0.5	5/8	5/8	3/4	3	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
14	14	39	39	2.5	0	0	3/4	3	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
14	14	83/2	83/2	0.5	5/8	5/8	3/4	3	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
15	15	42	42	2.0	0	0	3/4	3	1	V(4)		E	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
15	15	44	44	1.0	1/2	1/2	3/4	3	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	45	45	3.0	0	0	3/4	3	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
