mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
53	53	3/8	3/8	3/4	1	1	v		E	I	V	v		v							m	0	0	1, -2, 2		1	1
53	53	1/2	1/2	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
53	53	5/8	5/8	3/4	1	1	.bVI6		E	I	V	bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
54	54	0	0	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
54	54	1/8	1/8	3/4	1	1	.bVI6		E	I	V	bVI6		bVI		6					M	0	0	0, -3, -4		-4	0
54	54	1/4	1/4	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
54	54	3/8	3/8	3/4	1	1	viio6/V		E	I	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
54	54	1/2	1/2	3/4	1	1	iv6		E	I	V	iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
54	54	5/8	5/8	3/4	1	1	I64		E	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
55	55	0	0	3/4	1	1	iv6		E	I	V	iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
55	55	1/8	1/8	3/4	1	1	I64		E	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
55	55	1/4	1/4	3/4	1	1	V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	3/8	3/8	3/4	1	1	#viio64/ii		E	I	V	#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
55	55	1/2	1/2	3/4	1	1	V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	5/8	5/8	3/4	1	1	#viio64/ii		E	I	V	#viio64/ii		#vii	o	64		ii			o	0	0	1, 7, 4		7	1
56	56	0	0	3/4	1	1	V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	1/8	1/8	3/4	1	1	V6/V		E	I	V	V6/V		V		6		V			M	0	0	6, 3, 2		2	6
56	56	1/4	1/4	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
56	56	3/8	3/8	3/4	1	1	V(b9)		E	I	V	V(b9)		V			b9				M	0	0	1, 5, 2	-4	1	1
56	56	1/2	1/2	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
56	56	5/8	5/8	3/4	1	1	I64		E	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
57	57	0	0	3/4	1	1	V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
57	57	1/4	1/4	3/4	1	1	V		E	I	V	V		V							M	0	0	1, 5, 2		1	1
58	58	0	0	3/4	1	1	V7		E	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	1/4	1/4	3/4	1	1	V]\\		E	I	V	V		V						\\	M	0	0	1, 5, 2		1	1
59	59	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
59	59	5/8	5/8	3/4	1	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
60	60	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
60	60	5/8	5/8	3/4	1	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
61	61	0	0	3/4	1	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	0	0	3/4	1	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
62	62	5/8	5/8	3/4	1	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
63	63	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
63	63	5/8	5/8	3/4	1	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
64	64	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
64	64	5/8	5/8	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
65	65	0	0	3/4	1	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	3/4	1	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
66	66	5/8	5/8	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	67	0	0	3/4	1	1	V2		E	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	67	5/8	5/8	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
68	68	0	0	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
69	69	0	0	3/4	1	1	I64(6)		E	I		I64(6)		I		64	6				M	0	0	3, 0, 4		0	3
69	69	1/4	1/4	3/4	1	1	IV		E	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
69	69	3/8	3/8	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
69	69	1/2	1/2	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
69	69	5/8	5/8	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
70	70	0	0	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
70	70	7/16	7/16	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
70	70	1/2	1/2	3/4	1	1	V\\		E	I		V		V						\\	M	0	0	1, 5, 2		1	1
71	71	0	0	3/4	1	1	V2		E	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	71	5/8	5/8	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
72	72	0	0	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	73	0	0	3/4	1	1	V(64)		E	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
73	73	1/2	1/2	3/4	1	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	5/8	5/8	3/4	1	1	V2		E	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
74	74	0	0	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
75	75	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
75	75	1/2	1/2	3/4	1	1	V43		E	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	2/3	2/3	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
76	76	0	0	3/4	1	1	I		E	I		I		I							M	0	0	0, 4, 1		0	0
76	76	1/4	1/4	3/4	1	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	1/2	1/2	3/4	1	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
77	77	0	0	3/4	1	1	I[I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
77	77	1/8	1/8	3/4	1	1	V		E	I	I	V		V							M	0	0	1, 5, 2		1	1
77	77	1/4	1/4	3/4	1	1	I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
77	77	1/2	1/2	3/4	1	1	V7		E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	5/8	5/8	3/4	1	1	I]		E	I	I	I		I							M	0	0	0, 4, 1		0	0
78	78	0	0	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
79	79	0	0	3/4	1	1	I[I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
79	79	1/8	1/8	3/4	1	1	V		E	I	I	V		V							M	0	0	1, 5, 2		1	1
79	79	1/4	1/4	3/4	1	1	I		E	I	I	I		I							M	0	0	0, 4, 1		0	0
79	79	1/2	1/2	3/4	1	1	V7		E	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	5/8	5/8	3/4	1	1	I]		E	I	I	I		I							M	0	0	0, 4, 1		0	0
80	80	0	0	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
80	80	1/8	1/8	3/4	1	1	vi	IV6	E	I		vi		vi							m	0	0	3, 0, 4		3	3
80	80	1/4	1/4	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
80	80	3/8	3/8	3/4	1	1	IV(2)		E	I		IV(2)		IV			2				M	0	0	1, 3, 0		-1	1
80	80	1/2	1/2	3/4	1	1	I64		E	I		I64		I		64					M	0	0	1, 0, 4		0	1
80	80	5/8	5/8	3/4	1	1	#viio7/vi		E	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
81	81	0	0	3/4	1	1	vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
81	81	1/8	1/8	3/4	1	1	#viio7/vi		E	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
81	81	1/4	1/4	3/4	1	1	vi		E	I		vi		vi							m	0	0	3, 0, 4		3	3
81	81	3/8	3/8	3/4	1	1	V		E	I		V		V							M	0	0	1, 5, 2		1	1
81	81	1/2	1/2	3/4	1	1	I6		E	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	81	5/8	5/8	3/4	1	1	V7		E	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	1/4	1/4	3/4	1	1	I\\		E	I		I		I						\\	M	0	0	0, 4, 1		0	0
