mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
21	21	83/2	0.5	3/8	3/8	2/4	1	1	0	V+64/II	dcml
22	22	42	0.5	0	0	2/4	1	1	0	II	dcml
22	22	85/2	0.5	1/8	1/8	2/4	1	1	0	III(#4)	dcml
22	22	43	0.5	1/4	1/4	2/4	1	1	0	VII6	dcml
22	22	87/2	0.5	3/8	3/8	2/4	1	1	0	vi6	dcml
23	23	44	0.5	0	0	2/4	1	1	0	.i.V64/V	dcml
23	23	89/2	0.5	1/8	1/8	2/4	1	1	0	V43	dcml
23	23	45	1.0	1/4	1/4	2/4	1	1	0	V65	dcml
24	24	46	1.0	0	0	2/4	1	1	0	VI	dcml
24	24	47	0.5	1/4	1/4	2/4	1	1	0	iv(6)	dcml
24	24	95/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
25	25	48	0.5	0	0	2/4	1	1	0	i	dcml
25	25	97/2	0.5	1/8	1/8	2/4	1	1	0	V6	dcml
25	25	49	0.5	1/4	1/4	2/4	1	1	0	i	dcml
25	25	99/2	0.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
26	26	50	0.5	0	0	2/4	1	1	0	V2/iv	dcml
26	26	101/2	0.5	1/8	1/8	2/4	1	1	0	iv	dcml
26	26	51	0.5	1/4	1/4	2/4	1	1	0	i64	dcml
26	26	103/2	0.5	3/8	3/8	2/4	1	1	0	i6	dcml
27	27	52	0.5	0	0	2/4	1	1	0	iv(6)	dcml
27	27	105/2	0.5	1/8	1/8	2/4	1	1	0	iv6(6)	dcml
27	27	53	0.5	1/4	1/4	2/4	1	1	0	V	dcml
27	27	107/2	0.5	3/8	3/8	2/4	1	1	0	V43/III	dcml
28	28	54	0.5	0	0	2/4	1	1	0	I6	dcml
28	28	109/2	0.5	1/8	1/8	2/4	1	1	0	viio64	dcml
28	28	55	0.5	1/4	1/4	2/4	1	1	0	i	dcml
28	28	111/2	0.5	3/8	3/8	2/4	1	1	0	V2/iv	dcml
29	29	56	0.5	0	0	2/4	1	1	0	iv6	dcml
29	29	113/2	0.5	1/8	1/8	2/4	1	1	0	V64/iv	dcml
29	29	57	0.5	1/4	1/4	2/4	1	1	0	iv6	dcml
29	29	115/2	0.5	3/8	3/8	2/4	1	1	0	V64/iv	dcml
30	30	58	0.5	0	0	2/4	1	1	0	iv6	dcml
30	30	117/2	0.5	1/8	1/8	2/4	1	1	0	V64(b9)/iv	dcml
30	30	59	1.0	1/4	1/4	2/4	1	1	0	iv6	dcml
31	31	60	0.5	0	0	2/4	1	1	0	iv6	dcml
31	31	121/2	0.5	1/8	1/8	2/4	1	1	0	iv(6)	dcml
31	31	61	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
31	31	123/2	0.5	3/8	3/8	2/4	1	1	0	iv6(6)	dcml
32	32	62	1.0	0	0	2/4	1	1	0	V(64)	dcml
32	32	63	1.0	1/4	1/4	2/4	1	1	0	V	dcml
33	33	64	2.0	0	0	2/4	1	1	0	V2(9)/iv	dcml
34	34	66	0.5	0	0	2/4	1	1	0	iv6	dcml
34	34	133/2	0.5	1/8	1/8	2/4	1	1	0	V64/iv	dcml
34	34	67	0.5	1/4	1/4	2/4	1	1	0	iv6	dcml
34	34	135/2	0.5	3/8	3/8	2/4	1	1	0	V64/iv	dcml
35	35	68	0.5	0	0	2/4	1	1	0	iv6	dcml
35	35	137/2	0.5	1/8	1/8	2/4	1	1	0	V64(b9)	dcml
35	35	69	0.5	1/4	1/4	2/4	1	1	0	iv6	dcml
35	35	139/2	0.5	3/8	3/8	2/4	1	1	0	V64/iv	dcml
36	36	70	2.0	0	0	2/4	1	1	0	iv6	dcml
37	37	72	1.0	0	0	2/4	1	1	0	V(64)	dcml
37	37	73	1.0	1/4	1/4	2/4	1	1	0	V	dcml
38	38	74	0.5	0	0	2/4	1	1	0	i\\	dcml
38	38	149/2	0.5	1/8	1/8	2/4	1	1	0	V43	dcml
38	38	75	0.5	1/4	1/4	2/4	1	1	0	i6	dcml
38	38	151/2	0.5	3/8	3/8	2/4	1	1	0	V6/iv	dcml
39	39	76	1.0	0	0	2/4	1	1	0	iv(4)	dcml
39	39	77	1.0	1/4	1/4	2/4	1	1	0	i	dcml
40	40	78	0.5	0	0	2/4	1	1	0	.bII	dcml
40	40	157/2	0.5	1/8	1/8	2/4	1	1	0	VI6	dcml
40	40	79	0.5	1/4	1/4	2/4	1	1	0	V6	dcml
40	40	159/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
41	41	80	0.5	0	0	2/4	1	1	0	VI	dcml
41	41	161/2	0.5	1/8	1/8	2/4	1	1	0	.bII6	dcml
41	41	81	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
41	41	163/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
42	42	82	0.5	0	0	2/4	1	1	0	ii%43	dcml
42	42	165/2	0.5	1/8	1/8	2/4	1	1	0	iv	dcml
42	42	83	0.5	1/4	1/4	2/4	1	1	0	i6	dcml
42	42	167/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
43	43	84	2.0	0	0	2/4	1	1	0	i\\	dcml
