mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	2.0	0	0	2/4	1	1	0	.a.i	dcml
2	2	2	2.0	0	0	2/4	1	1	0	iv64	dcml
3	3	4	1.5	0	0	2/4	1	1	0	i	dcml
3	3	11/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
4	4	6	5.5	0	0	2/4	1	1	0	i\\	dcml
6	6	23/2	0.5	3/8	3/8	2/4	1	1	0	iio6	dcml
7	7	12	2.0	0	0	2/4	1	1	0	V	dcml
8	8	14	1.0	0	0	2/4	1	1	0	V(6)/V	dcml
8	8	15	1.0	1/4	1/4	2/4	1	1	0	V7/V	dcml
9	9	16	2.0	0	0	2/4	1	1	0	V	dcml
10	10	18	1.0	0	0	2/4	1	1	0	V(6)/V	dcml
10	10	19	0.5	1/4	1/4	2/4	1	1	0	V/V	dcml
10	10	39/2	0.5	3/8	3/8	2/4	1	1	0	V7/V	dcml
11	11	20	2.0	0	0	2/4	1	1	0	V\\	dcml
12	12	22	3.5	0	0	2/4	1	1	0	i	dcml
13	13	51/2	0.5	3/8	3/8	2/4	1	1	0	viio/V	dcml
14	14	26	2.0	0	0	2/4	1	1	0	V	dcml
15	15	28	0.75	0	0	2/4	1	1	0	.I.I6	dcml
15	15	115/4	1.25	3/16	3/16	2/4	1	1	0	V(64)	dcml
16	16	30	1.0	0	0	2/4	1	1	0	V7	dcml
16	16	31	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
17	17	32	1.0	0	0	2/4	1	1	0	I6	dcml
17	17	33	1.0	1/4	1/4	2/4	1	1	0	V(64)	dcml
18	18	34	1.0	0	0	2/4	1	1	0	V7	dcml
18	18	35	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
19	19	36	2.0	0	0	2/4	1	1	0	V	dcml
20	20	38	0.5	0	0	2/4	1	1	0	I	dcml
20	20	77/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
20	20	39	1.0	1/4	1/4	2/4	1	1	0	V	dcml
21	21	40	1.0	0	0	2/4	1	1	0	V(64)/V	dcml
21	21	41	1.0	1/4	1/4	2/4	1	1	0	V7/V	dcml
22	22	42	2.0	0	0	2/4	1	1	0	V\\	dcml
23	23	44	1.0	0	0	2/4	1	1	0	V(64)/V	dcml
23	23	45	1.0	1/4	1/4	2/4	1	1	0	V7/V	dcml
24	24	46	2.0	0	0	2/4	1	1	0	V\\	dcml
25	25	48	1.5	0	0	2/4	1	1	0	V	dcml
25	25	99/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
26	26	50	0.5	0	0	2/4	1	1	0	I	dcml
26	26	101/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
26	26	51	1.0	1/4	1/4	2/4	1	1	0	V	dcml
27	27	52	0.75	0	0	2/4	1	1	0	I6	dcml
27	27	211/4	1.25	3/16	3/16	2/4	1	1	0	V(64)	dcml
28	28	54	1.0	0	0	2/4	1	1	0	V7	dcml
28	28	55	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
29	29	56	1.0	0	0	2/4	1	1	0	I6	dcml
29	29	57	1.0	1/4	1/4	2/4	1	1	0	V(64)	dcml
30	30	58	1.0	0	0	2/4	1	1	0	V7	dcml
30	30	59	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
31	31	60	2.0	0	0	2/4	1	1	0	V	dcml
32	32	62	0.5	0	0	2/4	1	1	0	i	dcml
32	32	125/2	0.5	1/8	1/8	2/4	1	1	0	i6	dcml
32	32	63	1.0	1/4	1/4	2/4	1	1	0	V	dcml
33	33	64	1.0	0	0	2/4	1	1	0	III	dcml
33	33	65	1.0	1/4	1/4	2/4	1	1	0	V7/III	dcml
34	34	66	2.0	0	0	2/4	1	1	0	III\\	dcml
35	35	68	1.0	0	0	2/4	1	1	0	V/III	dcml
35	35	69	1.0	1/4	1/4	2/4	1	1	0	V7/V	dcml
36	36	70	2.0	0	0	2/4	1	1	0	III\\	dcml
37	37	72	2.0	0	0	2/4	1	1	0	V	dcml
38	38	74	0.5	0	0	2/4	1	1	0	I	dcml
38	38	149/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
38	38	75	1.0	1/4	1/4	2/4	1	1	0	V	dcml
39	39	76	1.0	0	0	2/4	1	1	0	I6	dcml
39	39	77	1.0	1/4	1/4	2/4	1	1	0	V(64)	dcml
40	40	78	1.0	0	0	2/4	1	1	0	V7	dcml
40	40	79	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
41	41	80	1.0	0	0	2/4	1	1	0	I6	dcml
41	41	81	1.0	1/4	1/4	2/4	1	1	0	V(64)	dcml
42	42	82	1.0	0	0	2/4	1	1	0	V7	dcml
42	42	83	1.0	1/4	1/4	2/4	1	1	0	I\\	dcml
43	43	84	2.0	0	0	2/4	1	1	0	.i.i	dcml
44	44	86	2.0	0	0	2/4	1	1	0	iv64	dcml
45	45	88	1.0	0	0	2/4	1	1	0	i	dcml
45	45	89	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
46	46	90	2.0	0	0	2/4	1	1	0	i\\	dcml
