mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	0.0	0	0	2/4	2	2	0	.d.	
1	1	0	2.0	0	0	2/4	2	2	0	i[i	dcml
2	2	2	0.5	0	0	2/4	2	1	0	i(9)	dcml
2	2	5/2	1.0	1/8	1/8	2/4	2	1	0	i	dcml
2	2	7/2	0.375	3/8	3/8	2/4	2	2	0	viio43(4)	dcml
2	2	31/8	0.125	15/32	15/32	2/4	2	2	0	viio43	dcml
3	3	4	1.5	0	0	2/4	2	2	0	i	dcml
3	3	11/2	0.5	3/8	3/8	2/4	2	2	0	viio43	dcml
4	4	6	1.5	0	0	2/4	2	2	0	i]	dcml
4	4	15/2	0.5	3/8	3/8	2/4	2	1	0	iv	dcml
5	5	8	1.0	0	0	2/4	2	2	0	V(64)	dcml
5	5	9	1.0	1/4	1/4	2/4	2	2	0	iv6	dcml
6	6	10	1.0	0	0	2/4	2	2	0	V(64)	dcml
6	6	11	1.0	1/4	1/4	2/4	2	2	0	V	dcml
7	7	12	2.0	0	0	2/4	2	2	0	i\\	dcml
8	8	14	0.5	0	0	2/4	1	1	0	i(9)	dcml
8	8	29/2	1.5	1/8	1/8	2/4	1	1	0	i	dcml
9	9	16	2.0	0	0	2/4	1	1	0	ii%2	dcml
10	10	18	1.0	0	0	2/4	1	1	0	i	dcml
10	10	19	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
10	10	39/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
11	11	20	2.0	0	0	2/4	1	1	0	i\\	dcml
12	12	22	0.5	0	0	2/4	1	1	0	i(9)	dcml
12	12	45/2	1.5	1/8	1/8	2/4	1	1	0	i	dcml
13	13	24	2.0	0	0	2/4	1	1	0	ii%2	dcml
14	14	26	1.0	0	0	2/4	1	1	0	i	dcml
14	14	27	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
14	14	55/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
15	15	28	1.0	0	0	2/4	1	1	0	i\\	dcml
15	15	29	0.5	1/4	1/4	2/4	1	1	0	V6/III	dcml
15	15	59/2	0.5	3/8	3/8	2/4	1	1	0	V7/III	dcml
16	16	30	1.0	0	0	2/4	1	1	0	.III.I	dcml
16	16	31	0.5	1/4	1/4	2/4	1	1	0	vi	dcml
16	16	63/2	0.5	3/8	3/8	2/4	1	1	0	V43/V	dcml
17	17	32	1.0	0	0	2/4	1	1	0	V(4)	dcml
17	17	33	0.5	1/4	1/4	2/4	1	1	0	V	dcml
17	17	67/2	0.5	3/8	3/8	2/4	1	1	0	I6	dcml
18	18	34	0.5	0	0	2/4	1	1	0	V43	dcml
18	18	69/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
