mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
18	18	35	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
18	18	71/2	0.5	3/8	3/8	2/4	1	1	0	V(6)	dcml
19	19	36	1.0	0	0	2/4	1	1	0	I\\	dcml
19	19	37	0.5	1/4	1/4	2/4	1	1	0	viio6(+2)	dcml
19	19	75/2	0.5	3/8	3/8	2/4	1	1	0	V7/IV	dcml
20	20	38	1.0	0	0	2/4	1	1	0	IV	dcml
20	20	39	0.5	1/4	1/4	2/4	1	1	0	ii	dcml
20	20	79/2	0.5	3/8	3/8	2/4	1	1	0	V46	
21	21	40	1.0	0	0	2/4	1	1	0	I(4)	dcml
21	21	41	0.5	1/4	1/4	2/4	1	1	0	I	dcml
21	21	83/2	0.5	3/8	3/8	2/4	1	1	0	IV6	dcml
22	22	42	0.5	0	0	2/4	1	1	0	VI.V43	dcml
22	22	85/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
22	22	43	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
22	22	87/2	0.0	3/8	3/8	2/4	1	1	0	V	dcml
22	22	87/2	0.5	3/8	3/8	2/4	2	1	0	I	dcml
23	23	44	2.0	0	0	2/4	1	1	0	I\\	dcml
24	24	46	2.0	0	0	2/4	1	1	0	i.ii%65	dcml
25	25	48	2.0	0	0	2/4	1	1	0	i6	dcml
26	26	50	2.0	0	0	2/4	1	1	0	ii%65	dcml
27	27	52	1.5	0	0	2/4	1	1	0	i6	dcml
27	27	107/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
28	28	55	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
29	29	56	2.0	0	0	2/4	1	1	0	i\\	dcml
30	30	58	2.0	0	0	2/4	1	1	0	ii%65	dcml
31	31	60	1.5	0	0	2/4	1	1	0	i6	dcml
31	31	123/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
32	32	63	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
33	33	64	3.5	0	0	2/4	1	1	0	i[i\\	dcml
34	34	135/2	0.375	3/8	3/8	2/4	1	1	0	viio43(4)	dcml
34	34	543/8	0.125	15/32	15/32	2/4	1	1	0	viio43	dcml
35	35	68	1.0	0	0	2/4	1	1	0	i	dcml
35	35	69	0.5	1/4	1/4	2/4	1	1	0	i	dcml
35	35	139/2	0.5	3/8	3/8	2/4	1	1	0	viio43	dcml
36	36	70	1.5	0	0	2/4	1	1	0	i]	dcml
36	36	143/2	0.5	3/8	3/8	2/4	1	1	0	iv	dcml
37	37	72	1.0	0	0	2/4	1	1	0	V(64)	dcml
37	37	73	1.0	1/4	1/4	2/4	1	1	0	iv6	dcml
38	38	74	1.0	0	0	2/4	1	1	0	V(64)	dcml
38	38	75	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
39	39	76	2.0	0	0	2/4	2	1	0	i\\	dcml
40	40	78	0.5	0	0	2/4	1	1	0	i(9)	dcml
40	40	157/2	1.5	1/8	1/8	2/4	1	1	0	i	dcml
41	41	80	2.0	0	0	2/4	1	1	0	ii%2	dcml
42	42	82	0.5	0	0	2/4	1	1	0	i	dcml
42	42	165/2	1.0	1/8	1/8	2/4	1	1	0	V(64)	dcml
42	42	167/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
43	43	84	2.0	0	0	2/4	1	1	0	i\\	dcml
44	44	86	0.5	0	0	2/4	1	1	0	i(9)	dcml
44	44	173/2	1.5	1/8	1/8	2/4	1	1	0	i	dcml
45	45	88	2.0	0	0	2/4	1	1	0	ii%2	dcml
46	46	90	0.5	0	0	2/4	1	1	0	i	dcml
46	46	181/2	1.0	1/8	1/8	2/4	1	1	0	V(64)	dcml
46	46	183/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
47	47	92	1.0	0	0	2/4	1	1	0	i\\	dcml
47	47	93	0.5	1/4	1/4	2/4	1	1	0	V6/III	dcml
47	47	187/2	0.5	3/8	3/8	2/4	1	1	0	V7/III	dcml
48	48	94	1.0	0	0	2/4	1	1	0	.III.I	dcml
48	48	95	0.5	1/4	1/4	2/4	1	1	0	vi	dcml
48	48	191/2	0.5	3/8	3/8	2/4	1	1	0	V43/V	dcml
49	49	96	1.5	0	0	2/4	1	1	0	V	dcml
49	49	195/2	0.5	3/8	3/8	2/4	1	1	0	I6	dcml
50	50	98	0.5	0	0	2/4	1	1	0	V43	dcml
50	50	197/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
50	50	99	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
50	50	199/2	0.25	3/8	3/8	2/4	1	1	0	V(6)	dcml
50	50	399/4	0.25	7/16	7/16	2/4	1	1	0	V7	dcml
51	51	100	1.0	0	0	2/4	1	1	0	I	dcml
51	51	101	0.5	1/4	1/4	2/4	1	1	0	viio6(+2)	dcml
51	51	203/2	0.5	3/8	3/8	2/4	1	1	0	V7/IV	dcml
52	52	102	1.0	0	0	2/4	1	1	0	IV	dcml
52	52	103	0.5	1/4	1/4	2/4	1	1	0	ii	dcml
52	52	207/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
53	53	104	1.0	0	0	2/4	1	1	0	I(4)	dcml
53	53	105	0.5	1/4	1/4	2/4	1	1	0	I	dcml
53	53	211/2	0.5	3/8	3/8	2/4	1	1	0	IV6	dcml
54	54	106	0.5	0	0	2/4	1	1	0	VI.V43	dcml
54	54	213/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
54	54	107	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
54	54	215/2	0.0	3/8	3/8	2/4	1	1	0	V	dcml
54	54	215/2	0.5	3/8	3/8	2/4	2	1	0	V/IV	dcml
55	55	108	2.0	0	0	2/4	1	1	0	I\\	dcml
56	56	110	2.0	0	0	2/4	1	1	0	.i.ii%65	dcml
57	57	112	2.0	0	0	2/4	1	1	0	i6	dcml
58	58	114	2.0	0	0	2/4	1	1	0	ii%65	dcml
59	59	116	1.5	0	0	2/4	1	1	0	i6	dcml
59	59	235/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
60	60	119	0.5	1/4	1/4	2/4	1	1	0	V7	dcml
60	60	239/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
61	61	120	2.0	0	0	2/4	1	1	0	i\\	dcml
62	62	122	2.0	0	0	2/4	1	1	0	ii%65	dcml
63	63	124	1.5	0	0	2/4	1	1	0	i6	dcml
63	63	251/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
64	64	127	0.5	1/4	1/4	2/4	1	1	0	V7	dcml
64	64	255/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
65	65	128	2.0	0	0	2/4	1	1	0	i[\\	
66	66	130	0.5	0	0	2/4	1	1	0	i(9)	dcml
66	66	261/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
66	66	263/2	0.375	3/8	3/8	2/4	1	1	0	viio43(4)	dcml
66	66	1055/8	0.125	15/32	15/32	2/4	1	1	0	viio43	dcml
67	67	132	1.5	0	0	2/4	1	1	0	i	dcml
67	67	267/2	0.5	3/8	3/8	2/4	1	1	0	viio43	dcml
68	68	134	1.5	0	0	2/4	1	1	0	i]	dcml
68	68	271/2	0.5	3/8	3/8	2/4	1	1	0	iv	dcml
69	69	136	1.0	0	0	2/4	1	1	0	V(64)	dcml
69	69	137	1.0	1/4	1/4	2/4	1	1	0	iv6	dcml
70	70	138	1.0	0	0	2/4	1	1	0	V(64)	dcml
70	70	139	1.0	1/4	1/4	2/4	1	1	0	V	dcml
71	71	140	2.0	0	0	2/4	1	1	0	.I.I\\	dcml
72	72	142	0.5	0	0	2/4	1	1	0	I(9)	dcml
72	72	285/2	1.5	1/8	1/8	2/4	1	1	0	I	dcml
73	73	144	1.5	0	0	2/4	1	1	0	V2/V	dcml
73	73	291/2	0.5	3/8	3/8	2/4	1	1	0	#viio2/iii	dcml
74	74	146	1.0	0	0	2/4	1	1	0	I	dcml
74	74	147	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
74	74	295/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
75	75	148	2.0	0	0	2/4	1	1	0	I\\	dcml
76	76	150	0.5	0	0	2/4	1	1	0	I(9)	dcml
76	76	301/2	1.5	1/8	1/8	2/4	1	1	0	I	dcml
77	77	152	1.5	0	0	2/4	1	1	0	V2/V	dcml
77	77	307/2	0.5	3/8	3/8	2/4	1	1	0	#viio2/iii	dcml
78	78	154	1.0	0	0	2/4	1	1	0	I	dcml
78	78	155	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
78	78	311/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
79	79	156	1.0	0	0	2/4	1	1	0	I\\	dcml
79	79	157	0.5	1/4	1/4	2/4	1	1	0	ii7	dcml
79	79	315/2	0.5	3/8	3/8	2/4	1	1	0	V65/IV	dcml
80	80	158	1.5	0	0	2/4	1	1	0	IV	dcml
80	80	319/2	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
81	81	160	1.0	0	0	2/4	1	1	0	I(4)	dcml
81	81	161	0.5	1/4	1/4	2/4	1	1	0	I	dcml
81	81	323/2	0.5	3/8	3/8	2/4	1	1	0	IV6	dcml
82	82	162	0.5	0	0	2/4	1	1	0	IV.V43	dcml
82	82	325/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
82	82	163	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
82	82	327/2	0.25	3/8	3/8	2/4	1	1	0	V(6)	dcml
82	82	655/4	0.25	7/16	7/16	2/4	1	1	0	V7	dcml
83	83	164	1.0	0	0	2/4	1	1	0	I	dcml
83	83	165	0.5	1/4	1/4	2/4	1	1	0	vi	dcml
83	83	331/2	0.5	3/8	3/8	2/4	1	1	0	V43/V	dcml
84	84	166	1.0	0	0	2/4	1	1	0	I.I	dcml
84	84	167	0.5	1/4	1/4	2/4	1	1	0	vi	dcml
84	84	335/2	0.5	3/8	3/8	2/4	1	1	0	V43/V	dcml
85	85	168	1.0	0	0	2/4	1	1	0	V(4)	dcml
85	85	169	0.5	1/4	1/4	2/4	1	1	0	V	dcml
85	85	339/2	0.5	3/8	3/8	2/4	1	1	0	I6	dcml
86	86	170	0.5	0	0	2/4	1	1	0	V43	dcml
86	86	341/2	0.5	1/8	1/8	2/4	1	1	0	I6	dcml
86	86	171	1.0	1/4	1/4	2/4	1	1	0	V(4)	dcml
87	87	172	2.0	0	0	2/4	1	1	0	I\\	dcml
88	88	174	2.0	0	0	2/4	1	1	0	V2/V	dcml
89	89	176	2.0	0	0	2/4	1	1	0	I	dcml
90	90	178	2.0	0	0	2/4	1	1	0	V2/V	dcml
91	91	180	1.5	0	0	2/4	1	1	0	I	dcml
91	91	363/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
92	92	183	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
93	93	184	2.0	0	0	2/4	1	1	0	I	dcml
94	94	186	2.0	0	0	2/4	1	1	0	V2/V	dcml
95	95	188	1.5	0	0	2/4	1	1	0	I	dcml
95	95	379/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
96	96	191	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
97	97	192	0.5	0	0	2/4	1	1	0	I46	
97	97	385/2	1.0	1/8	1/8	2/4	1	1	0	I	dcml
97	97	387/2	1.5	3/8	3/8	2/4	1	1	0	.i.V(64)	dcml
98	98	195	1.0	1/4	1/4	2/4	1	1	0	V7	dcml
99	99	196	0.5	0	0	2/4	1	1	0	i46	
99	99	393/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
99	99	395/2	1.0	3/8	3/8	2/4	1	1	0	iv64	dcml
100	100	397/2	1.0	1/8	1/8	2/4	1	1	0	iv	dcml
100	100	399/2	1.5	3/8	3/8	2/4	1	1	0	V(64)	dcml
101	101	201	0.5	1/4	1/4	2/4	1	1	0	V	dcml
101	101	403/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
102	102	202	0.5	0	0	2/4	1	1	0	i	dcml
102	102	405/2	2.5	1/8	1/8	2/4	1	1	0	V(64)	dcml
103	103	205	0.5	1/4	1/4	2/4	1	1	0	V	dcml
103	103	411/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
104	104	206	0.5	0	0	2/4	1	1	0	i	dcml
104	104	413/2	1.0	1/8	1/8	2/4	1	1	0	i46	
104	104	415/2	2.5	3/8	3/8	2/4	1	1	0	i\\	dcml
