mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	0	0	15.75	0	9/16	6/8	1	1	0	.a.i	dcml
7	6	63/4	1.5	0	0	6/8	1	1	0	i	dcml
7	6	69/4	3.0	3/8	3/8	6/8	1	1	0	V	dcml
8	7	81/4	3.0	3/8	3/8	6/8	1	1	0	i	dcml
9	8	93/4	1.0	3/8	3/8	6/8	1	1	0	iv	dcml
9	8	97/4	0.5	5/8	5/8	6/8	1	1	0	V6/V	dcml
10	9	99/4	6.0	0	0	6/8	1	1	0	V\\	dcml
12	11	123/4	1.5	0	0	6/8	1	1	0	III.I[I	dcml
12	11	129/4	1.5	3/8	3/8	6/8	1	1	0	ivo6	dcml
13	12	135/4	1.5	0	0	6/8	1	1	0	I]	dcml
13	12	141/4	1.5	3/8	3/8	6/8	1	1	0	V(64)	dcml
14	13	147/4	1.5	0	0	6/8	1	1	0	v.iv7	dcml
14	13	153/4	1.0	3/8	3/8	6/8	1	1	0	V(64)	dcml
14	13	157/4	0.5	5/8	5/8	6/8	1	1	0	V7	dcml
15	14	159/4	3.0	0	0	6/8	1	1	0	i	dcml
16	15	171/4	1.5	0	0	6/8	1	1	0	VII.viio6	dcml
16	15	177/4	1.5	3/8	3/8	6/8	1	1	0	I6	dcml
17	16	183/4	1.5	0	0	6/8	1	1	0	viio6	dcml
17	16	189/4	1.5	3/8	3/8	6/8	1	1	0	I6	dcml
18	17	195/4	1.5	0	0	6/8	1	1	0	i.#viio6	dcml
18	17	201/4	1.5	3/8	3/8	6/8	1	1	0	i6	dcml
19	18	207/4	1.5	0	0	6/8	1	1	0	#viio6	dcml
19	18	213/4	1.5	3/8	3/8	6/8	1	1	0	i6	dcml
20	19	219/4	1.5	0	0	6/8	1	1	0	iv.V65	dcml
20	19	225/4	1.5	3/8	3/8	6/8	1	1	0	i	dcml
21	20	231/4	1.5	0	0	6/8	1	1	0	V65/iv	dcml
21	20	237/4	1.5	3/8	3/8	6/8	1	1	0	iv	dcml
22	21	243/4	1.5	0	0	6/8	1	1	0	i6	dcml
22	21	249/4	1.5	3/8	3/8	6/8	1	1	0	iv7	dcml
23	22	255/4	1.0	0	0	6/8	1	1	0	V(64)	dcml
23	22	259/4	0.5	1/4	1/4	6/8	1	1	0	V7	dcml
23	22	261/4	1.0	3/8	3/8	6/8	1	1	0	i\\	dcml
23	22	265/4	6.5	5/8	5/8	6/8	1	1	0	i.V	dcml
26	25	291/4	1.5	0	0	6/8	1	1	0	i	dcml
26	25	297/4	3.0	3/8	3/8	6/8	1	1	0	V	dcml
27	26	309/4	3.0	3/8	3/8	6/8	1	1	0	i	dcml
28	27	321/4	1.0	3/8	3/8	6/8	1	1	0	iv	dcml
28	27	325/4	0.5	5/8	5/8	6/8	1	1	0	V6/V	dcml
29	28	327/4	6.0	0	0	6/8	1	1	0	V\\	dcml
31	30	351/4	1.5	0	0	6/8	1	1	0	VI.V(64)	dcml
31	30	357/4	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
32	31	363/4	1.5	0	0	6/8	1	1	0	I\\	dcml
32	31	369/4	1.5	3/8	3/8	6/8	1	1	0	i.Ger6	dcml
33	32	375/4	1.5	0	0	6/8	1	1	0	I6	dcml
33	32	381/4	1.5	3/8	3/8	6/8	1	1	0	IV	dcml
34	33	387/4	1.0	0	0	6/8	1	1	0	V(64)	dcml
34	33	391/4	0.5	1/4	1/4	6/8	1	1	0	V7	dcml
34	33	393/4	1.0	3/8	3/8	6/8	1	1	0	I\\	dcml
34	33	397/4	3.5	5/8	5/8	6/8	1	1	0	i	dcml
36	35	411/4	1.5	0	0	6/8	1	1	0	#viio2	dcml
36	35	417/4	1.5	3/8	3/8	6/8	1	1	0	i	dcml
37	36	423/4	1.5	0	0	6/8	1	1	0	#viio2	dcml
37	36	429/4	3.0	3/8	3/8	6/8	1	1	0	i	dcml
38	37	441/4	1.0	3/8	3/8	6/8	1	1	0	iv	dcml
38	37	445/4	0.5	5/8	5/8	6/8	1	1	0	V6/V	dcml
39	38	447/4	6.0	0	0	6/8	1	1	0	V\\	dcml
41	40	471/4	1.5	0	0	6/8	1	1	0	VI.V(64)	dcml
41	40	477/4	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
42	41	483/4	1.5	0	0	6/8	1	1	0	I\\	dcml
42	41	489/4	1.5	3/8	3/8	6/8	1	1	0	vii.#viio65/V	dcml
43	42	495/4	1.5	0	0	6/8	1	1	0	V(64)	dcml
43	42	501/4	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
44	43	507/4	1.5	0	0	6/8	1	1	0	i	dcml
44	43	513/4	1.5	3/8	3/8	6/8	1	1	0	i.Ger6	dcml
45	44	519/4	1.5	0	0	6/8	1	1	0	I6	dcml
45	44	525/4	1.5	3/8	3/8	6/8	1	1	0	IV	dcml
46	45	531/4	1.5	0	0	6/8	1	1	0	V(64)	dcml
46	45	537/4	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
47	46	543/4	3.0	0	0	6/8	1	1	0	I\\	dcml
48	47	555/4	15.0	0	0	6/8	2	1	0	i\\	dcml
