mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
21	20	59	1.0	3/8	3/8	6/8	1	1	0	vii6	dcml
21	20	60	0.5	5/8	5/8	6/8	1	1	0	iv6	dcml
22	21	121/2	1.5	0	0	6/8	1	1	0	i64	dcml
22	21	62	1.5	3/8	3/8	6/8	1	1	0	V7(9)	dcml
23	22	127/2	1.0	0	0	6/8	1	1	0	i\\	dcml
23	22	129/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
23	22	65	1.5	3/8	3/8	6/8	1	1	0	i	dcml
24	23	133/2	3.0	0	0	6/8	1	1	0	.bII6	dcml
25	24	139/2	1.0	0	0	6/8	1	1	0	i	dcml
25	24	141/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
25	24	71	1.5	3/8	3/8	6/8	1	1	0	i	dcml
26	25	145/2	1.5	0	0	6/8	1	1	0	V65	dcml
26	25	74	0.75	3/8	3/8	6/8	1	1	0	V65(9)	dcml
26	25	299/4	0.75	9/16	9/16	6/8	1	1	0	V65	dcml
27	26	151/2	3.0	0	0	6/8	1	1	0	i\\	dcml
28	27	157/2	1.0	0	0	6/8	1	1	0	.I.I	dcml
28	27	159/2	1.0	1/4	1/4	6/8	1	1	0	I6	dcml
28	27	161/2	1.0	1/2	1/2	6/8	1	1	0	I64	dcml
29	28	163/2	1.0	0	0	6/8	1	1	0	V2/IV	dcml
29	28	165/2	1.0	1/4	1/4	6/8	1	1	0	IV6	dcml
29	28	167/2	1.0	1/2	1/2	6/8	1	1	0	V64/IV	dcml
30	29	169/2	1.0	0	0	6/8	1	1	0	V2/IV	dcml
30	29	171/2	0.5	1/4	1/4	6/8	1	1	0	IV6	dcml
30	29	86	0.5	3/8	3/8	6/8	1	1	0	V64/IV	dcml
30	29	173/2	1.0	1/2	1/2	6/8	1	1	0	IV(6)	dcml
31	30	175/2	0.5	0	0	6/8	1	1	0	V(64)	dcml
31	30	88	0.5	1/8	1/8	6/8	1	1	0	V	dcml
31	30	177/2	2.0	1/4	1/4	6/8	1	1	0	I\\	dcml
32	31	181/2	2.0	0	0	6/8	1	1	0	V2	dcml
32	31	185/2	1.5	1/2	1/2	6/8	1	1	0	I6	dcml
33	32	94	0.5	1/8	1/8	6/8	1	1	0	I64	dcml
33	32	189/2	2.0	1/4	1/4	6/8	1	1	0	V2	dcml
34	33	193/2	2.0	0	0	6/8	1	1	0	I6\\	dcml
34	33	197/2	2.0	1/2	1/2	6/8	1	1	0	iv	dcml
35	34	201/2	2.0	1/4	1/4	6/8	1	1	0	i6	dcml
36	35	205/2	0.5	0	0	6/8	1	1	0	iv(9)	dcml
36	35	103	1.5	1/8	1/8	6/8	1	1	0	iv	dcml
36	35	209/2	3.0	1/2	1/2	6/8	1	1	0	i6	dcml
37	36	215/2	1.0	1/2	1/2	6/8	1	1	0	V7(9)	dcml
38	37	217/2	10.0	0	0	6/8	1	1	0	I\\	dcml
41	40	237/2	1.0	1/4	1/4	6/8	1	1	0	vi(4)	dcml
41	40	239/2	1.5	1/2	1/2	6/8	1	1	0	vi	dcml
42	41	121	0.5	1/8	1/8	6/8	1	1	0	V7/vi	dcml
42	41	243/2	1.5	1/4	1/4	6/8	1	1	0	ii6	dcml
42	41	123	1.5	5/8	5/8	6/8	1	1	0	V65(9)	dcml
43	42	249/2	3.0	1/4	1/4	6/8	1	1	0	I\\	dcml
44	43	255/2	3.0	1/4	1/4	6/8	1	1	0	I	dcml
45	44	261/2	3.0	1/4	1/4	6/8	1	1	0	vi	dcml
46	45	267/2	3.0	1/4	1/4	6/8	1	1	0	V2	dcml
47	46	273/2	3.0	1/4	1/4	6/8	1	1	0	I\\	dcml
48	47	279/2	3.0	1/4	1/4	6/8	1	1	0	IV64	dcml
49	48	285/2	3.0	1/4	1/4	6/8	1	1	0	I	dcml
50	49	291/2	1.5	1/4	1/4	6/8	1	1	0	ii6	dcml
50	49	147	1.5	5/8	5/8	6/8	1	1	0	V7(9)	dcml
51	50	297/2	3.0	1/4	1/4	6/8	1	1	0	I	dcml
52	51	303/2	0.75	1/4	1/4	6/8	1	1	0	ii6(6)	dcml
52	51	609/4	0.75	7/16	7/16	6/8	1	1	0	ii6	dcml
52	51	153	1.5	5/8	5/8	6/8	1	1	0	V7	dcml
53	52	309/2	3.0	1/4	1/4	6/8	1	1	0	I\\	dcml
54	53	315/2	1.5	1/4	1/4	6/8	1	1	0	.i.v6	dcml
54	53	159	1.5	5/8	5/8	6/8	1	1	0	IV6(96)	dcml
55	54	321/2	1.0	1/4	1/4	6/8	1	1	0	v6	dcml
55	54	323/2	0.5	1/2	1/2	6/8	1	1	0	v(9b6#4)	dcml
55	54	162	1.5	5/8	5/8	6/8	1	1	0	v6	dcml
56	55	327/2	1.5	1/4	1/4	6/8	1	1	0	v6	dcml
56	55	165	1.5	5/8	5/8	6/8	1	1	0	V7/iv	dcml
57	56	333/2	1.0	1/4	1/4	6/8	1	1	0	iv	dcml
57	56	335/2	0.5	1/2	1/2	6/8	1	1	0	iv(9b6#4)	dcml
57	56	168	1.5	5/8	5/8	6/8	1	1	0	iv6	dcml
58	57	339/2	3.0	1/4	1/4	6/8	1	1	0	vii6	dcml
59	58	345/2	1.0	1/4	1/4	6/8	1	1	0	vii6	dcml
59	58	347/2	0.5	1/2	1/2	6/8	1	1	0	vii(9b6#4)	dcml
59	58	174	1.0	5/8	5/8	6/8	1	1	0	vii6	dcml
60	59	175	0.5	1/8	1/8	6/8	1	1	0	iv6	dcml
60	59	351/2	1.5	1/4	1/4	6/8	1	1	0	V(64)	dcml
60	59	177	1.0	5/8	5/8	6/8	1	1	0	V7(b9)	dcml
61	60	178	0.5	1/8	1/8	6/8	1	1	0	V7	dcml
61	60	357/2	1.0	1/4	1/4	6/8	1	1	0	i\\	dcml
61	60	359/2	0.5	1/2	1/2	6/8	1	1	0	i(96#4)	dcml
61	60	180	1.5	5/8	5/8	6/8	1	1	0	i	dcml
62	61	363/2	3.0	1/4	1/4	6/8	1	1	0	.bII6	dcml
63	62	369/2	3.0	1/4	1/4	6/8	1	1	0	i	dcml
64	63	375/2	1.5	1/4	1/4	6/8	1	1	0	V65	dcml
64	63	189	1.0	5/8	5/8	6/8	1	1	0	V65(b9)	dcml
65	64	190	0.5	1/8	1/8	6/8	1	1	0	V65	dcml
65	64	381/2	3.0	1/4	1/4	6/8	1	1	0	i\\	dcml
66	65	387/2	1.0	1/4	1/4	6/8	1	1	0	I	dcml
66	65	389/2	1.0	1/2	1/2	6/8	1	1	0	I6	dcml
67	66	391/2	1.0	0	0	6/8	1	1	0	I64	dcml
67	66	393/2	1.0	1/4	1/4	6/8	1	1	0	V2/IV	dcml
67	66	395/2	1.0	1/2	1/2	6/8	1	1	0	IV6	dcml
68	67	397/2	1.0	0	0	6/8	1	1	0	V64/IV	dcml
68	67	399/2	1.0	1/4	1/4	6/8	1	1	0	V2/IV	dcml
68	67	401/2	0.5	1/2	1/2	6/8	1	1	0	IV6	dcml
68	67	201	0.5	5/8	5/8	6/8	1	1	0	I64	dcml
69	68	403/2	1.0	0	0	6/8	1	1	0	IV(6)	dcml
69	68	405/2	0.5	1/4	1/4	6/8	1	1	0	V(64)	dcml
69	68	203	0.5	3/8	3/8	6/8	1	1	0	V	dcml
69	68	407/2	2.0	1/2	1/2	6/8	1	1	0	I\\	dcml
70	69	411/2	0.25	1/4	1/4	6/8	1	1	0	V2(6)	dcml
70	69	823/4	1.25	5/16	5/16	6/8	1	1	0	V2	dcml
70	69	207	0.5	5/8	5/8	6/8	1	1	0	V(6)	dcml
71	70	415/2	1.5	0	0	6/8	1	1	0	I6	dcml
71	70	209	0.5	3/8	3/8	6/8	1	1	0	I64	dcml
71	70	419/2	1.5	1/2	1/2	6/8	1	1	0	V2	dcml
72	71	211	0.5	1/8	1/8	6/8	1	1	0	V(6)	dcml
72	71	423/2	2.0	1/4	1/4	6/8	1	1	0	I6	dcml
73	72	427/2	2.0	0	0	6/8	1	1	0	iv	dcml
73	72	431/2	2.0	1/2	1/2	6/8	1	1	0	i6	dcml
74	73	435/2	0.5	1/4	1/4	6/8	1	1	0	iv(9)	dcml
74	73	218	1.5	3/8	3/8	6/8	1	1	0	iv	dcml
75	74	439/2	2.0	0	0	6/8	1	1	0	i6	dcml
75	74	443/2	1.0	1/2	1/2	6/8	1	1	0	ii%43	dcml
76	75	445/2	0.5	0	0	6/8	1	1	0	V7(b9)	dcml
76	75	223	0.5	1/8	1/8	6/8	1	1	0	V	dcml
76	75	447/2	8.0	1/4	1/4	6/8	1	1	0	i\\	dcml
