mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
31	31	91	1.0	1/4	1/4	3/4	1	1	0	V(94)	dcml
31	31	92	1.0	1/2	1/2	3/4	1	1	0	V7	dcml
32	32	93	3.0	0	0	3/4	1	1	0	i\\	dcml
33	33	96	6.0	0	0	3/4	1	1	0	i	dcml
35	35	102	1.0	0	0	3/4	1	1	0	V(4)	dcml
35	35	103	1.0	1/4	1/4	3/4	1	1	0	V(94)	dcml
35	35	104	1.0	1/2	1/2	3/4	1	1	0	V7	dcml
36	36	105	3.0	0	0	3/4	1	1	0	i\\	dcml
37	37	108	3.0	0	0	3/4	1	1	0	.I.V7	dcml
38	38	111	3.0	0	0	3/4	1	1	0	I64	dcml
39	39	114	1.5	0	0	3/4	1	1	0	I64(6)	dcml
39	39	231/2	0.5	3/8	3/8	3/4	1	1	0	I6	dcml
39	39	116	0.5	1/2	1/2	3/4	1	1	0	I	dcml
39	39	233/2	0.5	5/8	5/8	3/4	1	1	0	I6	dcml
40	40	117	6.0	0	0	3/4	1	1	0	V	dcml
42	42	123	3.0	0	0	3/4	1	1	0	I64	dcml
43	43	126	2.75	0	0	3/4	1	1	0	I	dcml
43	43	515/4	0.25	11/16	11/16	3/4	1	1	0	V	dcml
44	44	129	1.75	0	0	3/4	1	1	0	I	dcml
44	44	523/4	0.25	7/16	7/16	3/4	1	1	0	V7	dcml
44	44	131	1.0	1/2	1/2	3/4	1	1	0	I\\	dcml
45	45	132	3.0	0	0	3/4	1	1	0	.bVI.I	dcml
46	46	135	3.0	0	0	3/4	1	1	0	V7	dcml
47	47	138	3.0	0	0	3/4	1	1	0	I	dcml
48	48	141	3.0	0	0	3/4	1	1	0	V7	dcml
49	49	144	3.0	0	0	3/4	1	1	0	I	dcml
50	50	147	6.0	0	0	3/4	1	1	0	V/IV	dcml
52	52	153	3.0	0	0	3/4	1	1	0	IV64	dcml
53	53	156	3.0	0	0	3/4	1	1	0	V6	dcml
54	54	159	15.0	0	0	3/4	1	1	0	.I.V	dcml
59	59	174	6.0	0	0	3/4	1	1	0	I	dcml
61	61	180	3.0	0	0	3/4	1	1	0	V7	dcml
62	62	183	9.0	0	0	3/4	1	1	0	I\\	dcml
65	65	192	3.0	0	0	3/4	1	1	0	V7	dcml
66	66	195	3.0	0	0	3/4	1	1	0	I\\	dcml
67	67	198	3.0	0	0	3/4	1	1	0	V2	dcml
68	68	201	3.0	0	0	3/4	1	1	0	I6	dcml
69	69	204	1.5	0	0	3/4	1	1	0	I64(6)	dcml
69	69	411/2	0.5	3/8	3/8	3/4	1	1	0	I6	dcml
69	69	206	0.5	1/2	1/2	3/4	1	1	0	I	dcml
69	69	413/2	0.5	5/8	5/8	3/4	1	1	0	I6	dcml
70	70	207	3.0	0	0	3/4	1	1	0	V	dcml
71	71	210	3.0	0	0	3/4	1	1	0	V2	dcml
72	72	213	3.0	0	0	3/4	1	1	0	I6	dcml
73	73	216	2.5	0	0	3/4	1	1	0	V(64)	dcml
73	73	437/2	0.5	5/8	5/8	3/4	1	1	0	V2	dcml
74	74	219	3.0	0	0	3/4	1	1	0	I6	dcml
75	75	222	2.666666666666657	0	0	3/4	1	1	0	I	dcml
75	75	674/3	0.3333333333333428	2/3	2/3	3/4	1	1	0	V	dcml
76	76	225	6.0	0	0	3/4	1	1	0	I\\	dcml
78	78	231	3.0	0	0	3/4	1	1	0	V	dcml
79	79	234	3.0	0	0	3/4	1	1	0	I	dcml
80	80	237	3.0	0	0	3/4	1	1	0	V	dcml
81	81	240	0.5	0	0	3/4	1	1	0	vi	dcml
81	81	481/2	0.5	1/8	1/8	3/4	1	1	0	iio64	dcml
81	81	241	0.5	1/4	1/4	3/4	1	1	0	vi	dcml
81	81	483/2	0.5	3/8	3/8	3/4	1	1	0	V	dcml
81	81	242	0.5	1/2	1/2	3/4	1	1	0	V(64)	dcml
81	81	485/2	1.5	5/8	5/8	3/4	1	1	0	V7	dcml
82	82	244	5.0	1/4	1/4	3/4	1	1	0	I\\	dcml
