mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
43	42	166	0.5	1/4	1/4	2/2	1	1	0	V(64)	dcml
43	42	333/2	1.5	3/8	3/8	2/2	1	1	0	V	dcml
43	42	168	1.0	3/4	3/4	2/2	1	1	0	V+6	dcml
44	43	169	1.0	0	0	2/2	1	1	0	I	dcml
44	43	170	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
44	43	341/2	1.5	3/8	3/8	2/2	1	1	0	I64	dcml
44	43	172	1.0	3/4	3/4	2/2	1	1	0	I6	dcml
45	44	173	1.5	0	0	2/2	1	1	0	#viio2/ii	dcml
45	44	349/2	2.0	3/8	3/8	2/2	1	1	0	#viio43/ii	dcml
45	44	353/2	0.5	7/8	7/8	2/2	1	1	0	#viio2/ii	dcml
46	45	177	4.0	0	0	2/2	1	1	0	.bII.V(64)	dcml
47	46	181	4.0	0	0	2/2	1	1	0	V7	dcml
48	47	185	3.0	0	0	2/2	1	1	0	V(64)	dcml
48	47	188	1.0	3/4	3/4	2/2	1	1	0	i.Ger6	dcml
49	48	189	1.0	0	0	2/2	1	1	0	V(64)	dcml
49	48	190	0.5	1/4	1/4	2/2	1	1	0	iv(7)	dcml
49	48	381/2	0.5	3/8	3/8	2/2	1	1	0	iv	dcml
49	48	191	1.0	1/2	1/2	2/2	1	1	0	V(64)	dcml
49	48	192	1.0	3/4	3/4	2/2	1	1	0	V	dcml
50	49	193	3.0	0	0	2/2	1	1	0	i\\	dcml
50	49	196	1.0	3/4	3/4	2/2	2	1	0	V	dcml
51	50	197	3.0	0	0	2/2	2	1	0	i	dcml
51	50	200	1.0	3/4	3/4	2/2	2	1	0	V	dcml
52	51	201	3.0	0	0	2/2	2	1	0	i	dcml
52	51	204	2.0	3/4	3/4	2/2	1	1	0	VI	dcml
53	52	206	1.0	1/4	1/4	2/2	1	1	0	V64(+2)/iv	dcml
53	52	207	1.0	1/2	1/2	2/2	1	1	0	iv	dcml
53	52	208	1.0	3/4	3/4	2/2	1	1	0	iv%2	dcml
54	53	209	1.0	0	0	2/2	1	1	0	V65/III	dcml
54	53	210	2.0	1/4	1/4	2/2	1	1	0	III46	
54	53	212	0.5	3/4	3/4	2/2	1	1	0	III(94)	dcml
54	53	425/2	0.5	7/8	7/8	2/2	1	1	0	III	dcml
55	54	213	2.0	0	0	2/2	1	1	0	iv	dcml
55	54	215	2.0	1/2	1/2	2/2	1	1	0	V	dcml
56	55	217	4.0	0	0	2/2	1	1	0	i\\	dcml
