mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	0	0	1.0	0	3/4	2/2	1	1	0	.f.V	dcml
2	1	1	3.0	0	0	2/2	1	1	0	i	dcml
2	1	4	1.0	3/4	3/4	2/2	1	1	0	V	dcml
3	2	5	3.0	0	0	2/2	1	1	0	i	dcml
3	2	8	1.0	3/4	3/4	2/2	1	1	0	V	dcml
4	3	9	3.0	0	0	2/2	1	1	0	i	dcml
4	3	12	2.0	3/4	3/4	2/2	1	1	0	VI	dcml
5	4	14	1.0	1/4	1/4	2/2	1	1	0	V64(+2)/iv	dcml
5	4	15	1.0	1/2	1/2	2/2	1	1	0	iv	dcml
5	4	16	1.0	3/4	3/4	2/2	1	1	0	iv%2	dcml
6	5	17	1.0	0	0	2/2	1	1	0	V65/III	dcml
6	5	18	2.0	1/4	1/4	2/2	1	1	0	III46	
6	5	20	0.5	3/4	3/4	2/2	1	1	0	III(94)	dcml
6	5	41/2	0.5	7/8	7/8	2/2	1	1	0	III	dcml
7	6	21	3.0	0	0	2/2	1	1	0	iv	dcml
7	6	24	1.0	3/4	3/4	2/2	1	1	0	V/V	dcml
8	7	25	3.0	0	0	2/2	1	1	0	V\\	dcml
8	7	28	1.0	3/4	3/4	2/2	1	1	0	V	dcml
9	8	29	3.0	0	0	2/2	1	1	0	i	dcml
9	8	32	1.0	3/4	3/4	2/2	1	1	0	V	dcml
10	9	33	3.0	0	0	2/2	1	1	0	i	dcml
10	9	36	1.0	3/4	3/4	2/2	1	1	0	V	dcml
11	10	37	3.0	0	0	2/2	1	1	0	i	dcml
11	10	40	1.0	3/4	3/4	2/2	1	1	0	V	dcml
12	11	41	4.0	0	0	2/2	1	1	0	i\\	dcml
13	12	45	1.0	0	0	2/2	1	1	0	VI	dcml
13	12	46	1.0	1/4	1/4	2/2	1	1	0	V64(+2)/iv	dcml
13	12	47	1.0	1/2	1/2	2/2	1	1	0	iv	dcml
13	12	48	1.0	3/4	3/4	2/2	1	1	0	iv%2	dcml
14	13	49	1.0	0	0	2/2	1	1	0	III.V64	dcml
14	13	50	0.5	1/4	1/4	2/2	1	1	0	V(64)	dcml
14	13	101/2	1.5	3/8	3/8	2/2	1	1	0	V	dcml
14	13	52	1.0	3/4	3/4	2/2	1	1	0	V6	dcml
15	14	53	1.0	0	0	2/2	1	1	0	I	dcml
15	14	54	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
15	14	109/2	1.5	3/8	3/8	2/2	1	1	0	I64	dcml
15	14	56	1.0	3/4	3/4	2/2	1	1	0	V65	dcml
16	15	57	1.0	0	0	2/2	1	1	0	I	dcml
16	15	58	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
16	15	117/2	1.5	3/8	3/8	2/2	1	1	0	I64	dcml
16	15	60	1.0	3/4	3/4	2/2	1	1	0	V65	dcml
17	16	61	0.5	0	0	2/2	1	1	0	I(6)	dcml
17	16	123/2	0.5	1/8	1/8	2/2	1	1	0	I	dcml
17	16	62	0.5	1/4	1/4	2/2	1	1	0	V7	dcml
17	16	125/2	1.5	3/8	3/8	2/2	1	1	0	V(64)	dcml
17	16	64	1.0	3/4	3/4	2/2	1	1	0	V	dcml
18	17	65	1.0	0	0	2/2	1	1	0	I\\	dcml
18	17	66	3.0	1/4	1/4	2/2	1	1	0	V7	dcml
19	18	69	1.0	0	0	2/2	1	1	0	I	dcml
19	18	70	3.0	1/4	1/4	2/2	1	1	0	V7	dcml
20	19	73	4.0	0	0	2/2	1	1	0	I	dcml
21	20	77	2.0	0	0	2/2	1	1	0	i.V6	dcml
21	20	79	1.0	1/2	1/2	2/2	1	1	0	i	dcml
21	20	80	1.0	3/4	3/4	2/2	1	1	0	iv6	dcml
22	21	81	3.0	0	0	2/2	1	1	0	V\\	dcml
22	21	84	1.0	3/4	3/4	2/2	1	1	0	iv6	dcml
23	22	85	2.0	0	0	2/2	1	1	0	V	dcml
23	22	87	2.0	1/2	1/2	2/2	1	1	0	It6	dcml
24	23	89	2.0	0	0	2/2	1	1	0	V	dcml
24	23	91	2.0	1/2	1/2	2/2	1	1	0	viio7/V	dcml
25	24	93	4.0	0	0	2/2	1	1	0	V\\	dcml
26	25	97	2.0	0	0	2/2	1	1	0	III.V	dcml
26	25	99	2.0	1/2	1/2	2/2	1	1	0	iv6	dcml
27	26	101	2.0	0	0	2/2	1	1	0	V	dcml
27	26	103	2.0	1/2	1/2	2/2	1	1	0	It6	dcml
28	27	105	2.0	0	0	2/2	1	1	0	V	dcml
28	27	107	2.0	1/2	1/2	2/2	1	1	0	viio7/V	dcml
29	28	109	4.0	0	0	2/2	1	1	0	V\\	dcml
30	29	113	3.0	0	0	2/2	1	1	0	V(64)	dcml
30	29	116	1.0	3/4	3/4	2/2	1	1	0	V(#6#4)	dcml
31	30	117	1.0	0	0	2/2	1	1	0	V65	dcml
31	30	118	0.5	1/4	1/4	2/2	1	1	0	V(64)	dcml
31	30	237/2	1.5	3/8	3/8	2/2	1	1	0	V	dcml
31	30	120	1.0	3/4	3/4	2/2	1	1	0	V+6	dcml
32	31	121	1.0	0	0	2/2	1	1	0	I	dcml
32	31	122	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
32	31	245/2	2.5	3/8	3/8	2/2	1	1	0	I64	dcml
33	32	125	1.0	0	0	2/2	1	1	0	V65	dcml
33	32	126	0.5	1/4	1/4	2/2	1	1	0	V(64)	dcml
33	32	253/2	1.5	3/8	3/8	2/2	1	1	0	V	dcml
33	32	128	1.0	3/4	3/4	2/2	1	1	0	V+6	dcml
34	33	129	1.0	0	0	2/2	1	1	0	I	dcml
34	33	130	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
34	33	261/2	1.5	3/8	3/8	2/2	1	1	0	I64	dcml
34	33	132	1.0	3/4	3/4	2/2	1	1	0	I6	dcml
35	34	133	1.5	0	0	2/2	1	1	0	#viio2/ii	dcml
35	34	269/2	2.0	3/8	3/8	2/2	1	1	0	#viio43/ii	dcml
35	34	273/2	0.5	7/8	7/8	2/2	1	1	0	#viio2/ii	dcml
36	35	137	4.0	0	0	2/2	1	1	0	.bII.V(64)	dcml
37	36	141	4.0	0	0	2/2	1	1	0	V7	dcml
38	37	145	3.0	0	0	2/2	1	1	0	V(64)	dcml
38	37	148	1.0	3/4	3/4	2/2	1	1	0	i.Ger6	dcml
39	38	149	1.0	0	0	2/2	1	1	0	V(64)	dcml
39	38	150	0.5	1/4	1/4	2/2	1	1	0	iv(7)	dcml
39	38	301/2	0.5	3/8	3/8	2/2	1	1	0	iv	dcml
39	38	151	1.0	1/2	1/2	2/2	1	1	0	V(64)	dcml
39	38	152	1.0	3/4	3/4	2/2	1	1	0	V	dcml
40	39	153	4.0	0	0	2/2	1	1	0	#viio7/iv	dcml
41	40	157	1.0	0	0	2/2	1	1	0	III.V43	dcml
41	40	158	0.5	1/4	1/4	2/2	1	1	0	V(64)	dcml
41	40	317/2	1.5	3/8	3/8	2/2	1	1	0	V	dcml
41	40	160	1.0	3/4	3/4	2/2	1	1	0	V+6	dcml
42	41	161	1.0	0	0	2/2	1	1	0	I	dcml
42	41	162	0.5	1/4	1/4	2/2	1	1	0	I64(94)	dcml
42	41	325/2	2.5	3/8	3/8	2/2	1	1	0	I64	dcml
43	42	165	1.0	0	0	2/2	1	1	0	V65	dcml
