mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	2.5	0	0	2/4	1	1	0	.e.i	dcml
2	2	5/2	1.0	1/8	1/8	2/4	1	1	0	VI	dcml
2	2	7/2	1.0	3/8	3/8	2/4	1	1	0	i6	dcml
3	3	9/2	1.0	1/8	1/8	2/4	1	1	0	V2(94)	dcml
3	3	11/2	1.0	3/8	3/8	2/4	1	1	0	V	dcml
4	4	13/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
4	4	15/2	1.0	3/8	3/8	2/4	1	1	0	V	dcml
5	5	17/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
5	5	19/2	1.0	3/8	3/8	2/4	1	1	0	i6	dcml
6	6	21/2	1.0	1/8	1/8	2/4	1	1	0	V(4)	dcml
6	6	23/2	3.0	3/8	3/8	2/4	1	1	0	V	dcml
8	8	29/2	1.0	1/8	1/8	2/4	1	1	0	V(4)	dcml
8	8	31/2	1.0	3/8	3/8	2/4	1	1	0	V	dcml
9	9	33/2	4.0	1/8	1/8	2/4	1	1	0	#vii64	dcml
11	11	41/2	1.0	1/8	1/8	2/4	1	1	0	V	dcml
11	11	43/2	0.5	3/8	3/8	2/4	1	1	0	V7/#vii	dcml
12	12	22	2.0	0	0	2/4	1	1	0	#vii\\	dcml
13	13	24	0.25	0	0	2/4	1	1	0	V	dcml
13	13	97/4	0.25	1/16	1/16	2/4	1	1	0	V7	dcml
13	13	49/2	0.25	1/8	1/8	2/4	1	1	0	V(64)	dcml
13	13	99/4	0.25	3/16	3/16	2/4	1	1	0	V7(64)	dcml
13	13	25	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
13	13	51/2	1.0	3/8	3/8	2/4	1	1	0	V	dcml
14	14	53/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
14	14	55/2	1.0	3/8	3/8	2/4	1	1	0	i6	dcml
15	15	57/2	1.0	1/8	1/8	2/4	1	1	0	V(4)	dcml
15	15	59/2	1.0	3/8	3/8	2/4	1	1	0	V	dcml
16	16	61/2	1.0	1/8	1/8	2/4	1	1	0	i	dcml
16	16	63/2	1.0	3/8	3/8	2/4	1	1	0	i6	dcml
17	17	65/2	1.5	1/8	1/8	2/4	1	1	0	V	dcml
18	18	34	4.0	0	0	2/4	1	1	0	#vii64	dcml
