mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
82	82	243	2.5	0	0	6/8	1	1	0	III	dcml
82	82	491/2	1.5	5/8	5/8	6/8	1	1	0	.I.V7	dcml
83	83	247	0.5	1/4	1/4	6/8	1	1	0	V7(b9)	dcml
83	83	495/2	1.0	3/8	3/8	6/8	1	1	0	V7	dcml
83	83	497/2	0.5	5/8	5/8	6/8	1	1	0	V7(b9)	dcml
84	84	249	3.0	0	0	6/8	1	1	0	V(64)	dcml
85	85	252	3.0	0	0	6/8	1	1	0	V7	dcml
86	86	255	3.0	0	0	6/8	1	1	0	V(64)	dcml
87	87	258	1.0	0	0	6/8	1	1	0	V7	dcml
87	87	259	0.5	1/4	1/4	6/8	1	1	0	V7(9)	dcml
87	87	519/2	1.0	3/8	3/8	6/8	1	1	0	V7	dcml
87	87	521/2	0.5	5/8	5/8	6/8	1	1	0	V7(9)	dcml
88	88	261	3.0	0	0	6/8	1	1	0	I	dcml
89	89	264	3.0	0	0	6/8	1	1	0	V(9#74)	dcml
90	90	267	3.0	0	0	6/8	1	1	0	V7	dcml
91	91	270	12.0	0	0	6/8	1	1	0	I\\	dcml
