mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	18.0	0	0	6/8	1	1	0	.Eb.I	dcml
7	7	18	1.5	0	0	6/8	1	1	0	I[V7	dcml
7	7	39/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
8	8	21	1.5	0	0	6/8	1	1	0	V7	dcml
8	8	45/2	1.5	3/8	3/8	6/8	1	1	0	I]	dcml
9	9	24	1.5	0	0	6/8	1	1	0	V	dcml
9	9	51/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
10	10	27	1.5	0	0	6/8	1	1	0	V	dcml
10	10	57/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
11	11	30	1.5	0	0	6/8	1	1	0	V	dcml
11	11	63/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
12	12	33	1.5	0	0	6/8	1	1	0	V	dcml
12	12	69/2	1.5	3/8	3/8	6/8	1	1	0	V7/IV	dcml
13	13	36	6.0	0	0	6/8	1	1	0	V7/bVII	dcml
15	15	42	6.0	0	0	6/8	1	1	0	.bVII	dcml
17	17	48	3.0	0	0	6/8	1	1	0	V43/V	dcml
18	18	51	3.0	0	0	6/8	1	1	0	V7/bII	dcml
19	19	54	3.0	0	0	6/8	1	1	0	V(64)	dcml
20	20	57	1.0	0	0	6/8	1	1	0	V(964)	dcml
20	20	58	3.5	1/4	1/4	6/8	1	1	0	V(64)	dcml
21	21	123/2	1.0	3/8	3/8	6/8	1	1	0	viio43/ii	dcml
21	21	125/2	0.5	5/8	5/8	6/8	1	1	0	viio64(6)/ii	dcml
22	22	63	1.5	0	0	6/8	1	1	0	V7	dcml
22	22	129/2	1.5	3/8	3/8	6/8	1	1	0	V7(64)	dcml
23	23	66	3.0	0	0	6/8	1	1	0	V7	dcml
24	24	69	9.0	0	0	6/8	1	1	0	I\\	dcml
27	27	78	9.0	0	0	6/8	1	1	0	.i.i	dcml
30	30	87	4.5	0	0	6/8	1	1	0	VII	dcml
31	31	183/2	1.5	3/8	3/8	6/8	1	1	0	V43(b5)/VII	dcml
32	32	93	1.5	0	0	6/8	1	1	0	V(4)/bIII	dcml
32	32	189/2	1.5	3/8	3/8	6/8	1	1	0	V/bIII	dcml
33	33	96	3.0	0	0	6/8	1	1	0	.bIII\\	dcml
34	34	99	3.0	0	0	6/8	1	1	0	viio7/iii	dcml
35	35	102	3.0	0	0	6/8	1	1	0	III	dcml
36	36	105	3.0	0	0	6/8	1	1	0	viio7/iii	dcml
37	37	108	2.5	0	0	6/8	1	1	0	.bIII	dcml
37	37	221/2	1.5	5/8	5/8	6/8	1	1	0	.I.V7	dcml
38	38	112	0.5	1/4	1/4	6/8	1	1	0	V7(b9)	dcml
38	38	225/2	1.0	3/8	3/8	6/8	1	1	0	V7	dcml
38	38	227/2	0.5	5/8	5/8	6/8	1	1	0	V7(b9)	dcml
39	39	114	3.0	0	0	6/8	1	1	0	V(64)	dcml
40	40	117	3.0	0	0	6/8	1	1	0	V7	dcml
41	41	120	3.0	0	0	6/8	1	1	0	V(64)	dcml
42	42	123	1.0	0	0	6/8	1	1	0	V7	dcml
42	42	124	0.5	1/4	1/4	6/8	1	1	0	V7(9)	dcml
42	42	249/2	1.0	3/8	3/8	6/8	1	1	0	V7	dcml
42	42	251/2	0.5	5/8	5/8	6/8	1	1	0	V7(9)	dcml
43	43	126	3.0	0	0	6/8	1	1	0	V(64)	dcml
44	44	129	3.0	0	0	6/8	1	1	0	V(9#74)	dcml
45	45	132	3.0	0	0	6/8	1	1	0	V7	dcml
46	46	135	18.0	0	0	6/8	1	1	0	I\\	dcml
52	52	153	1.5	0	0	6/8	1	1	0	I[V7	dcml
52	52	309/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
53	53	156	1.5	0	0	6/8	1	1	0	V7	dcml
53	53	315/2	1.5	3/8	3/8	6/8	1	1	0	I]	dcml
54	54	159	1.5	0	0	6/8	1	1	0	V	dcml
54	54	321/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
55	55	162	1.5	0	0	6/8	1	1	0	V	dcml
55	55	327/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
56	56	165	1.5	0	0	6/8	1	1	0	V	dcml
56	56	333/2	1.5	3/8	3/8	6/8	1	1	0	I	dcml
57	57	168	1.5	0	0	6/8	1	1	0	V	dcml
57	57	339/2	1.5	3/8	3/8	6/8	1	1	0	V7/IV	dcml
58	58	171	6.0	0	0	6/8	1	1	0	V7/bVII	dcml
60	60	177	6.0	0	0	6/8	1	1	0	.bVII	dcml
62	62	183	3.0	0	0	6/8	1	1	0	V43/V	dcml
63	63	186	3.0	0	0	6/8	1	1	0	V7/bII	dcml
64	64	189	7.5	0	0	6/8	1	1	0	I	dcml
66	66	393/2	1.5	3/8	3/8	6/8	1	1	0	viio43/ii	dcml
67	67	198	1.5	0	0	6/8	1	1	0	V7	dcml
67	67	399/2	1.5	3/8	3/8	6/8	1	1	0	V7(64)	dcml
68	68	201	1.5	0	0	6/8	1	1	0	V7	dcml
68	68	405/2	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
69	69	204	9.0	0	0	6/8	1	1	0	I\\	dcml
72	72	213	8.5	0	0	6/8	1	1	0	.i.i	dcml
74	74	443/2	0.5	5/8	5/8	6/8	1	1	0	vii%7/VII	dcml
75	75	222	4.5	0	0	6/8	1	1	0	VII	dcml
76	76	453/2	1.5	3/8	3/8	6/8	1	1	0	V43(b5)/VII	dcml
77	77	228	1.5	0	0	6/8	1	1	0	V(4)/III	dcml
77	77	459/2	1.5	3/8	3/8	6/8	1	1	0	V/III	dcml
78	78	231	3.0	0	0	6/8	1	1	0	III\\	dcml
79	79	234	3.0	0	0	6/8	1	1	0	viio7/#iii	dcml
80	80	237	3.0	0	0	6/8	1	1	0	III	dcml
81	81	240	3.0	0	0	6/8	1	1	0	viio7/#iii	dcml
