mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
35	35	207	3.0	3/4	3/4	12/8	1	1	0	V43/V	dcml
36	36	210	3.0	0	0	12/8	1	1	0	iii/bVI	dcml
36	36	213	3.0	3/4	3/4	12/8	1	1	0	V65/bVI	dcml
37	37	216	4.5	0	0	12/8	1	1	0	.bVI\\	dcml
37	37	441/2	1.5	9/8	9/8	12/8	1	1	0	iv6	dcml
38	38	222	4.5	0	0	12/8	1	1	0	I64	dcml
38	38	453/2	1.5	9/8	9/8	12/8	1	1	0	IV	dcml
39	39	228	1.5	0	0	12/8	1	1	0	V(64)	dcml
39	39	459/2	1.5	3/8	3/8	12/8	1	1	0	IV6	dcml
39	39	231	1.5	3/4	3/4	12/8	1	1	0	V(4)	dcml
39	39	465/2	1.5	9/8	9/8	12/8	1	1	0	V	dcml
40	40	234	3.0	0	0	12/8	1	1	0	I	dcml
40	40	237	3.0	3/4	3/4	12/8	1	1	0	I64	dcml
41	41	240	3.0	0	0	12/8	1	1	0	.bVI	dcml
41	41	243	3.0	3/4	3/4	12/8	1	1	0	V65/bVI	dcml
42	42	246	4.5	0	0	12/8	1	1	0	.bVI	dcml
42	42	501/2	1.5	9/8	9/8	12/8	1	1	0	viio65/V	dcml
43	43	252	4.5	0	0	12/8	1	1	0	V(64)	dcml
43	43	513/2	1.5	9/8	9/8	12/8	1	1	0	IV	dcml
44	44	258	1.5	0	0	12/8	1	1	0	V(64)	dcml
44	44	519/2	1.5	3/8	3/8	12/8	1	1	0	IV6	dcml
44	44	261	1.5	3/4	3/4	12/8	1	1	0	V(64)	dcml
44	44	525/2	1.5	9/8	9/8	12/8	1	1	0	V(b64)	dcml
45	45	264	3.0	0	0	12/8	1	1	0	V(4)	dcml
45	45	267	3.0	3/4	3/4	12/8	1	1	0	V	dcml
46	46	270	6.0	0	0	12/8	1	1	0	I\\	dcml
47	47	276	6.0	0	0	12/8	1	1	0	I64	dcml
48	48	282	12.0	0	0	12/8	1	1	0	I\\	dcml
