mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line
66	66	195	195	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	827														
66	66	783/4	783/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	828														
66	66	196	196	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	829														
66	66	393/2	393/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	830														
66	66	789/4	789/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	831														
66	66	395/2	395/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																5	
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	832													5	
66	66	195	195	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	833														
66	66	783/4	783/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	834														
66	66	196	196	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	835														
66	66	393/2	393/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	836														
66	66	789/4	789/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	837														
66	66	395/2	395/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	838														
67	67	198	198	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	839	Herz,													
67	67	198	198	0.0	0	0	Spanner	6/8	2	1	0																	
67	67	198	198	0.0	0	0	Spanner	6/8	2	1	0															5		
67	67	198	198	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	840												5		
67	67	795/4	795/4	0.0	3/16	3/16	Spanner	6/8	2	1	0																	
67	67	795/4	795/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	841														
67	67	199	199	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	842														
67	67	399/2	399/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	843														
67	67	801/4	801/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	844														
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	845														
67	67	198	198	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	846														
67	67	795/4	795/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	847														
67	67	199	199	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	848														
67	67	399/2	399/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	849														
67	67	801/4	801/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	850														
67	67	401/2	401/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	851														
68	68	201	201	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	852										11				
68	68	202	202	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	853	mein													
68	68	405/2	405/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	854										12				
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	855														
68	68	201	201	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	856														
68	68	807/4	807/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	857														
68	68	202	202	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	858														
68	68	405/2	405/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	859														
68	68	813/4	813/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	860														
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	861														
68	68	201	201	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	862														
68	68	807/4	807/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	863														
68	68	202	202	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	864														
68	68	405/2	405/2	0.75	3/8	3/8	Chord	6/8	3	1	3/16	1/8	3/2	865														
68	68	813/4	813/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	866														
68	68	407/2	407/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	867														
69	69	204	204	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	868	Herz?													
69	69	204	204	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	869														
69	69	819/4	819/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	870														
69	69	205	205	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	871														
69	69	411/2	411/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	872														
69	69	825/4	825/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	873														
69	69	413/2	413/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	874														
69	69	204	204	0.0	0	0	Dynamic	6/8	3	1	0					fp												
69	69	204	204	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	875														
69	69	819/4	819/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	876														
69	69	205	205	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	877														
70	70	207	207	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	878														
70	70	207	207	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	879														
70	70	831/4	831/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	880														
70	70	208	208	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	881														
70	70	417/2	417/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16	1/8	3/2	882														
70	70	837/4	837/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	883														
70	70	419/2	419/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	884														
70	70	207	207	0.0	0	0	Dynamic	6/8	3	1	0					fp												
70	70	207	207	0.75	0	0	Chord	6/8	3	1	3/16	1/8	3/2	885														
70	70	831/4	831/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16	1/16	1	886														
70	70	208	208	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	887														
71	71	210	210	0.0	0	0	StaffText	6/8	1	1	0							1										
71	71	210	210	0.0	0	0	StaffText	6/8	2	1	0							1										
72	72	429/2	429/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					p												
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	888	Willst													
72	72	213	213	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	889														
72	72	214	214	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	890														
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	891														
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	892														
72	72	213	213	0.0	0	0	Dynamic	6/8	3	1	0					pp												
72	72	213	213	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	893														
72	72	214	214	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	894														
72	72	429/2	429/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	895														
72	72	431/2	431/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	896														
73	73	216	216	2.0	0	0	Chord	6/8	1	1	1/2	1/2	1	897	wohl													
73	73	218	218	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	898														
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	899	ein-													
73	73	216	216	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	900														
73	73	217	217	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	901														
73	73	435/2	435/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	902														
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	903														
73	73	216	216	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	904														
73	73	217	217	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	905														
73	73	435/2	435/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	906														
73	73	437/2	437/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	907														
74	74	219	219	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	908	-mal													
74	74	220	220	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	909	hin-													
74	74	441/2	441/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	910	-ü													
74	74	221	221	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	911	-													
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	912	ber													
74	74	219	219	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	913														
74	74	220	220	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	914														
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	915														
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	916														
74	74	219	219	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	917														
74	74	220	220	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	918														
74	74	441/2	441/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	919														
74	74	443/2	443/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	920														
75	75	222	222	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	921	seh'n,													
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	922	und													
75	75	222	222	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	923														
75	75	223	223	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	924														
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	925														
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	926														
75	75	222	222	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	927														
75	75	223	223	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	928														
75	75	447/2	447/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	929														
75	75	449/2	449/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	930														
76	76	225	225	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	931	fra-													
76	76	453/2	453/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	932														
76	76	227	227	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	933														
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	934	-gen,													
76	76	225	225	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	935														
76	76	226	226	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	936														
76	76	453/2	453/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	937														
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	938														
76	76	225	225	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	939														
76	76	226	226	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	940														
76	76	453/2	453/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	941														
76	76	455/2	455/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	942														
77	77	228	228	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	943	wie													
77	77	229	229	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	944	es													
77	77	459/2	459/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	945	dort													
77	77	230	230	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	946														
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	947	mag													
77	77	228	228	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	948														
77	77	229	229	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	949														
77	77	459/2	459/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	950														
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	951														
77	77	228	228	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	952														
77	77	229	229	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	953														
77	77	459/2	459/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	954														
77	77	461/2	461/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	955														
78	78	231	231	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	956	geh'n,													
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	957	mein													
78	78	231	231	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	958														
78	78	232	232	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	959														
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	960														
78	78	467/2	467/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																6	
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	961													6	
78	78	231	231	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	962														
78	78	232	232	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	963														
78	78	465/2	465/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	964														
78	78	467/2	467/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	965														
79	79	234	234	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	966	Herz,													
79	79	471/2	471/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	967														
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	968	mein													
79	79	234	234	0.0	0	0	Spanner	6/8	2	1	0																	
79	79	234	234	0.0	0	0	Spanner	6/8	2	1	0															6		
79	79	234	234	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	969												6		
79	79	235	235	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
79	79	235	235	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	970														
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	971														
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	972														
79	79	234	234	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	973														
79	79	235	235	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	974														
79	79	471/2	471/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	975														
79	79	473/2	473/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	976														
80	80	237	237	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	977	Herz?													
80	80	477/2	477/2	1.5	3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	978														
80	80	237	237	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	979														
80	80	238	238	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	980														
80	80	477/2	477/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	981														
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	982														
80	80	237	237	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	983														
80	80	238	238	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	984														
80	80	477/2	477/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	985														
80	80	479/2	479/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	986														
81	81	240	240	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	987														
81	81	483/2	483/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	988										13				
81	81	242	242	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	989										13				
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	990														
81	81	240	240	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	991														
81	81	241	241	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	992														
81	81	483/2	483/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	993														
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	994														
81	81	240	240	0.0	0	0	Dynamic	6/8	3	1	0					pp												
81	81	240	240	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	995														
81	81	241	241	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	996														
81	81	483/2	483/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	997														
81	81	485/2	485/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	998														
82	82	489/2	489/2	0.0	3/8	3/8	Dynamic	6/8	1	1	0					mp												
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	999	willst													
82	82	243	243	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	1000														
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1001														
82	82	491/2	491/2	0.0	5/8	5/8	Dynamic	6/8	2	1	0					p												
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1002														
82	82	243	243	1.0	0	0	Chord	6/8	2	2	1/4	1/4	1	1003														
82	82	244	244	0.5	1/4	1/4	Chord	6/8	2	2	1/8	1/8	1	1004														
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	2	2	1/4	1/4	1	1005														
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	2	2	1/8	1/8	1	1006														
82	82	243	243	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1007														
82	82	244	244	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1008														
82	82	489/2	489/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1009														
82	82	491/2	491/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1010														
83	83	246	246	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1011	wohl													
83	83	247	247	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1012	ein-													
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1013	-mal													
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1014	hin-													
83	83	246	246	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1015														
83	83	247	247	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1016														
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1017														
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1018														
83	83	246	246	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1019														
83	83	247	247	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1020														
83	83	495/2	495/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1021														
83	83	497/2	497/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1022														
84	84	249	249	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1023	-ü-													
84	84	250	250	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1024	-ber													
84	84	501/2	501/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1025	seh'n,													
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1026	mein													
84	84	249	249	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1027														
84	84	250	250	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1028														
84	84	501/2	501/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1029														
84	84	503/2	503/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																7	
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1030													7	
84	84	249	249	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1031														
84	84	250	250	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1032														
84	84	501/2	501/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1033														
84	84	503/2	503/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1034														
85	85	252	252	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1035	Herz,													
85	85	507/2	507/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	1036														
85	85	254	254	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	1037														
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1038	mein													
85	85	252	252	0.0	0	0	Spanner	6/8	2	1	0																	
85	85	252	252	0.0	0	0	Spanner	6/8	2	1	0															7		
85	85	252	252	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1039												7		
85	85	253	253	0.0	1/4	1/4	Spanner	6/8	2	1	0																	
85	85	253	253	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1040														
85	85	507/2	507/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1041														
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1042														
85	85	252	252	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1043														
85	85	253	253	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1044														
85	85	507/2	507/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1045														
85	85	509/2	509/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1046														
86	86	255	255	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1047	Herz,									14				
86	86	513/2	513/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	1048														
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1049	und													
86	86	255	255	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1050														
86	86	256	256	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1051														
86	86	513/2	513/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1052														
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1053														
86	86	255	255	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1054														
86	86	256	256	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1055														
86	86	513/2	513/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1056														
86	86	515/2	515/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1057														
87	87	258	258	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1058	fra-													
87	87	259	259	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1059	gen,													
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1060	wie													
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1061	es													
87	87	258	258	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1062														
87	87	259	259	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1063														
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1064														
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1065														
87	87	258	258	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1066														
87	87	259	259	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1067														
87	87	519/2	519/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1068														
87	87	521/2	521/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1069														
88	88	261	261	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	1070	dort													
88	88	262	262	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	1071	mag													
88	88	525/2	525/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1072	geh'n,													
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1073	mein													
88	88	261	261	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1074														
88	88	262	262	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1075														
88	88	525/2	525/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1076														
88	88	527/2	527/2	0.0	5/8	5/8	Spanner	6/8	2	1	0																8	
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1077													8	
88	88	261	261	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1078														
88	88	262	262	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1079														
88	88	525/2	525/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1080														
88	88	527/2	527/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1081														
89	89	264	264	3.0	0	0	Chord	6/8	1	1	3/4	1/2	3/2	1082	Herz,									15				
89	89	264	264	0.0	0	0	Spanner	6/8	2	1	0																	
89	89	264	264	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1083														
89	89	265	265	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1084														
89	89	531/2	531/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1085														
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1086														
89	89	264	264	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1087														
89	89	265	265	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1088														
89	89	531/2	531/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	1089														
89	89	533/2	533/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	1090														
90	90	267	267	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	1091														
90	90	537/2	537/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	1092														
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	1093	mein													
90	90	267	267	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	1094														
90	90	268	268	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	1095														
90	90	537/2	537/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	1096														
90	90	539/2	539/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	1097														
90	90	267	267	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	1098														
90	90	268	268	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	1099														
