mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
26	25	75	75	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	261			articAccentStaccatoAbove											
27	26	151/2	151/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	262	Ach,													
27	26	76	76	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	263	und													
27	26	153/2	153/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	264	fällt													
27	26	78	78	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	265	das													
27	26	151/2	151/2	0.0	0	0	Spanner	3/4	2	1	0																		
27	26	303/4	303/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	266														
27	26	305/4	305/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	267														
27	26	307/4	307/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	268														
27	26	309/4	309/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	269														
27	26	311/4	311/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	270														
27	26	313/4	313/4	0.0	11/16	11/16	Spanner	3/4	2	1	0																		1
27	26	313/4	313/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	271														1
27	26	151/2	151/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	272			articStaccatoBelow											
27	26	76	76	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	273			articStaccatoBelow											
27	26	153/2	153/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	274			articStaccatoBelow											
27	26	77	77	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	275			articStaccatoBelow											
27	26	155/2	155/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	276			articStaccatoBelow											
27	26	78	78	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	277			articStaccatoBelow											
28	27	157/2	157/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	278	Blatt													
28	27	79	79	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	279	zu													
28	27	159/2	159/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	280	Bo-													
28	27	80	80	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	281	-den,													
28	27	157/2	157/2	0.0	0	0	Spanner	3/4	2	1	0																		
28	27	157/2	157/2	0.0	0	0	Spanner	3/4	2	1	0																	1	
28	27	315/4	315/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																		
28	27	315/4	315/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	282														
28	27	317/4	317/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	283														
28	27	319/4	319/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	284														
28	27	321/4	321/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	285														
28	27	323/4	323/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	286														
28	27	325/4	325/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	287														
28	27	157/2	157/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	288			articStaccatoBelow											
28	27	79	79	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	289			articStaccatoBelow											
28	27	159/2	159/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	290			articStaccatoBelow											
28	27	80	80	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	291			articStaccatoBelow											
28	27	161/2	161/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	292			articStaccatoBelow											
28	27	81	81	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	293			articStaccatoBelow											
29	28	327/4	327/4	0.0	1/16	1/16	StaffText	3/4	2	1	0								decresc.										
29	28	327/4	327/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																0		
29	28	327/4	327/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	294												0		
29	28	329/4	329/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	295												0		
29	28	331/4	331/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	296												0		
29	28	333/4	333/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	297												0		
29	28	335/4	335/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	298												0		
29	28	337/4	337/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	299												0		
29	28	163/2	163/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	300			articStaccatoBelow											
29	28	82	82	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	301			articStaccatoBelow											
29	28	165/2	165/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	302			articStaccatoBelow											
29	28	83	83	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	303			articStaccatoBelow											
29	28	167/2	167/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	304			articStaccatoBelow											
29	28	84	84	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	305			articStaccatoBelow											
30	29	169/2	169/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	306	fällt													
30	29	341/4	341/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	307	mit													
30	29	171/2	171/2	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	308	ihm													
30	29	345/4	345/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	309	die													
30	29	173/2	173/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	310	Hoff-													
30	29	349/4	349/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	311	-nung													
30	29	169/2	169/2	0.0	0	0	StaffText	3/4	2	1	0								un poco ritard.										
30	29	169/2	169/2	0.0	0	0	Spanner	3/4	2	1	0																		
30	29	169/2	169/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	312														
30	29	171/2	171/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	313														
30	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	314														
30	29	169/2	169/2	0.0	0	0	Dynamic	3/4	3	1	0						p												
30	29	169/2	169/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	315														
30	29	171/2	171/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	316														
30	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	317														
31	30	175/2	175/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	318	ab,													
31	30	175/2	175/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	319														
31	30	353/4	353/4	0.0	3/16	3/16	Dynamic	3/4	2	1	0						pp												
31	30	353/4	353/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	320										11				
31	30	177/2	177/2	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	321														
31	30	357/4	357/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	322										12				
31	30	179/2	179/2	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	323														
31	30	361/4	361/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	324										13				
31	30	175/2	175/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	325														
31	30	177/2	177/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	326														
31	30	179/2	179/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	327														
32	31	181/2	181/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	328														
32	31	92	92	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	329			articAccentStaccatoAbove											
32	31	185/2	185/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	330			articStaccatoAbove											
32	31	93	93	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	331			articStaccatoAbove											
32	31	181/2	181/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	332														
32	31	91	91	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	333			articAccentStaccatoAbove											
32	31	183/2	183/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	334			articStaccatoAbove											
32	31	93	93	0.0	5/8	5/8	Dynamic	3/4	3	1	0						f												
32	31	93	93	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	335			articAccentStaccatoAbove											
33	32	187/2	187/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	336	fall'													
33	32	94	94	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	337	ich													
33	32	189/2	189/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	338	sel-													
33	32	96	96	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	339	-ber													
33	32	375/4	375/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	340														
33	32	377/4	377/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	341														
33	32	379/4	379/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	342														
33	32	381/4	381/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	343														
33	32	383/4	383/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	344														
33	32	385/4	385/4	0.0	11/16	11/16	Spanner	3/4	2	1	0																		2
33	32	385/4	385/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	345														2
33	32	187/2	187/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	346			articStaccatoBelow											
33	32	94	94	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	347			articStaccatoBelow											
33	32	189/2	189/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	348			articStaccatoBelow											
33	32	95	95	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	349			articStaccatoBelow											
33	32	191/2	191/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	350			articStaccatoBelow											
33	32	96	96	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	351			articStaccatoBelow											
34	33	193/2	193/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	352	mit													
34	33	97	97	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	353	zu													
34	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	354	Bo-													
34	33	98	98	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	355	-den,													
34	33	193/2	193/2	0.0	0	0	Spanner	3/4	2	1	0																		
34	33	193/2	193/2	0.0	0	0	Spanner	3/4	2	1	0																	2	
34	33	387/4	387/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																		
34	33	387/4	387/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	356														
34	33	389/4	389/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	357														
34	33	391/4	391/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	358														
34	33	393/4	393/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	359														
34	33	395/4	395/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	360														
34	33	397/4	397/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	361														
34	33	193/2	193/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	362			articStaccatoBelow											
34	33	97	97	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	363			articStaccatoBelow											
34	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	364			articStaccatoBelow											
34	33	98	98	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	365			articStaccatoBelow											
34	33	197/2	197/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	366			articStaccatoBelow											
34	33	99	99	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	367			articStaccatoBelow											
35	34	399/4	399/4	0.0	1/16	1/16	StaffText	3/4	2	1	0								decresc.										
35	34	399/4	399/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																1		
35	34	399/4	399/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	368												1		
35	34	401/4	401/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	369												1		
35	34	403/4	403/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	370												1		
35	34	405/4	405/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	371												1		
35	34	407/4	407/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	372												1		
35	34	409/4	409/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	373												1		
35	34	199/2	199/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	374														
35	34	100	100	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	375														
35	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	376														
35	34	101	101	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	377														
35	34	203/2	203/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	378														
35	34	102	102	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	379														
36	35	205/2	205/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	380	wein',									14				
36	35	207/2	207/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	381										14				
36	35	105	105	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	382														
36	35	205/2	205/2	0.0	0	0	Dynamic	3/4	2	1	0						p												
36	35	205/2	205/2	0.0	0	0	Spanner	3/4	2	1	0																		
36	35	205/2	205/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	383														
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	384														
36	35	205/2	205/2	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	385														
36	35	209/2	209/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	386														
37	36	211/2	211/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	387	wein'									15				
37	36	213/2	213/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	388														
37	36	108	108	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	389	auf													
37	36	211/2	211/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	390										16				
37	36	213/2	213/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391														
37	36	211/2	211/2	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	392														
37	36	211/2	211/2	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	393			articAccentBelow											
37	36	211/2	211/2	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	394														
38	37	217/2	217/2	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	395	mei-													
38	37	110	110	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	396	-ner													
38	37	221/2	221/2	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	397	Hoff-													
38	37	665/6	665/6	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	398														
38	37	667/6	667/6	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	399	-nung													
38	37	219/2	219/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	400														
38	37	221/2	221/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	401										17				
38	37	111	111	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	402														
38	37	219/2	219/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	403														
38	37	221/2	221/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	404										18				
38	37	111	111	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	405														
38	37	221/2	221/2	1.0	1/2	1/2	Chord	3/4	3	2	1/4		1/4	1	406														
39	38	223/2	223/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	407	Grab,									19				
39	38	225/2	225/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	408														
39	38	223/2	223/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	409										20				
39	38	225/2	225/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	410														
39	38	223/2	223/2	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	411										21				
39	38	225/2	225/2	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	412														
39	38	223/2	223/2	2.0	0	0	Chord	3/4	3	2	1/2		1/2	1	413														
40	39	229/2	229/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	414	wein',									22				
40	39	231/2	231/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	415										22				
40	39	117	117	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	416														
40	39	229/2	229/2	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	417														
40	39	233/2	233/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																		3
40	39	233/2	233/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	418														3
40	39	229/2	229/2	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	419														
40	39	233/2	233/2	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	420														
41	40	235/2	235/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	421	wein'									23				
41	40	237/2	237/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	422														
41	40	120	120	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	423	auf													
41	40	235/2	235/2	0.0	0	0	Spanner	3/4	2	1	0																		
41	40	235/2	235/2	0.0	0	0	Spanner	3/4	2	1	0																	3	
41	40	235/2	235/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	424										24			3	
41	40	237/2	237/2	0.0	1/4	1/4	Spanner	3/4	2	1	0																		
41	40	237/2	237/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	425														
41	40	235/2	235/2	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	426														
42	41	241/2	241/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	427	mei-													
42	41	245/2	245/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	428	-ner													
42	41	243/2	243/2	0.0	1/4	1/4	Dynamic	3/4	2	1	0						pp												
42	41	243/2	243/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	429														
42	41	245/2	245/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	430														
42	41	243/2	243/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	431														
42	41	245/2	245/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	432														
43	42	247/2	247/2	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	433	Hoff-									25				
43	42	249/2	249/2	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	434														
43	42	126	126	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	435	-nung													
43	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	436														
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	437														
43	42	249/2	249/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	438														
43	42	251/2	251/2	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	439														
44	43	253/2	253/2	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	440	Grab.													
44	43	253/2	253/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	441														
44	43	128	128	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	442			articAccentStaccatoAbove											
44	43	257/2	257/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	443			articStaccatoAbove											
44	43	129	129	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	444			articStaccatoAbove											
44	43	253/2	253/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	445														
44	43	127	127	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	446			articAccentStaccatoAbove											
44	43	255/2	255/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	447			articStaccatoAbove											
44	43	129	129	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	448			articStaccatoAbove											
45	44	259/2	259/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	449			articStaccatoAbove											
45	44	131	131	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	450			articAccentStaccatoAbove											
45	44	263/2	263/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	451			articStaccatoAbove											
45	44	132	132	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	452			articStaccatoAbove											
45	44	259/2	259/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	453														
45	44	130	130	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	454			articStaccatoAbove											
45	44	261/2	261/2	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	455			articStaccatoAbove											
45	44	132	132	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	456			articStaccatoAbove											
46	45	265/2	265/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	457														
46	45	133	133	0.0	1/8	1/8	Dynamic	3/4	2	1	0						fp												
46	45	133	133	0.0	1/8	1/8	Spanner	3/4	2	1	0																	4	
46	45	133	133	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	458			articStaccatoAbove							26			4	
46	45	267/2	267/2	0.0	1/4	1/4	Spanner	3/4	2	1	0														26				
46	45	267/2	267/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	459			articStaccatoAbove							26				
46	45	134	134	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	460			articStaccatoAbove							26				
46	45	269/2	269/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	461			articStaccatoAbove							26				
46	45	135	135	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	462			articStaccatoAbove											
46	45	133	133	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	463			articStaccatoBelow							27				
46	45	267/2	267/2	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	464			articStaccatoBelow							27				
46	45	134	134	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	465			articStaccatoBelow							27				
46	45	269/2	269/2	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	466			articStaccatoBelow							27				
46	45	135	135	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	467			articStaccatoBelow											
46	45	265/2	265/2	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	468			articStaccatoAbove											
47	46	271/2	271/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	469														
47	46	136	136	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	470														
47	46	273/2	273/2	0.0	1/4	1/4	Spanner	3/4	2	1	0																	5	
47	46	273/2	273/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	471													5	
47	46	275/2	275/2	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
47	46	271/2	271/2	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	472														
47	46	136	136	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	473														
47	46	273/2	273/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	474														
47	46	275/2	275/2	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	475										28				
47	46	138	138	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	476														
47	46	275/2	275/2	1.0	1/2	1/2	Chord	3/4	2	3	1/4		1/4	1	477														
47	46	136	136	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	478														
47	46	273/2	273/2	2.0	1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	479														
48	47	277/2	277/2	0.0	0	0	Dynamic	3/4	2	1	0						pp												
48	47	277/2	277/2	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	480														
48	47	277/2	277/2	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	481														
