mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	235													6	
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	236													6	
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	237													6	
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	238													6	
17	17	48	48	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	239														
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	240														
17	17	49	49	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	241														
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	242														
17	17	50	50	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	243														
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	244														
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	245	-sto-													
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	246	-ssen,													
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	247	so													
18	18	51	51	0.0	0	0	Spanner	3/4	2	1	0																	
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	248														
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	249														
18	18	209/4	209/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																7	
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	250													7	
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	251													7	
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	252													7	
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	253													7	
18	18	51	51	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	254														
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	255														
18	18	52	52	0.0	1/4	1/4	Dynamic	3/4	3	1	0					f												
18	18	52	52	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	256														
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	257														
18	18	53	53	0.0	1/2	1/2	Dynamic	3/4	3	1	0					p												
18	18	53	53	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	258														
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	259														
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	260	eilt'													
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	261	ich													
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	262	zu													
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	263	der													
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	264	Stadt													
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	265	hin-													
19	19	54	54	0.0	0	0	Spanner	3/4	2	1	0																	
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	266														
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	267														
19	19	221/4	221/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																8	
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	268													8	
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	269													8	
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	270													8	
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	271													8	
19	19	54	54	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	272														
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	273														
19	19	55	55	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	274														
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	275														
19	19	56	56	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	276														
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	277														
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	278	-aus;													
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	279	die													
20	20	57	57	0.0	0	0	Spanner	3/4	2	1	0																	
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	280														
20	20	115/2	115/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					f												
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	281														
20	20	233/4	233/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																9	
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	282													9	
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	283													9	
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	284													9	
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	285													9	
20	20	57	57	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	286														
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	287														
20	20	58	58	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	288														
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	289														
20	20	59	59	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	290														
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	291														
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	292	Krä-		articAccentAbove											
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	293	-hen													
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	294	war-													
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	295	-fen													
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	296	Bäll		articAccentAbove											
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	297	und													
21	21	60	60	0.0	0	0	Spanner	3/4	2	1	0																	
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	298			articAccentBelow											
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	299														
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	300														
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	301														
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	302			articAccentBelow											
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	303														
21	21	60	60	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	304			articAccentAbove											
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	305														
21	21	61	61	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	306														
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	307														
21	21	62	62	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	308			articAccentAbove											
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	309														
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	310	schlo-													
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	311	-ssen													
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	312	auf													
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	313	mei-													
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	314	-nen													
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	315	Hut													
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	316	von													
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	317														
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	318														
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	319														
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	320														
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	321														
22	22	263/4	263/4	0.0	11/16	11/16	Spanner	3/4	2	1	0																	6
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	322														6
22	22	63	63	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	323														
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	324														
22	22	64	64	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	325														
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	326														
22	22	65	65	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	327														
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	328														
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	329	je-													
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	330	-dem													
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	331	Haus,													
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	332	die													
23	23	66	66	0.0	0	0	Spanner	3/4	2	1	0																	
23	23	265/4	265/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																10	
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	333													10	
23	23	133/2	133/2	0.0	1/8	1/8	Spanner	3/4	2	1	0																	
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	334														
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	335														
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	336														
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	337														
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	338														
23	23	66	66	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	339														
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	340														
23	23	67	67	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	341														
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	342														
23	23	68	68	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	343														
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	344														
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	345	Krä-		articAccentAbove											
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	346	-hen													
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	347	war-													
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	348	-fen													
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	349	Bäll		articAccentAbove											
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	350	und													
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	351			articAccentBelow											
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	352														
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	353														
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	354														
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	355			articAccentBelow											
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	356														
24	24	69	69	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	357			articAccentAbove											
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	358														
24	24	70	70	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	359														
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	360														
24	24	71	71	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	361			articAccentAbove											
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	362														
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	363	schlo-													
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	364	-ssen													
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	365	auf													
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	366	mei-													
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	367	-nen													
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	368	Hut													
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	369	von													
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	370														
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	371														
25	25	293/4	293/4	0.0	5/16	5/16	Spanner	3/4	2	1	0																	7
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	372														7
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	373														7
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	374														7
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	375														7
25	25	72	72	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	376														
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	377														
25	25	73	73	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	378														
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	379														
25	25	74	74	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	380														
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	381														
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	382	je-													
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	383	-dem													
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	384	Haus.													
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0																	
26	26	301/4	301/4	0.0	1/16	1/16	Spanner	3/4	2	1	0																11	
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	385													11	
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	386													11	
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	387													11	
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	388													11	
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	389													11	
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	390													11	
26	26	75	75	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	391														
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	392														
26	26	76	76	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	393														
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	394														
26	26	77	77	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	395														
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	396														
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	397	Wie													
27	27	78	78	0.0	0	0	Spanner	3/4	2	1	0																	
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	398														
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	399														
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	400														
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	401														
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	402														
27	27	161/2	161/2	0.0	5/8	5/8	Dynamic	3/4	2	1	0					p												
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	403										15				
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	404														
27	27	78	78	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	405														
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	406														
27	27	79	79	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	407														
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	408														
27	27	80	80	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	409														
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	410														
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	411	an-													
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	412	-ders													
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	413	hast													
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	414	du													
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	415	mich													
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	416	emp-													
28	28	81	81	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	417										16				
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	418										16				
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	419										16				
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	420										16				
28	28	82	82	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	421										16				
28	28	329/4	329/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	422										16				
28	28	165/2	165/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	423										16				
28	28	331/4	331/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	424										16				
28	28	83	83	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	425										16				
28	28	333/4	333/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	426										16				
28	28	167/2	167/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	427										16				
28	28	335/4	335/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	428														
28	28	81	81	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	429										17				
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	430										17				
28	28	82	82	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	431										17				
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	432										17				
28	28	83	83	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	433										17				
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	434														
29	29	84	84	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	435	-fan-													
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	436	-gen,													
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	437	du													
29	29	84	84	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	438										18				
29	29	337/4	337/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	439										18				
29	29	169/2	169/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	440										18				
29	29	339/4	339/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	441										18				
29	29	85	85	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	442										18				
29	29	341/4	341/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	443										18				
29	29	171/2	171/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	444										18				
29	29	343/4	343/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	445										18				
29	29	86	86	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	446										18				
29	29	345/4	345/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	447										18				
29	29	173/2	173/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	448										18				
29	29	347/4	347/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	449														
29	29	84	84	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	450										19				
29	29	85	85	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	451														
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	452										20				
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	453	Stadt													
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	454	der													
30	30	88	88	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	455	Un-													
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	456	-be-													
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	457	-stän-													
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	458	-dig-													
30	30	87	87	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	459														
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	460														
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	461														
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	462														
30	30	88	88	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	463														
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	464														
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	465														
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	466														
30	30	89	89	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	467														
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	468														
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	469														
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	470														
30	30	87	87	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	471										20				
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	472										20				
30	30	88	88	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	473										20				
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	474										20				
30	30	89	89	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	475										20				
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	476														
31	31	90	90	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	477	-keit!													
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	478	an													
31	31	90	90	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	479														
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	480														
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	481														
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	482														
31	31	91	91	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	483														
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	484														
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	485														
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	486														
31	31	92	92	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	487														
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	488														
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	489														
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	490														
31	31	90	90	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	491										21				
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	492										21				
31	31	91	91	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	493										21				
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	494										21				
31	31	92	92	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	495										21				
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	496														
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	497	dei-													
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	498	-nen													
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	499	blan-													
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	500	-ken													
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	501	Fen-													
