mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
61	61	727/4	727/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1047														
61	61	729/4	729/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1048														
61	61	731/4	731/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1049														
61	61	180	180	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1050														
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1051														
61	61	181	181	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1052														
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1053														
61	61	182	182	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1054														
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1055														
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1056	ich													
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1057	zu-													
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1058	-rü-		articAccentAbove											
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1059	-cke													
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1060	wie-													
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1061	-der													
62	62	733/4	733/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1062														
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1063														
62	62	737/4	737/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1064			articAccentBelow											
62	62	739/4	739/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1065														
62	62	741/4	741/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1066														
62	62	743/4	743/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1067														
62	62	183	183	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1068														
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1069														
62	62	184	184	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1070			articAccentBelow											
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1071														
62	62	185	185	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1072														
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1073														
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1074	wan-		articAccentAbove											
63	63	373/2	373/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	1075	-ken,													
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1076	vor													
63	63	187	187	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	1077	-ih-													
63	63	745/4	745/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1078			articAccentBelow											
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1079														
63	63	749/4	749/4	0.0	5/16	5/16	Dynamic	3/4	2	1	0					fp												
63	63	749/4	749/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1080														
63	63	375/2	375/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																16	
63	63	751/4	751/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1081													16	
63	63	753/4	753/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1082													16	
63	63	755/4	755/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1083													16	
63	63	186	186	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1084			articAccentAbove											
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1085														
63	63	187	187	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1086														
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1087														
63	63	188	188	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1088														
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1089														
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	1090														
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1091	-rem													
64	64	190	190	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1092	Hau-													
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1093	-se													
64	64	191	191	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1094	stil-													
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1095	-le													
64	64	189	189	0.0	0	0	Spanner	3/4	2	1	0																	
64	64	757/4	757/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1096														
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1097														
64	64	761/4	761/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1098														
64	64	763/4	763/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1099														
64	64	765/4	765/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1100														
64	64	767/4	767/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1101														
64	64	189	189	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1102														
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1103														
64	64	190	190	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1104														
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1105														
64	64	191	191	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1106														
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1107														
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1108	stehn,													
65	65	769/4	769/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1109														
65	65	771/4	771/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1110														
65	65	773/4	773/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1111														
65	65	387/2	387/2	0.0	3/8	3/8	StaffText	3/4	2	1	0							decresc.										
65	65	775/4	775/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1112														
65	65	777/4	777/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1113														
65	65	779/4	779/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1114														
65	65	192	192	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1115														
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1116														
65	65	193	193	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1117														
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1118														
65	65	194	194	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1119														
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1120														
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1121	vor													
66	66	196	196	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	1122	ih-									36				
66	66	589/3	589/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	1123														
66	66	590/3	590/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	1124	rem													
66	66	197	197	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	1125	Hau-									37				
66	66	592/3	592/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	1126														
66	66	593/3	593/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	1127	-se													
66	66	781/4	781/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	1128														
66	66	783/4	783/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1129														
66	66	785/4	785/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	1130														
66	66	787/4	787/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1131														
66	66	789/4	789/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	1132														
66	66	791/4	791/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1133														
66	66	195	195	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1134														
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1135														
66	66	196	196	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1136														
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1137														
66	66	197	197	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1138														
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1139														
67	67	198	198	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	1140	Stil-													
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1141	-le													
67	67	198	198	0.0	0	0	Dynamic	3/4	2	1	0					pp												
67	67	198	198	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1142														
67	67	198	198	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1143														
68	68	201	201	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1144	-stehn.													
68	68	201	201	0.25	0	0	Chord	3/4	2	1	1/16	1/16	1	1145														
68	68	403/2	403/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	1146														
68	68	202	202	0.0	1/4	1/4	Spanner	3/4	2	1	0															0		
68	68	202	202	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	1147												0		
68	68	405/2	405/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	1148												0		
68	68	203	203	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	1149												0		
68	68	407/2	407/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	1150												0		
68	68	201	201	0.5	0	0	Chord	3/4	3	1	1/8	1/8	1	1151														
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1152														
68	68	202	202	0.5	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1153														
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1154														
68	68	203	203	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1155														
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1156														
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1157														
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																	
69	69	204	204	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1158														
69	69	204	204	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1159														
