mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	261	Haus													
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	262	hab-													
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	263										60				
38	38	75	75	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	264														
38	38	74	74	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	265														
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	266			articStaccatoAbove											
39	39	76	76	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	267	ob-													
39	39	307/4	307/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	268	-dach													
39	39	77	77	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	269	ich									61				
39	39	309/4	309/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	270														
39	39	155/2	155/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	271	ge-									62				
39	39	311/4	311/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	272														
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	273										63				
39	39	77	77	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	274														
39	39	76	76	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	275														
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	276														
40	40	78	78	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	277	-fun-													
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	278	-den;													
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	279										64				
40	40	79	79	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	280														
40	40	78	78	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	281														
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	282														
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	283										65				
41	41	81	81	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	284														
41	41	80	80	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	285														
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	286														
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	287	doch													
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	288	mei-													
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	289	-ne													
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	290	Glie-													
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	291	-der													
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	292										66				
42	42	83	83	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	293														
42	42	82	82	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	294														
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	295														
43	43	84	84	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	296	ruhn													
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	297	nicht													
43	43	85	85	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	298	aus;													
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	299	so													
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	300														
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	301														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	302														
43	43	84	84	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	303														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	304														
44	44	86	86	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	305	bren-													
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306	-nen													
44	44	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	307	ih-													
44	44	175/2	175/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	308	-re													
44	44	351/4	351/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	309														
44	44	86	86	0.0	0	0	Spanner	2/4	2	1	0															2			
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	310										67	2			
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	311										67	2			
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	312										67	2			
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	313											2			
44	44	86	86	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	314										68				
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	315										68				
44	44	87	87	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	316										68				
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	317														
45	45	88	88	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	318	Wun-													
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	319	-den.													
45	45	88	88	0.0	0	0	Spanner	2/4	2	1	0																		
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	320										69				
45	45	89	89	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	321														
45	45	88	88	0.0	0	0	Dynamic	2/4	3	1	0						p												
45	45	88	88	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	322														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	323														
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	324	Auch													
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	325										70				
46	46	91	91	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	326														
46	46	90	90	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	327														
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	328														
47	47	92	92	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	329	du,													
47	47	371/4	371/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	330	mein													
47	47	93	93	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	331	Herz,													
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	332	in													
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	333			articAccentBelow							71				
47	47	93	93	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	334														
47	47	92	92	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	335														
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	336														
48	48	94	94	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	337	Kampf													
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	338	und													
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	339	Sturm													
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	340	so													
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	341			articAccentBelow							72				
48	48	95	95	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	342														
48	48	94	94	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	343														
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	344														
49	49	96	96	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	345	wild													
49	49	387/4	387/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	346	und													
49	49	97	97	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	347	so													
49	49	391/4	391/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	348	ver-													
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	349			articAccentBelow							73				
49	49	97	97	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	350														
49	49	96	96	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	351														
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	352														
50	50	98	98	0.0	0	0	StaffText	2/4	1	1	0								(leise)										
50	50	98	98	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	353														
50	50	98	98	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	354	-we-													
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	355	-gen,													
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	356	fühlst													
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	357			articAccentBelow							74				
50	50	99	99	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	358														
50	50	98	98	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	359														
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	360														
51	51	100	100	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	361	in									75				
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	362														
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	363	der									76				
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	364														
51	51	101	101	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	365	Still									77				
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	366														
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	367	erst									78				
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	368														
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	369										79				
51	51	101	101	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	370														
51	51	100	100	0.0	0	0	Dynamic	2/4	3	1	0						pp												
51	51	100	100	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	371														
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	372														
52	52	102	102	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	373	dei-									80				
52	52	409/4	409/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	374														
52	52	205/2	205/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	375	-nen									81				
52	52	411/4	411/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	376														
52	52	103	103	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	377	Wurm													
52	52	205/2	205/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	378										82				
52	52	103	103	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	379														
52	52	102	102	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	380														
52	52	207/2	207/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	381														
53	53	211/2	211/2	0.0	3/8	3/8	StaffText	2/4	1	1	0								(stark)										
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	382	mit													
53	53	209/2	209/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															3			
53	53	209/2	209/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	383										83	3			
53	53	105	105	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	384											3			
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	385											3			
53	53	104	104	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	386														
53	53	211/2	211/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	387														
54	54	106	106	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	388	hei-									84				
54	54	425/4	425/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	389														
54	54	213/2	213/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	390	-ssem									85				
54	54	427/4	427/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	391														
54	54	107	107	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	392	Stich									86				
54	54	429/4	429/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	393														
54	54	215/2	215/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	394	sich									87				
54	54	431/4	431/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	395														
54	54	106	106	0.0	0	0	Spanner	2/4	2	1	0																		
54	54	213/2	213/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
54	54	213/2	213/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																		1
54	54	213/2	213/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	396														1
54	54	107	107	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	397														1
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	398														1
54	54	106	106	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	399														
54	54	215/2	215/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	400														
55	55	108	108	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	401	re-									88				
55	55	435/4	435/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	402														
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	403	-gen,													
55	55	108	108	0.0	0	0	Spanner	2/4	2	1	0																		
55	55	217/2	217/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																	1	
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	404										89			1	
55	55	109	109	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	405													1	
55	55	108	108	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	406														
55	55	219/2	219/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	407														
56	56	223/2	223/2	0.0	3/8	3/8	StaffText	2/4	1	1	0								(leise)										
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	408	fühlst													
56	56	110	110	0.0	0	0	Dynamic	2/4	2	1	0						pp												
56	56	110	110	0.0	0	0	Spanner	2/4	2	1	0																		
56	56	221/2	221/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	409										90				
56	56	111	111	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	410														
56	56	110	110	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	411														
56	56	223/2	223/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	412														
57	57	112	112	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	413	in									91				
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	414														
57	57	225/2	225/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	415	der									92				
57	57	451/4	451/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	416														
57	57	113	113	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	417	Still									93				
57	57	453/4	453/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	418														
57	57	227/2	227/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	419	erst									94				
57	57	455/4	455/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	420														
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	421										95				
57	57	113	113	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	422														
57	57	112	112	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	423														
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	424														
58	58	114	114	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	425	dei-									96				
58	58	457/4	457/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	426														
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	427	-nen									97				
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	428														
58	58	115	115	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	429	Wurm													
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	430										98				
58	58	115	115	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	431														
58	58	114	114	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	432														
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	433														
59	59	235/2	235/2	0.0	3/8	3/8	StaffText	2/4	1	1	0								(stark)										
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	434	mit													
59	59	233/2	233/2	0.0	1/8	1/8	Spanner	2/4	2	1	0															4			
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	435											4			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	436											4			
59	59	235/2	235/2	0.0	3/8	3/8	Spanner	2/4	2	1	0															4			2
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	437											4			2
59	59	116	116	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	438														
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	439														
60	60	118	118	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	440	hei-									99				
60	60	473/4	473/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	441														
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	442	ssem									100				
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	443														
60	60	119	119	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	444	Stich									101				
60	60	477/4	477/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	445														
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	446	sich									102				
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	447														
60	60	118	118	0.0	0	0	Spanner	2/4	2	1	0																		
60	60	118	118	0.0	0	0	Spanner	2/4	2	1	0																		
60	60	237/2	237/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f												
60	60	237/2	237/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																	2	
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	448													2	
60	60	119	119	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	449														
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	450														
60	60	118	118	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	451														
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	452														
61	61	120	120	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	453	re-													
61	61	121	121	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	454	-gen!													
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	455														
61	61	241/2	241/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	456										103				
61	61	121	121	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	457			articAccentBelow											
61	61	120	120	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	458														
61	61	121	121	0.0	1/4	1/4	Dynamic	2/4	3	1	0						p												
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	459														
62	62	245/2	245/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	460										104				
62	62	123	123	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	461			articAccentBelow											
62	62	122	122	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	462														
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	463														
63	63	249/2	249/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	464										105				
63	63	125	125	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	465			articAccentBelow											
63	63	124	124	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	466														
63	63	251/2	251/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	467														
64	64	253/2	253/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	468										106				
64	64	127	127	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	469			articAccentBelow											
64	64	126	126	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	470														
64	64	255/2	255/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	471														
65	65	257/2	257/2	0.0	1/8	1/8	Spanner	2/4	2	1	0																2		
65	65	257/2	257/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	472										107		2		
65	65	129	129	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	473			articAccentBelow									2		
65	65	128	128	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	474														
65	65	259/2	259/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	475														
66	66	130	130	0.0	0	0	Spanner	2/4	2	1	0																		
66	66	261/2	261/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	476										108				
66	66	131	131	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	477			articAccentBelow											
66	66	130	130	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	478														
66	66	263/2	263/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	479														
67	67	132	132	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	480														
67	67	132	132	0.0	0	0	Dynamic	2/4	3	1	0						pp												
67	67	132	132	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	481														
