mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	260															
24	24	46	46	0.0	0	0	Dynamic	2/4	3	1	0						fp												
24	24	46	46	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	261															
24	24	93/2	93/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	262															
24	24	47	47	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	263															
24	24	95/2	95/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	264															
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	265	nun	und													
25	25	48	48	0.0	0	0	Dynamic	2/4	2	1	0						fp												
25	25	48	48	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	266				articAccentAbove											
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	267															
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	268															
25	25	48	48	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	269															
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	270															
25	25	49	49	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	271															
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	272															
26	26	50	50	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	273	ist	auf													
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	274	die	den													
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	275	Welt	weis-													
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	276	so	-sen													
26	26	50	50	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	277				articAccentAbove											
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	278															
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	279															
26	26	50	50	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	280															
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	281															
26	26	51	51	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	282															
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	283															
27	27	52	52	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	284	trü-	Mat-										37			
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	285															
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	286	-be,	-ten													
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	287	der	such										38			
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	288															
27	27	52	52	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	289				articAccentAbove											
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	290															
27	27	53	53	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	291															
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	292															
27	27	52	52	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	293															
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	294															
27	27	53	53	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	295															
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	296															
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	297	Weg	ich													
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	298	ge-	des													
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	299	-hüllt	Wil-													
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	300	in	-des													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	301															
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	302															
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	303															
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	304															
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	305															
28	28	54	54	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	306															
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	307															
28	28	55	55	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	308															
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	309															
28	28	54	54	0.5	0	0	Chord	2/4	3	2	1/8	1/8	1	310															
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	3	2	1/8	1/8	1	311															
28	28	55	55	0.5	1/4	1/4	Chord	2/4	3	2	1/8	1/8	1	312															
28	28	111/2	111/2	0.375	3/8	3/8	Chord	2/4	3	2	3/32	1/16	3/2	313															
28	28	447/8	447/8	0.125	15/32	15/32	Chord	2/4	3	2	1/32	1/32	1	314				articAccentBelow											
29	29	56	56	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	315	Schnee,	Tritt,													
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	316	nun	und													
29	29	56	56	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	317															
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	318															
29	29	57	57	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	319															
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	320															
29	29	56	56	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	321															
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	322															
29	29	57	57	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	323															
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	324															
30	30	58	58	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	325	ist	auf													
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	326	die	den													
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	327	Welt	weis-													
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	328	so	-sen													
30	30	58	58	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	329				articAccentAbove											
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	330															
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	331															
30	30	58	58	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	332															
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	333															
30	30	59	59	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	334															
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	335															
31	31	60	60	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	336	trü-	Mat-										39			
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	337															
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	338	-be,	-ten													
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	339	der	such										40			
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	340															
31	31	60	60	0.75	0	0	Chord	2/4	2	1	3/16	1/8	3/2	341				articAccentAbove											
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	342															
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	343															
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	344															
31	31	60	60	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	345															
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	346															
31	31	61	61	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	347															
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	348															
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	349	Weg	ich													
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	350	ge-	des													
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	351	-hüllt	Wil-													
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	352	in	-des													
32	32	62	62	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	353															
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	354															
32	32	63	63	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	355															
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	356															
32	32	62	62	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	357															
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	358															
32	32	63	63	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	359															
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	360															
32	32	62	62	0.5	0	0	Chord	2/4	3	2	1/8	1/8	1	361															
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	3	2	1/8	1/8	1	362															
32	32	63	63	0.5	1/4	1/4	Chord	2/4	3	2	1/8	1/8	1	363															
32	32	127/2	127/2	0.375	3/8	3/8	Chord	2/4	3	2	3/32	1/16	3/2	364				articAccentBelow											
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	3	2	1/32	1/32	1	365															
33	33	64	64	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	366	Schnee	Tritt.													
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	367															
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	368												41			
33	33	64	64	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	369															
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	370															
33	33	65	65	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	371															
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	372															
33	33	64	64	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	373															
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	374															
33	33	65	65	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	375															
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	376															
34	34	66	66	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	377												41			
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	378												41			
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	379															
34	34	135/2	135/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																	2	
34	34	135/2	135/2	0.375	3/8	3/8	Chord	2/4	2	1	3/32	1/16	3/2	380												42		2	
34	34	543/8	543/8	0.0	15/32	15/32	Spanner	2/4	2	1	0															42			
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32	1/32	1	381												42			
34	34	66	66	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	382															
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	383															
34	34	67	67	0.5	1/4	1/4	Chord	2/4	2	2	1/8	1/8	1	384															
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	2	2	1/8	1/8	1	385												43			
34	34	66	66	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	386															
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	387															
34	34	67	67	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	388															
34	34	135/2	135/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						fp												
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	389															
35	35	68	68	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	390												44			
35	35	69	69	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	391															
35	35	139/2	139/2	0.0	3/8	3/8	Spanner	2/4	2	1	0																	3	
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	392												45		3	
35	35	68	68	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	393															
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	394															
35	35	69	69	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	395															
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	396															
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																		
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	397												46			
36	36	71	71	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	398															
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	399												47			
36	36	70	70	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	400															
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	401															
36	36	71	71	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	402															
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	403												48			
37	37	72	72	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	404															
37	37	73	73	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	405				ornamentShortTrill								49			
37	37	293/4	293/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	406												49			
37	37	147/2	147/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	407												49			
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	408															
37	37	72	72	1.0	0	0	Chord	2/4	2	2	1/4	1/4	1	409															
37	37	73	73	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	410															
37	37	72	72	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	411															
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	412															
37	37	73	73	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	413															
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	414															
38	38	74	74	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	415															
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	416															
38	38	75	75	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	417															
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	418															
38	38	74	74	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	419															
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	420															
38	38	75	75	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	421															
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	422															
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	423	Was														
39	39	76	76	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	424															
39	39	153/2	153/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0						pp												
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	425															
39	39	77	77	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	426															
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	427															
39	39	76	76	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	428				articStaccatoBelow											
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	429															
39	39	77	77	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	430															
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	431															
40	40	78	78	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	432	soll														
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	433	ich														
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	434	län-														
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	435	-ger														
40	40	78	78	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	436															
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	437															
40	40	79	79	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	438															
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	439															
40	40	78	78	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	440															
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	441															
40	40	79	79	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	442															
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	443															
41	41	80	80	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	444	wei-														
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	445															
41	41	81	81	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	446	-len,														
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	447	dass														
41	41	80	80	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	448															
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	449															
41	41	81	81	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	450															
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	451															
41	41	80	80	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	452															
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	453															
41	41	81	81	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	454															
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	455															
42	42	82	82	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	456	man														
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	457	mich														
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	458															
42	42	83	83	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	459	trieb														
42	42	167/2	167/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	460	hin-														
42	42	335/4	335/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	461															
42	42	82	82	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	462															
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	463															
42	42	83	83	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	464															
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	465															
42	42	82	82	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	466															
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	467															
42	42	83	83	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	468															
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	469															
43	43	84	84	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	470	-aus?														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	471	Lass														
43	43	84	84	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	472															
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	473															
43	43	85	85	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	474															
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	475															
43	43	84	84	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	476															
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	477															
43	43	85	85	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	478															
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	479															
44	44	86	86	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	480	ir-														
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	481	-re														
44	44	87	87	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	482	Hun-														
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	483	-de														
44	44	86	86	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	484															
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	485															
44	44	87	87	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	486															
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	487															
44	44	86	86	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	488															
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	489															
44	44	87	87	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	490															
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	491															
45	45	88	88	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	492	heu-														
45	45	355/4	355/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	493															
45	45	89	89	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	494	-len														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	495	vor														
45	45	88	88	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	496															
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	497															
45	45	89	89	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	498															
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	499															
45	45	88	88	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	500															
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	501															
45	45	89	89	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	502															
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	503															
46	46	90	90	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	504	ih-														
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	505	-res														
46	46	363/4	363/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	506															
46	46	91	91	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	507	her-														
46	46	183/2	183/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	508	-ren														
46	46	367/4	367/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	509															
46	46	90	90	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	510															
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	511															
46	46	91	91	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	512															
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	513															
46	46	90	90	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	514															
46	46	181/2	181/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	515															
46	46	91	91	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	516															
46	46	183/2	183/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	517															
47	47	92	92	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	518	Haus!														
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	519	Die														
47	47	92	92	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	520															
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	521															
47	47	93	93	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	522															
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	523															
47	47	92	92	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	524															
47	47	185/2	185/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	525															
47	47	93	93	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	526															
47	47	187/2	187/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	527															
48	48	94	94	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	528	Lie-														
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	529	-be														
48	48	95	95	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	530	liebt														
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	531	das														
48	48	94	94	0.0	0	0	Dynamic	2/4	2	1	0						pp												
48	48	94	94	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	532															
48	48	189/2	189/2	0.0	1/8	1/8	StaffText	2/4	2	1	0								ligato										
48	48	189/2	189/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	533															
48	48	379/4	379/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	534															
48	48	95	95	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	535															
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	536															
48	48	94	94	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	537															
48	48	189/2	189/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	538															
48	48	95	95	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	539															
48	48	191/2	191/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	540															
49	49	96	96	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	541	Wan-														
