mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	236	"<font face=""Times New Roman""/>mei-"													
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	237	"-<font face=""Times New Roman""/>ner"													
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	238			articAccentBelow											
27	27	53	53	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	239			articStaccatoBelow							19				
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	240			articStaccatoBelow							19				
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	241			articStaccatoBelow							19				
27	27	215/4	215/4	0.0	7/16	7/16	Spanner	2/4	2	1	0																		2
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	242			articStaccatoBelow											2
27	27	52	52	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	243														
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	244														
27	27	53	53	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	245			articStaccatoAbove							20				
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	246			articStaccatoAbove							20				
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	247			articStaccatoAbove							20				
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	248			articStaccatoAbove											
28	28	54	54	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	249	"<font face=""Times New Roman""/>Lieb-"									21				
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	250														
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	251	"-<font face=""Times New Roman""/>sten"													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	252	"<font face=""Times New Roman""/>und"													
28	28	54	54	0.0	0	0	Spanner	2/4	2	1	0																		
28	28	54	54	0.0	0	0	Spanner	2/4	2	1	0																	2	
28	28	54	54	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	253													2	
28	28	217/4	217/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																		
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	254														
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	255														
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	256														
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	257														
28	28	54	54	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	258														
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	259														
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	260														
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	261														
28	28	55	55	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	262														
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	263	"<font face=""Times New Roman""/>Stund"									22				
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	264														
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	265	"<font face=""Times New Roman""/>und"													
29	29	57	57	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	266	"<font face=""Times New Roman""/>Tag"													
29	29	231/4	231/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	267	"<font face=""Times New Roman""/>hin-"									23				
29	29	463/8	463/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	268														
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	269														
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	270														
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	271														
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	272														
29	29	56	56	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	273														
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	274														
29	29	57	57	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	275														
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	276														
30	30	58	58	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	277	"-<font face=""Times New Roman""/>ein:"													
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	278	"<font face=""Times New Roman""/>den"													
30	30	233/4	233/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	279														
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	280														
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	281														
30	30	59	59	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	282														
30	30	58	58	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	283														
30	30	59	59	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	284														
31	31	60	60	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	285	"<font face=""Times New Roman""/>Tag"													
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	286	"<font face=""Times New Roman""/>des"													
31	31	61	61	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	287	"<font face=""Times New Roman""/>er-"													
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	288	"-<font face=""Times New Roman""/>sten"													
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	289														
31	31	61	61	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	290														
31	31	367/6	367/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	291														
31	31	184/3	184/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	292														
31	31	123/2	123/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	293														
31	31	185/3	185/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	294														
31	31	371/6	371/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	295														
31	31	60	60	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	296														
31	31	61	61	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	297														
31	31	367/6	367/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	298														
31	31	184/3	184/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	299														
31	31	123/2	123/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	300														
31	31	185/3	185/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	301														
31	31	371/6	371/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	302														
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	303	"<font face=""Times New Roman""/>Gru-"													
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	304	"-<font face=""Times New Roman""/>sses,"													
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	305	"<font face=""Times New Roman""/>den"													
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	306														
32	32	63	63	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	307														
32	32	379/6	379/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	308														
32	32	190/3	190/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	309														
32	32	127/2	127/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	310														
32	32	191/3	191/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	311														
32	32	383/6	383/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	312														
32	32	62	62	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	313														
32	32	63	63	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	314														
32	32	379/6	379/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	315														
32	32	190/3	190/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	316														
32	32	127/2	127/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	317														
32	32	191/3	191/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	318														
32	32	383/6	383/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	319														
33	33	64	64	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	320	"<font face=""Times New Roman""/>Tag,"													
33	33	259/4	259/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	321	"<font face=""Times New Roman""/>an"													
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	322	"<font face=""Times New Roman""/>dem"									24				
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	323														
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	324	"<font face=""Times New Roman""/>ich"									25				
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	325														
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	326														
33	33	65	65	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	327														
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	328														
33	33	131/2	131/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	329														
33	33	263/4	263/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	330														
33	33	64	64	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	331														
33	33	65	65	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	332														
33	33	391/6	391/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	333														
33	33	196/3	196/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	334														
33	33	131/2	131/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	335														
33	33	197/3	197/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	336														
33	33	395/6	395/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	337														
34	34	66	66	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/8	1	338														
34	34	66	66	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	339	ging;													
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	340	"<font face=""Times New Roman""/>um"													
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	341														
34	34	67	67	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	342														
34	34	403/6	403/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	343														
34	34	202/3	202/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	344														
34	34	135/2	135/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	345														
34	34	203/3	203/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	346														
34	34	407/6	407/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	347														
34	34	66	66	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	348														
34	34	67	67	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	349														
34	34	403/6	403/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	350														
34	34	202/3	202/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	351														
34	34	135/2	135/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	352														
34	34	203/3	203/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	353														
34	34	407/6	407/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	354														
35	35	68	68	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	355	"<font face=""Times New Roman""/>Nam"													
35	35	275/4	275/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	356	"<font face=""Times New Roman""/>und"													
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	357	"<font face=""Times New Roman""/>Zah-"													
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	358	"-<font face=""Times New Roman""/>len"													
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	359														
35	35	69	69	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	360														
35	35	415/6	415/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	361														
35	35	208/3	208/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	362														
35	35	139/2	139/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	363														
35	35	209/3	209/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	364														
35	35	419/6	419/6	0.0	11/24	11/24	Spanner	2/4	2	1	0																		3
35	35	419/6	419/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	365														3
35	35	68	68	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	366														
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	367														
35	35	69	69	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	368														
35	35	415/6	415/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	369														
35	35	208/3	208/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	370														
35	35	139/2	139/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	371														
35	35	209/3	209/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	372														
35	35	419/6	419/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	373														
36	36	70	70	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	374	"<font face=""Times New Roman""/>win-"									26				
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	375														
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	376	"-<font face=""Times New Roman""/>det"													
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	377	"<font face=""Times New Roman""/>sich"													
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																		
36	36	70	70	0.0	0	0	Spanner	2/4	2	1	0																	3	
36	36	70	70	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	378													3	
36	36	421/6	421/6	0.0	1/24	1/24	Spanner	2/4	2	1	0																		
36	36	421/6	421/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	379														
36	36	211/3	211/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	380														
36	36	141/2	141/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	381														
36	36	212/3	212/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	382														
36	36	425/6	425/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	383														
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	384														
36	36	70	70	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	385														
36	36	421/6	421/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	386														
36	36	211/3	211/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	387														
36	36	141/2	141/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	388														
36	36	212/3	212/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	389														
36	36	425/6	425/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	390														
36	36	71	71	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	391														
37	37	72	72	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	392	"<font face=""Times New Roman""/>ein"									27				
37	37	289/4	289/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	393														
37	37	145/2	145/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	394	"<font face=""Times New Roman""/>zer-"									28				
37	37	291/4	291/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	395														
37	37	73	73	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	396	"-<font face=""Times New Roman""/>broch-"													
37	37	295/4	295/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	397	"-<font face=""Times New Roman""/>ner"													
37	37	145/2	145/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	398														
37	37	218/3	218/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	399														
37	37	437/6	437/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	400														
37	37	147/2	147/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	401														
37	37	221/3	221/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	402														
37	37	443/6	443/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	403														
37	37	72	72	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	404														
37	37	433/6	433/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	405														
37	37	217/3	217/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	406														
37	37	73	73	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	407														
37	37	439/6	439/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	408														
37	37	220/3	220/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	409														
38	38	74	74	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	410	"<font face=""Times New Roman""/>Ring."													
38	38	149/2	149/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	411														
38	38	224/3	224/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	412														
38	38	449/6	449/6	0.0	5/24	5/24	Spanner	2/4	2	1	0																0		
38	38	449/6	449/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	413												0		
38	38	151/2	151/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	414												0		
38	38	227/3	227/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	415												0		
38	38	455/6	455/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	416												0		
38	38	74	74	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	417														
38	38	445/6	445/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	418														
38	38	223/3	223/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	419														
38	38	75	75	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	420														
38	38	451/6	451/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	421														
38	38	226/3	226/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	422														
38	38	75	75	0.16666666666666666	1/4	1/4	Chord	2/4	3	2	1/24		1/16	2/3	423														
38	38	451/6	451/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	2	1/24		1/16	2/3	424														
38	38	226/3	226/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	2	1/24		1/16	2/3	425														
39	39	76	76	0.0	0	0	Spanner	2/4	2	1	0																		
39	39	153/2	153/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	426														
39	39	230/3	230/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	427														
39	39	461/6	461/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	428														
39	39	155/2	155/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	429														
39	39	233/3	233/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	430														
39	39	467/6	467/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	431														
39	39	76	76	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	432														
39	39	457/6	457/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	433														
39	39	229/3	229/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	434														
39	39	77	77	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	435														
39	39	463/6	463/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	436														
39	39	232/3	232/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	437														
40	40	159/2	159/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						pp												
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	438														
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	439	"<font face=""Times New Roman""/>Mein"													
41	41	80	80	0.0	0	0	Dynamic	2/4	2	1	0						p												
41	41	161/2	161/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	440			articStaccatissimoBelow											
41	41	163/2	163/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	441			articStaccatissimoBelow											
41	41	80	80	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	442										29				
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	443										29				
41	41	81	81	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	444										29				
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	445														
42	42	82	82	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	446	"<font face=""Times New Roman""/>Herz,"													
42	42	165/2	165/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	447			articStaccatissimoBelow											
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	448			articStaccatissimoBelow											
42	42	82	82	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	449										30				
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	450										30				
42	42	83	83	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	451														
42	42	167/2	167/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	452														
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	453	"<font face=""Times New Roman""/>in"													
43	43	85	85	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	454	"<font face=""Times New Roman""/>die-"													
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	455	"-<font face=""Times New Roman""/>sem"													
43	43	169/2	169/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	456														
43	43	171/2	171/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	457														
43	43	84	84	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	458										31				
43	43	339/4	339/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	459										31				
43	43	85	85	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	460										31				
43	43	343/4	343/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	461														
44	44	86	86	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	462	"<font face=""Times New Roman""/>Ba-"													
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	463	"-<font face=""Times New Roman""/>che"													
44	44	173/2	173/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	464														
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	465														
44	44	86	86	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	466										32				
44	44	347/4	347/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	467										32				
44	44	87	87	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	468														
44	44	175/2	175/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	469										33				
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	470	"<font face=""Times New Roman""/>er-"													
45	45	88	88	0.0	0	0	Dynamic	2/4	2	1	0						ppp												
45	45	177/2	177/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	471														
45	45	179/2	179/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	472														
45	45	88	88	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	473										34				
45	45	89	89	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	474														
46	46	90	90	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	475	"-<font face=""Times New Roman""/>kennst"									35				
46	46	361/4	361/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	476														
46	46	181/2	181/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	477	"<font face=""Times New Roman""/>du"									36				
