mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	0.5	0	0	3/4	1	1	0	.g.i	dcml
1	1	1/2	0.5	1/8	1/8	3/4	1	1	0	V64	dcml
1	1	1	0.5	1/4	1/4	3/4	1	1	0	i6	dcml
1	1	3/2	0.5	3/8	3/8	3/4	1	1	0	I6	dcml
1	1	2	0.5	1/2	1/2	3/4	1	1	0	V2	dcml
1	1	5/2	0.5	5/8	5/8	3/4	1	1	0	V(#7)	dcml
2	2	3	3.0	0	0	3/4	1	1	0	V	dcml
3	3	6	0.5	0	0	3/4	1	1	0	i	dcml
3	3	13/2	0.5	1/8	1/8	3/4	1	1	0	V64	dcml
3	3	7	0.5	1/4	1/4	3/4	1	1	0	i6	dcml
3	3	15/2	0.5	3/8	3/8	3/4	1	1	0	I6	dcml
3	3	8	0.5	1/2	1/2	3/4	1	1	0	V2	dcml
3	3	17/2	0.5	5/8	5/8	3/4	1	1	0	V(#7)	dcml
4	4	9	3.0	0	0	3/4	1	1	0	V	dcml
5	5	12	0.5	0	0	3/4	1	1	0	iv	dcml
5	5	25/2	0.5	1/8	1/8	3/4	1	1	0	i64	dcml
5	5	13	0.5	1/4	1/4	3/4	1	1	0	iv6	dcml
5	5	27/2	0.5	3/8	3/8	3/4	1	1	0	IV6	dcml
5	5	14	0.5	1/2	1/2	3/4	1	1	0	i2	dcml
5	5	29/2	0.5	5/8	5/8	3/4	1	1	0	i(#7)	dcml
6	6	15	3.0	0	0	3/4	1	1	0	i	dcml
7	7	18	0.5	0	0	3/4	1	1	0	V64	dcml
7	7	37/2	0.5	1/8	1/8	3/4	1	1	0	i6	dcml
7	7	19	0.5	1/4	1/4	3/4	1	1	0	V2	dcml
7	7	39/2	0.5	3/8	3/8	3/4	1	1	0	i6	dcml
7	7	20	0.5	1/2	1/2	3/4	1	1	0	V64	dcml
7	7	41/2	0.5	5/8	5/8	3/4	1	1	0	i6	dcml
8	8	21	3.0	0	0	3/4	1	1	0	i	dcml
9	9	24	0.5	0	0	3/4	1	1	0	V64	dcml
9	9	49/2	0.5	1/8	1/8	3/4	1	1	0	i6	dcml
9	9	25	0.5	1/4	1/4	3/4	1	1	0	V2	dcml
