mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
39	39	76	1.0	0	0	2/4	1	1	0	i.i6	dcml
39	39	77	2.5	1/4	1/4	2/4	1	1	0	V43\\	dcml
40	40	159/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
41	41	80	1.0	0	0	2/4	1	1	0	i	dcml
41	41	81	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
42	42	82	1.0	0	0	2/4	1	1	0	V(4)	dcml
42	42	83	1.0	1/4	1/4	2/4	1	1	0	V	dcml
43	43	84	1.0	0	0	2/4	1	1	0	i	dcml
43	43	85	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
44	44	86	0.5	0	0	2/4	1	1	0	V(4)	dcml
44	44	173/2	1.5	1/8	1/8	2/4	1	1	0	V	dcml
45	45	88	2.0	0	0	2/4	1	1	0	V(64)/#vii	dcml
46	46	90	1.0	0	0	2/4	1	1	0	iv7/#vii	dcml
46	46	91	0.5	1/4	1/4	2/4	1	1	0	V(64)/#vii	dcml
46	46	183/2	0.5	3/8	3/8	2/4	1	1	0	V7/#vii	dcml
47	47	92	1.5	0	0	2/4	1	1	0	i	dcml
47	47	187/2	0.5	3/8	3/8	2/4	1	1	0	#iii.V	dcml
48	48	94	1.0	0	0	2/4	1	1	0	i	dcml
48	48	95	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
49	49	96	1.0	0	0	2/4	1	1	0	V(4)	dcml
49	49	97	1.0	1/4	1/4	2/4	1	1	0	V	dcml
50	50	98	1.0	0	0	2/4	1	1	0	i	dcml
50	50	99	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
51	51	100	1.0	0	0	2/4	1	1	0	V(4)	dcml
51	51	101	0.5	1/4	1/4	2/4	1	1	0	V	dcml
51	51	203/2	0.5	3/8	3/8	2/4	1	1	0	V2	dcml
52	52	102	1.0	0	0	2/4	1	1	0	i.V7	dcml
52	52	103	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
53	53	104	0.5	0	0	2/4	1	1	0	i6	dcml
53	53	209/2	0.5	1/8	1/8	2/4	1	1	0	ii%43	dcml
53	53	105	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
53	53	211/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
54	54	106	1.0	0	0	2/4	1	1	0	i\\	dcml
54	54	107	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
55	55	108	1.0	0	0	2/4	1	1	0	V(4)	dcml
55	55	109	1.0	1/4	1/4	2/4	1	1	0	V	dcml
56	56	110	1.0	0	0	2/4	1	1	0	III	dcml
56	56	111	1.0	1/4	1/4	2/4	1	1	0	III6	dcml
57	57	112	0.5	0	0	2/4	1	1	0	V(94)/III	dcml
57	57	225/2	0.5	1/8	1/8	2/4	1	1	0	V(4)/III	dcml
57	57	113	1.0	1/4	1/4	2/4	1	1	0	V/III	dcml
58	58	114	2.0	0	0	2/4	1	1	0	V(64)/ii	dcml
59	59	116	1.0	0	0	2/4	1	1	0	iv7/ii	dcml
59	59	117	0.5	1/4	1/4	2/4	1	1	0	V(64)/ii	dcml
59	59	235/2	0.5	3/8	3/8	2/4	1	1	0	V7/ii	dcml
60	60	118	2.0	0	0	2/4	1	1	0	ii\\	dcml
61	61	120	2.0	0	0	2/4	1	1	0	V7	dcml
62	62	122	1.0	0	0	2/4	1	1	0	i	dcml
62	62	123	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
63	63	124	2.0	0	0	2/4	1	1	0	V	dcml
64	64	126	1.0	0	0	2/4	1	1	0	iii	dcml
64	64	127	1.0	1/4	1/4	2/4	1	1	0	iii6	dcml
65	65	128	0.5	0	0	2/4	1	1	0	V(4)/iii	dcml
65	65	257/2	1.0	1/8	1/8	2/4	1	1	0	V/iii	dcml
65	65	259/2	0.5	3/8	3/8	2/4	1	1	0	V2/iii	dcml
66	66	130	1.0	0	0	2/4	1	1	0	V	dcml
66	66	131	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
67	67	132	0.5	0	0	2/4	1	1	0	i6	dcml
67	67	265/2	0.5	1/8	1/8	2/4	1	1	0	ii%43	dcml
67	67	133	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
67	67	267/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
68	68	134	1.0	0	0	2/4	1	1	0	#viio2	dcml
68	68	135	0.5	1/4	1/4	2/4	1	1	0	V	dcml
68	68	271/2	0.5	3/8	3/8	2/4	1	1	0	#viio43	dcml
69	69	136	0.5	0	0	2/4	1	1	0	i6	dcml
69	69	273/2	0.5	1/8	1/8	2/4	1	1	0	ii%43	dcml
69	69	137	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
69	69	275/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
70	70	138	1.0	0	0	2/4	1	1	0	i[i\\	dcml
70	70	139	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
71	71	140	1.0	0	0	2/4	1	1	0	i	dcml
71	71	141	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
72	72	142	1.0	0	0	2/4	1	1	0	i	dcml
72	72	143	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
73	73	144	1.0	0	0	2/4	1	1	0	i64	dcml
73	73	145	3.0	1/4	1/4	2/4	1	1	0	i]	dcml
