mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	1.0	0	0	2/4	1	1	0	.e.i	dcml
1	1	1	1.0	1/4	1/4	2/4	1	1	0	i2	dcml
2	2	2	1.0	0	0	2/4	1	1	0	VI	dcml
2	2	3	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
3	3	4	1.0	0	0	2/4	1	1	0	ii%65	dcml
3	3	5	1.0	1/4	1/4	2/4	1	1	0	V	dcml
4	4	6	1.0	0	0	2/4	1	1	0	i	dcml
4	4	7	1.0	1/4	1/4	2/4	1	1	0	V	dcml
5	5	8	1.0	0	0	2/4	1	1	0	i	dcml
5	5	9	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
6	6	10	1.0	0	0	2/4	1	1	0	V(4)	dcml
6	6	11	1.0	1/4	1/4	2/4	1	1	0	V	dcml
7	7	12	1.0	0	0	2/4	1	1	0	i	dcml
7	7	13	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
8	8	14	1.0	0	0	2/4	1	1	0	V(4)	dcml
8	8	15	1.0	1/4	1/4	2/4	1	1	0	V	dcml
9	9	16	4.0	0	0	2/4	1	1	0	V(64)/#vii	dcml
11	11	20	1.0	0	0	2/4	1	1	0	iv7/#vii	dcml
11	11	21	0.5	1/4	1/4	2/4	1	1	0	V(64)/#vii	dcml
11	11	43/2	0.5	3/8	3/8	2/4	1	1	0	V7/#vii	dcml
12	12	22	2.0	0	0	2/4	1	1	0	#vii\\	dcml
13	13	24	0.25	0	0	2/4	1	1	0	V	dcml
13	13	97/4	0.25	1/16	1/16	2/4	1	1	0	V7	dcml
13	13	49/2	0.25	1/8	1/8	2/4	1	1	0	V(64)	dcml
13	13	99/4	0.25	3/16	3/16	2/4	1	1	0	V7(64)	dcml
13	13	25	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
13	13	51/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
14	14	26	1.0	0	0	2/4	1	1	0	i	dcml
14	14	27	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
15	15	28	1.0	0	0	2/4	1	1	0	V(4)	dcml
15	15	29	1.0	1/4	1/4	2/4	1	1	0	V	dcml
16	16	30	1.0	0	0	2/4	1	1	0	i	dcml
16	16	31	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
17	17	32	2.0	0	0	2/4	1	1	0	V	dcml
18	18	34	4.0	0	0	2/4	1	1	0	V(64)/#vii	dcml
20	20	38	1.0	0	0	2/4	1	1	0	iv7/#vii	dcml
20	20	39	0.5	1/4	1/4	2/4	1	1	0	V(64)/#vii	dcml
20	20	79/2	0.5	3/8	3/8	2/4	1	1	0	V7/#vii	dcml
21	21	40	2.0	0	0	2/4	1	1	0	#vii\\	dcml
22	22	42	0.25	0	0	2/4	1	1	0	I.V	dcml
22	22	169/4	0.25	1/16	1/16	2/4	1	1	0	V7	dcml
22	22	85/2	0.25	1/8	1/8	2/4	1	1	0	V(64)	dcml
22	22	171/4	0.25	3/16	3/16	2/4	1	1	0	V7(64)	dcml
22	22	43	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
22	22	87/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
23	23	44	1.0	0	0	2/4	1	1	0	I	dcml
23	23	45	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
23	23	91/2	0.5	3/8	3/8	2/4	1	1	0	vii%7/V	dcml
24	24	46	0.5	0	0	2/4	1	1	0	V(64)	dcml
24	24	93/2	0.5	1/8	1/8	2/4	1	1	0	V(94)	dcml
24	24	47	0.5	1/4	1/4	2/4	1	1	0	V	dcml
24	24	95/2	0.25	3/8	3/8	2/4	1	1	0	#viio6(+4)/ii	dcml
24	24	191/4	0.25	7/16	7/16	2/4	1	1	0	#viio6/ii	dcml
25	25	48	1.0	0	0	2/4	1	1	0	ii	dcml
25	25	49	0.5	1/4	1/4	2/4	1	1	0	viio7	dcml
25	25	99/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
26	26	50	0.5	0	0	2/4	1	1	0	I	dcml
26	26	101/2	0.5	1/8	1/8	2/4	1	1	0	I(9)	dcml
26	26	51	0.5	1/4	1/4	2/4	1	1	0	I\\	dcml
26	26	103/2	0.25	3/8	3/8	2/4	1	1	0	IV6	dcml
26	26	207/4	0.25	7/16	7/16	2/4	1	1	0	IV	dcml
27	27	52	1.0	0	0	2/4	1	1	0	I6	dcml
27	27	53	0.5	1/4	1/4	2/4	1	1	0	v64	dcml
27	27	107/2	0.5	3/8	3/8	2/4	1	1	0	V6/ii	dcml
28	28	54	0.5	0	0	2/4	1	1	0	IV6(9)/IV	dcml
28	28	109/2	0.5	1/8	1/8	2/4	1	1	0	V65/IV	dcml
28	28	55	1.0	1/4	1/4	2/4	1	1	0	IV	dcml
29	29	56	1.0	0	0	2/4	1	1	0	ii65	dcml
29	29	57	1.0	1/4	1/4	2/4	1	1	0	viio7/V	dcml
30	30	58	0.25	0	0	2/4	1	1	0	V[V\\	dcml
30	30	233/4	0.25	1/16	1/16	2/4	1	1	0	V43/V	dcml
30	30	117/2	0.25	1/8	1/8	2/4	1	1	0	V	dcml
30	30	235/4	0.25	3/16	3/16	2/4	1	1	0	V6/V	dcml
30	30	59	1.0	1/4	1/4	2/4	1	1	0	V]	dcml
31	31	60	1.0	0	0	2/4	1	1	0	I	dcml
31	31	61	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
31	31	123/2	0.5	3/8	3/8	2/4	1	1	0	vii%7/V	dcml
32	32	62	0.5	0	0	2/4	1	1	0	V(64)	dcml
32	32	125/2	0.5	1/8	1/8	2/4	1	1	0	V(94)	dcml
32	32	63	0.5	1/4	1/4	2/4	1	1	0	V	dcml
32	32	127/2	0.25	3/8	3/8	2/4	1	1	0	#viio6(+4)/ii	dcml
32	32	255/4	0.25	7/16	7/16	2/4	1	1	0	#viio6/ii	dcml
33	33	64	1.0	0	0	2/4	1	1	0	ii	dcml
33	33	65	0.5	1/4	1/4	2/4	1	1	0	viio7	dcml
33	33	131/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
34	34	66	0.5	0	0	2/4	1	1	0	I	dcml
34	34	133/2	0.5	1/8	1/8	2/4	1	1	0	I(9)	dcml
34	34	67	0.5	1/4	1/4	2/4	1	1	0	I\\	dcml
34	34	135/2	0.25	3/8	3/8	2/4	1	1	0	IV6	dcml
34	34	271/4	0.25	7/16	7/16	2/4	1	1	0	IV	dcml
35	35	68	1.0	0	0	2/4	1	1	0	I6	dcml
35	35	69	0.5	1/4	1/4	2/4	1	1	0	v64	dcml
35	35	139/2	0.5	3/8	3/8	2/4	1	1	0	V6/ii	dcml
36	36	70	0.5	0	0	2/4	1	1	0	IV6(9)/IV	dcml
36	36	141/2	0.5	1/8	1/8	2/4	1	1	0	V65/IV	dcml
36	36	71	1.0	1/4	1/4	2/4	1	1	0	IV	dcml
37	37	72	1.0	0	0	2/4	1	1	0	ii65	dcml
37	37	73	1.0	1/4	1/4	2/4	1	1	0	viio7/V	dcml
38	38	74	1.0	0	0	2/4	1	1	0	V	dcml
38	38	75	1.0	1/4	1/4	2/4	1	1	0	V2	dcml
