mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	3.0	0	0	12/8	1	1	0	.D.I	dcml
1	1	3	3.0	3/4	3/4	12/8	1	1	0	I6	dcml
2	2	6	3.0	0	0	12/8	1	1	0	I	dcml
2	2	9	3.0	3/4	3/4	12/8	1	1	0	I6	dcml
3	3	12	3.0	0	0	12/8	1	1	0	ii%65	dcml
3	3	15	3.0	3/4	3/4	12/8	1	1	0	ii%43	dcml
4	4	18	3.0	0	0	12/8	1	1	0	V65/V	dcml
4	4	21	3.0	3/4	3/4	12/8	1	1	0	V43/V	dcml
5	5	24	6.0	0	0	12/8	1	1	0	V(64)	dcml
6	6	30	3.0	0	0	12/8	1	1	0	V(4)	dcml
6	6	33	3.0	3/4	3/4	12/8	1	1	0	V	dcml
7	7	36	3.0	0	0	12/8	1	1	0	I	dcml
7	7	39	3.0	3/4	3/4	12/8	1	1	0	I6	dcml
8	8	42	3.0	0	0	12/8	1	1	0	I	dcml
8	8	45	3.0	3/4	3/4	12/8	1	1	0	I6	dcml
9	9	48	3.0	0	0	12/8	1	1	0	ii%65	dcml
9	9	51	3.0	3/4	3/4	12/8	1	1	0	ii%43	dcml
10	10	54	3.0	0	0	12/8	1	1	0	ii%65	dcml
10	10	57	3.0	3/4	3/4	12/8	1	1	0	ii%43	dcml
11	11	60	3.0	0	0	12/8	1	1	0	V65/V	dcml
11	11	63	3.0	3/4	3/4	12/8	1	1	0	V43/V	dcml
12	12	66	3.0	0	0	12/8	1	1	0	V(64)	dcml
12	12	69	3.0	3/4	3/4	12/8	1	1	0	viio43/ii	dcml
13	13	72	3.0	0	0	12/8	1	1	0	V7(9)	dcml
13	13	75	3.0	3/4	3/4	12/8	1	1	0	V7(b9)	dcml
14	14	78	3.0	0	0	12/8	1	1	0	V(64)	dcml
14	14	81	3.0	3/4	3/4	12/8	1	1	0	V7	dcml
15	15	84	1.5	0	0	12/8	1	1	0	I64(11)	dcml
15	15	171/2	4.5	3/8	3/8	12/8	1	1	0	I64\\	dcml
16	16	90	6.0	0	0	12/8	1	1	0	i64	dcml
17	17	96	3.0	0	0	12/8	1	1	0	V(4)	dcml
17	17	99	1.5	3/4	3/4	12/8	1	1	0	V	dcml
17	17	201/2	1.0	9/8	9/8	12/8	1	1	0	IV	dcml
17	17	203/2	0.5	11/8	11/8	12/8	1	1	0	viio6	dcml
18	18	102	1.0	0	0	12/8	1	1	0	I(9)	dcml
18	18	103	10.5	1/4	1/4	12/8	1	1	0	I\\	dcml
19	19	227/2	0.5	11/8	11/8	12/8	1	1	0	IV.I6	dcml
20	20	114	2.5	0	0	12/8	1	1	0	I	dcml
20	20	233/2	0.5	5/8	5/8	12/8	1	1	0	#viio/ii	dcml
20	20	117	3.0	3/4	3/4	12/8	1	1	0	V43	dcml
21	21	120	0.5	0	0	12/8	1	1	0	V6	dcml
21	21	241/2	0.5	1/8	1/8	12/8	1	1	0	I	dcml
21	21	121	0.5	1/4	1/4	12/8	1	1	0	V43	dcml
21	21	243/2	1.0	3/8	3/8	12/8	1	1	0	I6	dcml
21	21	245/2	0.5	5/8	5/8	12/8	1	1	0	V43	dcml
21	21	123	0.5	3/4	3/4	12/8	1	1	0	I(#2)	dcml
21	21	247/2	2.5	7/8	7/8	12/8	1	1	0	I	dcml
22	22	126	2.5	0	0	12/8	1	1	0	I6	dcml
22	22	257/2	0.5	5/8	5/8	12/8	1	1	0	#viio/ii	dcml
22	22	129	3.0	3/4	3/4	12/8	1	1	0	V43	dcml
23	23	132	0.5	0	0	12/8	1	1	0	V6	dcml
23	23	265/2	0.5	1/8	1/8	12/8	1	1	0	I	dcml
23	23	133	0.5	1/4	1/4	12/8	1	1	0	V43	dcml
23	23	267/2	1.0	3/8	3/8	12/8	1	1	0	I6	dcml
23	23	269/2	0.5	5/8	5/8	12/8	1	1	0	V43	dcml
23	23	135	0.5	3/4	3/4	12/8	1	1	0	I(#2)	dcml
23	23	271/2	2.5	7/8	7/8	12/8	1	1	0	I	dcml
24	24	138	3.0	0	0	12/8	1	1	0	V[V2/ii	dcml
24	24	141	3.0	3/4	3/4	12/8	1	1	0	ii	dcml
25	25	144	3.0	0	0	12/8	1	1	0	V7	dcml
25	25	147	3.0	3/4	3/4	12/8	1	1	0	I	dcml
26	26	150	1.0	0	0	12/8	1	1	0	I.V43	dcml
26	26	151	0.5	1/4	1/4	12/8	1	1	0	I(#7)	dcml
26	26	303/2	0.5	3/8	3/8	12/8	1	1	0	V2	dcml
26	26	152	0.5	1/2	1/2	12/8	1	1	0	I	dcml
26	26	305/2	0.5	5/8	5/8	12/8	1	1	0	V64	dcml
