mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	2.0	0	0	2/4	1	1	0	.c.i	dcml
2	2	2	1.0	0	0	2/4	1	1	0	V/iv	dcml
2	2	3	1.0	1/4	1/4	2/4	1	1	0	V7/iv	dcml
3	3	4	2.0	0	0	2/4	1	1	0	IV64	dcml
4	4	6	2.0	0	0	2/4	1	1	0	iv64	dcml
5	5	8	1.5	0	0	2/4	1	1	0	I	dcml
5	5	19/2	0.5	3/8	3/8	2/4	1	1	0	i	dcml
6	6	10	2.0	0	0	2/4	1	1	0	V\\	dcml
7	7	12	1.5	0	0	2/4	1	1	0	i[i	dcml
7	7	27/2	0.5	3/8	3/8	2/4	1	1	0	V/iv	dcml
8	8	14	0.75	0	0	2/4	1	1	0	iv(4)	dcml
8	8	59/4	1.25	3/16	3/16	2/4	1	1	0	iv	dcml
9	9	16	2.0	0	0	2/4	1	1	0	V2	dcml
10	10	18	2.0	0	0	2/4	1	1	0	i	dcml
11	11	20	2.0	0	0	2/4	1	1	0	iv	dcml
12	12	22	2.0	0	0	2/4	1	1	0	i]	dcml
13	13	24	1.5	0	0	2/4	1	1	0	V(64)/III	dcml
13	13	51/2	0.5	3/8	3/8	2/4	1	1	0	ii65/III	dcml
14	14	26	0.5	0	0	2/4	1	1	0	III6	dcml
14	14	53/2	0.5	1/8	1/8	2/4	1	1	0	ii65/III	dcml
14	14	27	0.5	1/4	1/4	2/4	1	1	0	V(64)/III	dcml
14	14	55/2	0.5	3/8	3/8	2/4	1	1	0	V7/III	dcml
15	15	28	2.0	0	0	2/4	1	1	0	III\\	dcml
16	16	30	2.0	0	0	2/4	1	1	0	i	dcml
17	17	32	1.0	0	0	2/4	1	1	0	#viio43/iv	dcml
17	17	33	1.0	1/4	1/4	2/4	1	1	0	V2/iv	dcml
18	18	34	0.5	0	0	2/4	1	1	0	IV6	dcml
18	18	69/2	0.5	1/8	1/8	2/4	1	1	0	IV6(+#4)	dcml
18	18	35	1.0	1/4	1/4	2/4	1	1	0	IV6	dcml
19	19	36	1.0	0	0	2/4	1	1	0	V2(4)/III	dcml
19	19	37	1.0	1/4	1/4	2/4	1	1	0	V2(b9)/III	dcml
20	20	38	0.5	0	0	2/4	1	1	0	III6(9)	dcml
20	20	77/2	0.5	1/8	1/8	2/4	1	1	0	III6(7)	dcml
20	20	39	1.0	1/4	1/4	2/4	1	1	0	III6	dcml
