mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
21	21	40	1.0	0	0	2/4	1	1	0	#viio64	dcml
21	21	41	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
22	22	42	1.0	0	0	2/4	1	1	0	#viio64	dcml
22	22	43	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
23	23	44	1.0	0	0	2/4	1	1	0	#viio64	dcml
23	23	45	0.5	1/4	1/4	2/4	1	1	0	#viio43	dcml
23	23	91/2	0.5	3/8	3/8	2/4	1	1	0	.Ger6	dcml
24	24	46	1.5	0	0	2/4	1	1	0	V(64)	dcml
24	24	95/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
25	25	48	1.0	0	0	2/4	1	1	0	VI(+#2)	dcml
25	25	49	2.0	1/4	1/4	2/4	1	1	0	VI	dcml
26	26	51	7.0	1/4	1/4	2/4	1	1	0	.Ger6	dcml
30	30	58	1.5	0	0	2/4	1	1	0	V(64)	dcml
30	30	119/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
31	31	60	2.0	0	0	2/4	1	1	0	i\\	dcml
32	32	62	1.0	0	0	2/4	1	1	0	V/iv	dcml
32	32	63	1.0	1/4	1/4	2/4	1	1	0	V7/iv	dcml
33	33	64	2.0	0	0	2/4	1	1	0	IV64	dcml
34	34	66	2.0	0	0	2/4	1	1	0	iv64	dcml
35	35	68	1.5	0	0	2/4	1	1	0	I	dcml
35	35	139/2	0.5	3/8	3/8	2/4	1	1	0	i	dcml
36	36	70	2.0	0	0	2/4	1	1	0	V\\	dcml
37	37	72	1.5	0	0	2/4	1	1	0	i[i	dcml
37	37	147/2	0.5	3/8	3/8	2/4	1	1	0	V/iv	dcml
38	38	74	0.75	0	0	2/4	1	1	0	iv(4)	dcml
38	38	299/4	1.25	3/16	3/16	2/4	1	1	0	iv	dcml
39	39	76	2.0	0	0	2/4	1	1	0	V2	dcml
40	40	78	2.0	0	0	2/4	1	1	0	i	dcml
41	41	80	2.0	0	0	2/4	1	1	0	iv	dcml
42	42	82	2.0	0	0	2/4	1	1	0	i]	dcml
43	43	84	1.5	0	0	2/4	1	1	0	V(64)/III	dcml
43	43	171/2	0.5	3/8	3/8	2/4	1	1	0	ii%65/III	dcml
44	44	86	0.5	0	0	2/4	1	1	0	III6	dcml
44	44	173/2	0.5	1/8	1/8	2/4	1	1	0	ii%65/III	dcml
44	44	87	0.5	1/4	1/4	2/4	1	1	0	V(64)/III	dcml
44	44	175/2	0.5	3/8	3/8	2/4	1	1	0	V7/III	dcml
45	45	88	2.0	0	0	2/4	1	1	0	III\\	dcml
46	46	90	2.0	0	0	2/4	1	1	0	i	dcml
47	47	92	1.0	0	0	2/4	1	1	0	V2(b9)/iv	dcml
47	47	93	1.0	1/4	1/4	2/4	1	1	0	V2/iv	dcml
48	48	94	0.5	0	0	2/4	1	1	0	IV6	dcml
48	48	189/2	0.5	1/8	1/8	2/4	1	1	0	IV6(+#4)	dcml
48	48	95	1.0	1/4	1/4	2/4	1	1	0	IV6	dcml
49	49	96	1.0	0	0	2/4	1	1	0	V2(4)/III	dcml
49	49	97	1.0	1/4	1/4	2/4	1	1	0	V2(b9)/III	dcml
50	50	98	0.5	0	0	2/4	1	1	0	III6(9)	dcml
50	50	197/2	0.5	1/8	1/8	2/4	1	1	0	III6(7)	dcml
50	50	99	1.0	1/4	1/4	2/4	1	1	0	III6	dcml
51	51	100	1.0	0	0	2/4	1	1	0	#viio64	dcml
51	51	101	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
52	52	102	1.0	0	0	2/4	1	1	0	#viio64	dcml
52	52	103	1.0	1/4	1/4	2/4	1	1	0	#viio43	dcml
53	53	104	1.0	0	0	2/4	1	1	0	#viio64	dcml
53	53	105	0.5	1/4	1/4	2/4	1	1	0	#viio43	dcml
53	53	211/2	0.5	3/8	3/8	2/4	1	1	0	.Ger6	dcml
54	54	106	1.5	0	0	2/4	1	1	0	V(64)	dcml
54	54	215/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
55	55	108	0.75	0	0	2/4	1	1	0	VI(+#2)	dcml
55	55	435/4	2.25	3/16	3/16	2/4	1	1	0	VI	dcml
56	56	111	7.0	1/4	1/4	2/4	1	1	0	.Ger6	dcml
60	60	118	1.5	0	0	2/4	1	1	0	V(64)	dcml
60	60	239/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
61	61	120	2.0	0	0	2/4	1	1	0	i\\	dcml
62	62	122	1.0	0	0	2/4	1	1	0	V/iv	dcml
62	62	123	1.0	1/4	1/4	2/4	1	1	0	V7/iv	dcml
63	63	124	2.0	0	0	2/4	1	1	0	IV64	dcml
64	64	126	2.0	0	0	2/4	1	1	0	iv64	dcml
65	65	128	1.5	0	0	2/4	1	1	0	I	dcml
65	65	259/2	0.5	3/8	3/8	2/4	1	1	0	i	dcml
66	66	130	2.0	0	0	2/4	1	1	0	V	dcml
67	67	132	2.0	0	0	2/4	1	1	0	i\\	dcml
