mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
37	37	73	0.5	1/4	1/4	2/4	1	1	0	VI(b6)	dcml
37	37	147/2	0.5	3/8	3/8	2/4	1	1	0	VI	dcml
38	38	74	2.0	0	0	2/4	1	1	0	viio7/VII	dcml
39	39	76	1.0	0	0	2/4	1	1	0	VII	dcml
39	39	77	0.5	1/4	1/4	2/4	1	1	0	VII(b6)	dcml
39	39	155/2	1.0	3/8	3/8	2/4	1	1	0	VII	dcml
40	40	157/2	0.5	1/8	1/8	2/4	1	1	0	V65/VII	dcml
40	40	79	0.5	1/4	1/4	2/4	1	1	0	V2/III	dcml
40	40	159/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
41	41	80	1.0	0	0	2/4	1	1	0	VI[VI	dcml
41	41	81	0.5	1/4	1/4	2/4	1	1	0	iv6/VI	dcml
41	41	163/2	0.5	3/8	3/8	2/4	1	1	0	V65(b9)/VI	dcml
42	42	82	0.5	0	0	2/4	1	1	0	VI	dcml
42	42	165/2	1.5	1/8	1/8	2/4	1	1	0	V7/bII	dcml
43	43	84	1.5	0	0	2/4	1	1	0	V(64)/bII	dcml
43	43	171/2	0.5	3/8	3/8	2/4	1	1	0	V7/bII	dcml
44	44	86	1.5	0	0	2/4	1	1	0	V(64)/bII	dcml
44	44	175/2	0.5	3/8	3/8	2/4	1	1	0	.Ger6]	dcml
45	45	88	1.5	0	0	2/4	1	1	0	V(64)	dcml
45	45	179/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
46	46	90	6.0	0	0	2/4	1	1	0	i\\	dcml
