mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
66	65	257/2	1.0	0	0	2/4	1	1	0	V65	dcml
66	65	259/2	0.5	1/4	1/4	2/4	1	1	0	i	dcml
66	65	130	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
67	66	261/2	0.5	0	0	2/4	1	1	0	i	dcml
67	66	131	0.5	1/8	1/8	2/4	1	1	0	.bII6	dcml
67	66	263/2	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
67	66	132	0.5	3/8	3/8	2/4	1	1	0	V	dcml
68	67	265/2	4.0	0	0	2/4	1	1	0	i\\	dcml
70	69	273/2	2.0	0	0	2/4	1	1	0	V65/iv	dcml
71	70	277/2	2.0	0	0	2/4	1	1	0	IV	dcml
72	71	281/2	2.0	0	0	2/4	1	1	0	.It6	dcml
73	72	285/2	2.0	0	0	2/4	1	1	0	V(64)	dcml
74	73	289/2	2.0	0	0	2/4	1	1	0	V7/bII	dcml
75	74	293/2	2.0	0	0	2/4	1	1	0	V65/VII	dcml
76	75	297/2	1.0	0	0	2/4	1	1	0	V65	dcml
76	75	299/2	0.5	1/4	1/4	2/4	1	1	0	i	dcml
76	75	150	0.5	3/8	3/8	2/4	1	1	0	V43	dcml
77	76	301/2	0.5	0	0	2/4	1	1	0	i	dcml
77	76	151	0.5	1/8	1/8	2/4	1	1	0	.bII6	dcml
77	76	303/2	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
77	76	152	0.5	3/8	3/8	2/4	1	1	0	V	dcml
78	77	305/2	1.0	0	0	2/4	1	1	0	i\\	dcml
78	77	307/2	1.0	1/4	1/4	2/4	1	1	0	V2/iv	dcml
79	78	309/2	1.0	0	0	2/4	1	1	0	IV6	dcml
79	78	311/2	1.0	1/4	1/4	2/4	1	1	0	.Ger6	dcml
80	79	313/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
80	79	315/2	1.0	1/4	1/4	2/4	1	1	0	VI	dcml
81	80	317/2	1.0	0	0	2/4	1	1	0	iio6	dcml
81	80	319/2	1.0	1/4	1/4	2/4	1	1	0	V	dcml
82	81	321/2	2.0	0	0	2/4	1	1	0	i[i\\	dcml
83	82	325/2	1.0	0	0	2/4	1	1	0	i64	dcml
83	82	327/2	1.0	1/4	1/4	2/4	1	1	0	i6	dcml
84	83	329/2	2.0	0	0	2/4	1	1	0	i]	dcml
