mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	0	0	0.5	0	3/8	2/4	1	1	0	.g.i6	dcml
2	1	1/2	3.5	0	0	2/4	1	1	0	i	dcml
3	2	4	0.5	3/8	3/8	2/4	1	1	0	iv	dcml
4	3	9/2	1.0	0	0	2/4	1	1	0	#viio2	dcml
4	3	11/2	1.0	1/4	1/4	2/4	1	1	0	.Fr6	dcml
5	4	13/2	0.5	0	0	2/4	1	1	0	V(4)	dcml
5	4	7	1.5	1/8	1/8	2/4	1	1	0	V	dcml
6	5	17/2	3.5	0	0	2/4	1	1	0	i\\	dcml
7	6	12	0.5	3/8	3/8	2/4	1	1	0	iv7	dcml
8	7	25/2	2.0	0	0	2/4	1	1	0	VI	dcml
9	8	29/2	0.5	0	0	2/4	1	1	0	iv6	dcml
9	8	15	0.5	1/8	1/8	2/4	1	1	0	VI	dcml
9	8	31/2	0.5	1/4	1/4	2/4	1	1	0	iio6	dcml
9	8	16	0.5	3/8	3/8	2/4	1	1	0	iv6	dcml
10	9	33/2	0.5	0	0	2/4	1	1	0	V	dcml
10	9	17	0.5	1/8	1/8	2/4	1	1	0	V2	dcml
10	9	35/2	0.25	1/4	1/4	2/4	1	1	0	i6	dcml
10	9	71/4	0.25	5/16	5/16	2/4	1	1	0	V2	dcml
10	9	18	0.25	3/8	3/8	2/4	1	1	0	i6	dcml
10	9	73/4	0.25	7/16	7/16	2/4	1	1	0	#viio6	dcml
11	10	37/2	2.0	0	0	2/4	1	1	0	i	dcml
12	11	41/2	1.0	0	0	2/4	1	1	0	iv6	dcml
12	11	43/2	0.5	1/4	1/4	2/4	1	1	0	.bII64	dcml
12	11	22	0.5	3/8	3/8	2/4	1	1	0	iv6	dcml
13	12	45/2	0.5	0	0	2/4	1	1	0	V7	dcml
13	12	23	0.5	1/8	1/8	2/4	1	1	0	#viio2	dcml
13	12	47/2	0.5	1/4	1/4	2/4	1	1	0	V7	dcml
13	12	24	0.5	3/8	3/8	2/4	1	1	0	V	dcml
14	13	49/2	1.0	0	0	2/4	1	1	0	iii6	dcml
14	13	51/2	0.5	1/4	1/4	2/4	1	1	0	.bI64	dcml
14	13	26	0.5	3/8	3/8	2/4	1	1	0	iii6	dcml
15	14	53/2	0.5	0	0	2/4	1	1	0	V7/VII	dcml
15	14	27	0.5	1/8	1/8	2/4	1	1	0	viio2/VII	dcml
15	14	55/2	1.0	1/4	1/4	2/4	1	1	0	V/VII	dcml
16	15	57/2	0.5	0	0	2/4	1	1	0	vii	dcml
16	15	29	0.5	1/8	1/8	2/4	1	1	0	vii6	dcml
16	15	59/2	0.5	1/4	1/4	2/4	1	1	0	V/vii	dcml
16	15	30	0.5	3/8	3/8	2/4	1	1	0	V7/vii	dcml
17	16	61/2	0.5	0	0	2/4	1	1	0	vii	dcml
17	16	31	0.5	1/8	1/8	2/4	1	1	0	vii6	dcml
17	16	63/2	0.5	1/4	1/4	2/4	1	1	0	V/vii	dcml
17	16	32	0.5	3/8	3/8	2/4	1	1	0	iv	dcml
18	17	65/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
18	17	67/2	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
18	17	34	0.5	3/8	3/8	2/4	1	1	0	V	dcml
19	18	69/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
19	18	71/2	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
19	18	36	0.5	3/8	3/8	2/4	1	1	0	V	dcml
20	19	73/2	0.5	0	0	2/4	1	1	0	i	dcml
20	19	37	0.5	1/8	1/8	2/4	1	1	0	i6	dcml
20	19	75/2	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
20	19	38	0.5	3/8	3/8	2/4	1	1	0	V	dcml
21	20	77/2	3.5	0	0	2/4	1	1	0	i\\	dcml
22	21	42	0.5	3/8	3/8	2/4	1	1	0	I.I6	dcml
23	22	85/2	4.0	0	0	2/4	1	1	0	I	dcml
25	24	93/2	0.5	0	0	2/4	1	1	0	IV64	dcml
25	24	47	0.5	1/8	1/8	2/4	1	1	0	I	dcml
25	24	95/2	0.5	1/4	1/4	2/4	1	1	0	V65	dcml
25	24	48	0.5	3/8	3/8	2/4	1	1	0	I	dcml
26	25	97/2	0.5	0	0	2/4	1	1	0	V	dcml
26	25	49	0.5	1/8	1/8	2/4	1	1	0	V43/V	dcml
26	25	99/2	0.5	1/4	1/4	2/4	1	1	0	V	dcml
26	25	50	1.0	3/8	3/8	2/4	1	1	0	V(64)	dcml
27	26	51	0.5	1/8	1/8	2/4	1	1	0	IV6	dcml
27	26	103/2	0.5	1/4	1/4	2/4	1	1	0	I	dcml
27	26	52	0.5	3/8	3/8	2/4	1	1	0	V	dcml
28	27	105/2	1.0	0	0	2/4	1	1	0	I\\	dcml
28	27	107/2	0.5	1/4	1/4	2/4	1	1	0	V43/vi	dcml
28	27	54	0.5	3/8	3/8	2/4	1	1	0	V7/vi	dcml
29	28	109/2	2.0	0	0	2/4	1	1	0	IV	dcml
30	29	113/2	2.0	0	0	2/4	1	1	0	V/vi	dcml
31	30	117/2	2.0	0	0	2/4	1	1	0	IV	dcml
32	31	121/2	3.0	0	0	2/4	1	1	0	V/vi	dcml
33	32	127/2	1.0	1/4	1/4	2/4	1	1	0	V/iii	dcml
34	33	129/2	2.0	0	0	2/4	1	1	0	iii	dcml
35	34	133/2	2.0	0	0	2/4	1	1	0	III	dcml
36	35	137/2	4.0	0	0	2/4	1	1	0	iii	dcml
38	37	145/2	2.0	0	0	2/4	1	1	0	i.i	dcml
39	38	149/2	2.0	0	0	2/4	1	1	0	.Ger6	dcml
40	39	153/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
40	39	155/2	2.5	1/4	1/4	2/4	1	1	0	V\\	dcml
41	40	80	2.0	3/8	3/8	2/4	1	1	0	i	dcml
42	41	82	0.5	3/8	3/8	2/4	1	1	0	iv7	dcml
43	42	165/2	2.0	0	0	2/4	1	1	0	VI	dcml
44	43	169/2	0.5	0	0	2/4	1	1	0	iv6	dcml
44	43	85	0.5	1/8	1/8	2/4	1	1	0	VI	dcml
44	43	171/2	0.5	1/4	1/4	2/4	1	1	0	iio6	dcml
44	43	86	0.5	3/8	3/8	2/4	1	1	0	iv6	dcml
45	44	173/2	0.5	0	0	2/4	1	1	0	V	dcml
45	44	87	0.5	1/8	1/8	2/4	1	1	0	V2	dcml
45	44	175/2	0.25	1/4	1/4	2/4	1	1	0	i6	dcml
45	44	351/4	0.25	5/16	5/16	2/4	1	1	0	V2	dcml
45	44	88	0.25	3/8	3/8	2/4	1	1	0	i6	dcml
45	44	353/4	0.25	7/16	7/16	2/4	1	1	0	#viio6	dcml
46	45	177/2	2.0	0	0	2/4	1	1	0	i	dcml
47	46	181/2	1.0	0	0	2/4	1	1	0	iv6	dcml
47	46	183/2	0.5	1/4	1/4	2/4	1	1	0	.bII64	dcml
47	46	92	0.5	3/8	3/8	2/4	1	1	0	iv6	dcml
48	47	185/2	0.5	0	0	2/4	1	1	0	V7	dcml
48	47	93	0.5	1/8	1/8	2/4	1	1	0	#viio2	dcml
48	47	187/2	0.5	1/4	1/4	2/4	1	1	0	V7	dcml
48	47	94	0.5	3/8	3/8	2/4	1	1	0	V	dcml
49	48	189/2	1.0	0	0	2/4	1	1	0	iii6	dcml
49	48	191/2	0.5	1/4	1/4	2/4	1	1	0	.bI64	dcml
49	48	96	0.5	3/8	3/8	2/4	1	1	0	iii6	dcml
50	49	193/2	0.5	0	0	2/4	1	1	0	V7/VII	dcml
50	49	97	0.5	1/8	1/8	2/4	1	1	0	viio2/VII	dcml
50	49	195/2	1.0	1/4	1/4	2/4	1	1	0	V/VII	dcml
51	50	197/2	0.5	0	0	2/4	1	1	0	vii	dcml
51	50	99	0.5	1/8	1/8	2/4	1	1	0	vii6	dcml
51	50	199/2	0.5	1/4	1/4	2/4	1	1	0	V/vii	dcml
51	50	100	0.5	3/8	3/8	2/4	1	1	0	V7/vii	dcml
52	51	201/2	0.5	0	0	2/4	1	1	0	vii	dcml
52	51	101	0.5	1/8	1/8	2/4	1	1	0	vii6	dcml
52	51	203/2	0.5	1/4	1/4	2/4	1	1	0	V/vii	dcml
52	51	102	0.5	3/8	3/8	2/4	1	1	0	iv	dcml
53	52	205/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
53	52	207/2	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
53	52	104	0.5	3/8	3/8	2/4	1	1	0	V	dcml
54	53	209/2	1.0	0	0	2/4	1	1	0	V(64)	dcml
54	53	211/2	1.0	1/4	1/4	2/4	1	1	0	V	dcml
55	54	213/2	0.5	0	0	2/4	1	1	0	i	dcml
55	54	107	0.5	1/8	1/8	2/4	1	1	0	i6	dcml
55	54	215/2	0.5	1/4	1/4	2/4	1	1	0	V(4)	dcml
55	54	108	0.5	3/8	3/8	2/4	1	1	0	V	dcml
56	55	217/2	4.0	0	0	2/4	1	1	0	i\\	dcml
58	57	225/2	2.0	0	0	2/4	1	1	0	viio7/V	dcml
59	58	229/2	2.0	0	0	2/4	1	1	0	V(64)	dcml
60	59	233/2	2.0	0	0	2/4	1	1	0	V7/bII	dcml
61	60	237/2	2.0	0	0	2/4	1	1	0	viio7/VII	dcml
62	61	241/2	2.0	0	0	2/4	1	1	0	iii64	dcml
63	62	245/2	2.0	0	0	2/4	1	1	0	viio65/VII	dcml
64	63	249/2	2.0	0	0	2/4	1	1	0	#iv64	dcml
65	64	253/2	2.0	0	0	2/4	1	1	0	V7/V	dcml
