mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	0	0	0.5	0	5/8	6/8	1	1	0	.A.V	dcml
2	1	1/2	3.0	0	0	6/8	1	1	0	I	dcml
3	2	7/2	1.0	0	0	6/8	1	1	0	vi(4)	dcml
3	2	9/2	1.5	1/4	1/4	6/8	1	1	0	vi	dcml
3	2	6	0.5	5/8	5/8	6/8	1	1	0	V7/vi	dcml
4	3	13/2	1.5	0	0	6/8	1	1	0	ii6	dcml
4	3	8	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
5	4	19/2	2.5	0	0	6/8	1	1	0	I\\	dcml
5	4	12	0.5	5/8	5/8	6/8	1	1	0	V	dcml
6	5	25/2	3.0	0	0	6/8	1	1	0	I	dcml
7	6	31/2	1.0	0	0	6/8	1	1	0	vi(4)	dcml
7	6	33/2	2.0	1/4	1/4	6/8	1	1	0	vi	dcml
8	7	37/2	1.5	0	0	6/8	1	1	0	ii6	dcml
8	7	20	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
9	8	43/2	3.0	0	0	6/8	1	1	0	I	dcml
10	9	49/2	3.0	0	0	6/8	1	1	0	IV64	dcml
11	10	55/2	3.0	0	0	6/8	1	1	0	I	dcml
12	11	61/2	1.5	0	0	6/8	1	1	0	ii6	dcml
12	11	32	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
13	12	67/2	1.5	0	0	6/8	1	1	0	I	dcml
13	12	35	1.5	3/8	3/8	6/8	1	1	0	I6	dcml
14	13	73/2	0.75	0	0	6/8	1	1	0	ii6(6)	dcml
14	13	149/4	0.75	3/16	3/16	6/8	1	1	0	ii6	dcml
14	13	38	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
15	14	79/2	3.0	0	0	6/8	1	1	0	I\\	dcml
16	15	85/2	1.5	0	0	6/8	1	1	0	i.v6	dcml
16	15	44	1.5	3/8	3/8	6/8	1	1	0	ii%7/v	dcml
17	16	91/2	1.0	0	0	6/8	1	1	0	v6	dcml
17	16	93/2	0.5	1/4	1/4	6/8	1	1	0	v(9b6#4)	dcml
17	16	47	3.0	3/8	3/8	6/8	1	1	0	v6	dcml
18	17	50	1.5	3/8	3/8	6/8	1	1	0	V7/iv	dcml
19	18	103/2	1.0	0	0	6/8	1	1	0	iv	dcml
19	18	105/2	0.5	1/4	1/4	6/8	1	1	0	iv6(9b6#4)	dcml
