mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
19	18	53	1.5	3/8	3/8	6/8	1	1	0	iv6	dcml
20	19	109/2	1.5	0	0	6/8	1	1	0	vii6	dcml
20	19	56	1.5	3/8	3/8	6/8	1	1	0	ii%7/vii	dcml
21	20	115/2	1.0	0	0	6/8	1	1	0	vii6	dcml
21	20	117/2	0.5	1/4	1/4	6/8	1	1	0	vii6(9b6#4)	dcml
21	20	59	1.0	3/8	3/8	6/8	1	1	0	vii6	dcml
21	20	60	0.5	5/8	5/8	6/8	1	1	0	iv6	dcml
22	21	121/2	1.5	0	0	6/8	1	1	0	V(64)	dcml
22	21	62	0.75	3/8	3/8	6/8	1	1	0	V7(9)	dcml
22	21	251/4	0.75	9/16	9/16	6/8	1	1	0	V7	dcml
23	22	127/2	1.0	0	0	6/8	1	1	0	i[i	dcml
23	22	129/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
23	22	65	1.5	3/8	3/8	6/8	1	1	0	i\\	dcml
24	23	133/2	3.0	0	0	6/8	1	1	0	.bII6	dcml
25	24	139/2	1.0	0	0	6/8	1	1	0	i	dcml
25	24	141/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
25	24	71	1.5	3/8	3/8	6/8	1	1	0	i	dcml
26	25	145/2	1.5	0	0	6/8	1	1	0	V65	dcml
26	25	74	0.75	3/8	3/8	6/8	1	1	0	V65(9)	dcml
26	25	299/4	0.75	9/16	9/16	6/8	1	1	0	V65	dcml
27	26	151/2	3.0	0	0	6/8	1	1	0	i\\	dcml
28	27	157/2	1.0	0	0	2/4	1	1	0	I.I]	dcml
28	27	159/2	1.0	1/4	1/4	2/4	1	1	0	I6	dcml
29	28	161/2	1.0	0	0	2/4	1	1	0	I64	dcml
29	28	163/2	1.0	1/4	1/4	2/4	1	1	0	V2/IV	dcml
30	29	165/2	1.0	0	0	2/4	1	1	0	IV6	dcml
30	29	167/2	1.0	1/4	1/4	2/4	1	1	0	V64/IV-I64	dcml
31	30	169/2	1.0	0	0	2/4	1	1	0	V2/IV	dcml
31	30	171/2	0.5	1/4	1/4	2/4	1	1	0	IV6	dcml
31	30	86	0.5	3/8	3/8	2/4	1	1	0	V64/IV-I64	dcml
32	31	173/2	1.0	0	0	2/4	1	1	0	ii65	dcml
32	31	175/2	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
32	31	88	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
33	32	177/2	1.5	0	0	2/4	1	1	0	I\\	dcml
33	32	90	0.5	3/8	3/8	2/4	1	1	0	I64	dcml
34	33	181/2	1.5	0	0	2/4	1	1	0	V2	dcml
34	33	92	0.5	3/8	3/8	2/4	1	1	0	V(6)	dcml
35	34	185/2	1.5	0	0	2/4	1	1	0	I6	dcml
35	34	94	0.5	3/8	3/8	2/4	1	1	0	I64	dcml
36	35	189/2	1.0	0	0	2/4	1	1	0	V2	dcml
36	35	191/2	0.5	1/4	1/4	2/4	1	1	0	vii%2(6)	dcml
36	35	96	0.5	3/8	3/8	2/4	1	1	0	V(6)	dcml
37	36	193/2	2.0	0	0	2/4	1	1	0	I6\\	dcml
38	37	197/2	2.0	0	0	2/4	1	1	0	iv	dcml
39	38	201/2	2.0	0	0	2/4	1	1	0	i6	dcml
40	39	205/2	0.5	0	0	2/4	1	1	0	iv(4)	dcml
40	39	103	1.5	1/8	1/8	2/4	1	1	0	iv	dcml
41	40	209/2	2.0	0	0	2/4	1	1	0	i6	dcml
42	41	213/2	1.0	0	0	2/4	1	1	0	ii%43	dcml
42	41	215/2	0.5	1/4	1/4	2/4	1	1	0	V7(b9)	dcml
42	41	108	0.5	3/8	3/8	2/4	1	1	0	V(b6)	dcml
43	42	217/2	10.0	0	0	2/4	1	1	0	I\\	dcml
47	46	237/2	1.0	0	0	6/8	1	1	0	vi(4)	dcml
47	46	239/2	1.5	1/4	1/4	6/8	1	1	0	vi	dcml
47	46	121	0.5	5/8	5/8	6/8	1	1	0	V7/vi	dcml
48	47	243/2	1.5	0	0	6/8	1	1	0	ii6	dcml
48	47	123	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
49	48	249/2	2.5	0	0	6/8	1	1	0	I\\	dcml
49	48	127	0.5	5/8	5/8	6/8	1	1	0	V	dcml
50	49	255/2	3.0	0	0	6/8	1	1	0	I	dcml
51	50	261/2	1.0	0	0	6/8	1	1	0	vi(4)	dcml
51	50	263/2	2.0	1/4	1/4	6/8	1	1	0	vi	dcml
52	51	267/2	1.5	0	0	6/8	1	1	0	ii6	dcml
52	51	135	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
53	52	273/2	3.0	0	0	6/8	1	1	0	I\\	dcml
54	53	279/2	3.0	0	0	6/8	1	1	0	IV64	dcml
55	54	285/2	3.0	0	0	6/8	1	1	0	I	dcml
56	55	291/2	1.5	0	0	6/8	1	1	0	ii6	dcml
56	55	147	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
57	56	297/2	1.5	0	0	6/8	1	1	0	I	dcml
57	56	150	1.5	3/8	3/8	6/8	1	1	0	I6	dcml
58	57	303/2	0.75	0	0	6/8	1	1	0	ii6(6)	dcml
58	57	609/4	0.75	3/16	3/16	6/8	1	1	0	ii6	dcml
58	57	153	1.5	3/8	3/8	6/8	1	1	0	V7	dcml
59	58	309/2	3.0	0	0	6/8	1	1	0	I\\	dcml
60	59	315/2	1.5	0	0	6/8	1	1	0	i.v6	dcml
60	59	159	1.5	3/8	3/8	6/8	1	1	0	ii%7/v	dcml
61	60	321/2	1.0	0	0	6/8	1	1	0	v6	dcml
61	60	323/2	0.5	1/4	1/4	6/8	1	1	0	v(9b6#4)	dcml
61	60	162	3.0	3/8	3/8	6/8	1	1	0	v6	dcml
62	61	165	1.5	3/8	3/8	6/8	1	1	0	V7/iv	dcml
63	62	333/2	1.0	0	0	6/8	1	1	0	iv	dcml
63	62	335/2	0.5	1/4	1/4	6/8	1	1	0	iv6(9b6#4)	dcml
63	62	168	1.5	3/8	3/8	6/8	1	1	0	iv6	dcml
64	63	339/2	1.5	0	0	6/8	1	1	0	vii6	dcml
64	63	171	1.5	3/8	3/8	6/8	1	1	0	ii%7/vii	dcml
65	64	345/2	1.0	0	0	6/8	1	1	0	vii6	dcml
65	64	347/2	0.5	1/4	1/4	6/8	1	1	0	vii6(9b6#4)	dcml
65	64	174	1.0	3/8	3/8	6/8	1	1	0	vii6	dcml
65	64	175	0.5	5/8	5/8	6/8	1	1	0	iv6	dcml
66	65	351/2	1.5	0	0	6/8	1	1	0	V(64)	dcml
66	65	177	1.0	3/8	3/8	6/8	1	1	0	V7(9)	dcml
66	65	178	0.5	5/8	5/8	6/8	1	1	0	V7	dcml
67	66	357/2	1.0	0	0	6/8	1	1	0	i[i	dcml
67	66	359/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
67	66	180	1.5	3/8	3/8	6/8	1	1	0	i\\	dcml
68	67	363/2	3.0	0	0	6/8	1	1	0	.bII6	dcml
69	68	369/2	1.0	0	0	6/8	1	1	0	i	dcml
69	68	371/2	0.5	1/4	1/4	6/8	1	1	0	i(96#4)	dcml
69	68	186	1.5	3/8	3/8	6/8	1	1	0	i	dcml
70	69	375/2	1.5	0	0	6/8	1	1	0	V65	dcml
70	69	189	1.0	3/8	3/8	6/8	1	1	0	V65(9)	dcml
70	69	190	0.5	5/8	5/8	6/8	1	1	0	V65	dcml
71	70	381/2	3.0	0	0	6/8	1	1	0	i\\	dcml
72	71	387/2	1.0	0	0	2/4	1	1	0	I.I]	dcml
72	71	389/2	1.0	1/4	1/4	2/4	1	1	0	I6	dcml
73	72	391/2	1.0	0	0	2/4	1	1	0	I64	dcml
73	72	393/2	1.0	1/4	1/4	2/4	1	1	0	V2/IV	dcml
74	73	395/2	1.0	0	0	2/4	1	1	0	IV6	dcml
74	73	397/2	1.0	1/4	1/4	2/4	1	1	0	V64/IV-I64	dcml
75	74	399/2	1.0	0	0	2/4	1	1	0	V2/IV	dcml
75	74	401/2	0.5	1/4	1/4	2/4	1	1	0	IV6	dcml
75	74	201	0.5	3/8	3/8	2/4	1	1	0	V64/IV-I64	dcml
76	75	403/2	1.0	0	0	2/4	1	1	0	ii65	dcml
76	75	405/2	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
76	75	203	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
77	76	407/2	1.5	0	0	2/4	1	1	0	I\\	dcml
77	76	205	0.5	3/8	3/8	2/4	1	1	0	I64	dcml
78	77	411/2	1.5	0	0	2/4	1	1	0	V2	dcml
78	77	207	0.5	3/8	3/8	2/4	1	1	0	V(6)	dcml
79	78	415/2	1.5	0	0	2/4	1	1	0	I6	dcml
79	78	209	0.5	3/8	3/8	2/4	1	1	0	I64	dcml
80	79	419/2	1.0	0	0	2/4	1	1	0	V2	dcml
80	79	421/2	0.5	1/4	1/4	2/4	1	1	0	vii%2(6)	dcml
80	79	211	0.5	3/8	3/8	2/4	1	1	0	V(6)	dcml
81	80	423/2	2.0	0	0	2/4	1	1	0	I6\\	dcml
82	81	427/2	2.0	0	0	2/4	1	1	0	iv	dcml
83	82	431/2	2.0	0	0	2/4	1	1	0	i6	dcml
84	83	435/2	0.5	0	0	2/4	1	1	0	iv(4)	dcml
84	83	218	1.5	1/8	1/8	2/4	1	1	0	iv	dcml
85	84	439/2	2.0	0	0	2/4	1	1	0	i6	dcml
86	85	443/2	1.0	0	0	2/4	1	1	0	ii%43	dcml
86	85	445/2	0.5	1/4	1/4	2/4	1	1	0	V7(b9)	dcml
86	85	223	0.5	3/8	3/8	2/4	1	1	0	V(b6)	dcml
87	86	447/2	6.0	0	0	2/4	1	1	0	i\\	dcml
