mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
1	1	0	0.5	0	0	2/4	1	1	0	.c.i	dcml
1	1	1/2	0.5	1/8	1/8	2/4	1	1	0	V43	dcml
1	1	1	0.5	1/4	1/4	2/4	1	1	0	i6	dcml
1	1	3/2	0.5	3/8	3/8	2/4	1	1	0	V6/iv	dcml
2	2	2	0.5	0	0	2/4	1	1	0	iv(4)	dcml
2	2	5/2	0.5	1/8	1/8	2/4	1	1	0	ii%7	dcml
2	2	3	0.5	1/4	1/4	2/4	1	1	0	i6	dcml
2	2	7/2	0.5	3/8	3/8	2/4	1	1	0	i	dcml
3	3	4	0.5	0	0	2/4	1	1	0	.bII	dcml
3	3	9/2	0.5	1/8	1/8	2/4	1	1	0	VI6	dcml
3	3	5	0.5	1/4	1/4	2/4	1	1	0	V6	dcml
3	3	11/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
4	4	6	0.5	0	0	2/4	1	1	0	VI	dcml
4	4	13/2	0.5	1/8	1/8	2/4	1	1	0	.bII6	dcml
4	4	7	0.5	1/4	1/4	2/4	1	1	0	V(64)	dcml
4	4	15/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
5	5	8	0.5	0	0	2/4	1	1	0	i\\	dcml
5	5	17/2	0.5	1/8	1/8	2/4	1	1	0	i6	dcml
5	5	9	0.5	1/4	1/4	2/4	1	1	0	i64	dcml
5	5	19/2	0.5	3/8	3/8	2/4	1	1	0	i	dcml
6	6	10	0.5	0	0	2/4	1	1	0	i	dcml
6	6	21/2	0.5	1/8	1/8	2/4	1	1	0	V6	dcml
6	6	11	0.5	1/4	1/4	2/4	1	1	0	i	dcml
6	6	23/2	0.5	3/8	3/8	2/4	1	1	0	i64	dcml
7	7	12	0.5	0	0	2/4	1	1	0	V2/iv	dcml
7	7	25/2	0.5	1/8	1/8	2/4	1	1	0	iv6	dcml
7	7	13	0.5	1/4	1/4	2/4	1	1	0	i64	dcml
7	7	27/2	0.5	3/8	3/8	2/4	1	1	0	i6	dcml
8	8	14	0.5	0	0	2/4	1	1	0	ii%65	dcml
8	8	29/2	0.5	1/8	1/8	2/4	1	1	0	ii%43	dcml
8	8	15	0.5	1/4	1/4	2/4	1	1	0	V	dcml
8	8	31/2	0.5	3/8	3/8	2/4	1	1	0	#viio43	dcml
9	9	16	0.5	0	0	2/4	1	1	0	i6	dcml
9	9	33/2	0.5	1/8	1/8	2/4	1	1	0	#viio6	dcml
9	9	17	0.5	1/4	1/4	2/4	1	1	0	i\\	dcml
9	9	35/2	0.5	3/8	3/8	2/4	1	1	0	i6	dcml
10	10	18	0.5	0	0	2/4	1	1	0	i	dcml
10	10	37/2	0.5	1/8	1/8	2/4	1	1	0	V6	dcml
10	10	19	0.5	1/4	1/4	2/4	1	1	0	i	dcml
10	10	39/2	0.5	3/8	3/8	2/4	1	1	0	i64	dcml
11	11	20	0.5	0	0	2/4	1	1	0	V2/iv	dcml
11	11	41/2	0.5	1/8	1/8	2/4	1	1	0	iv6	dcml
11	11	21	0.5	1/4	1/4	2/4	1	1	0	i64	dcml
11	11	43/2	0.5	3/8	3/8	2/4	1	1	0	i6	dcml
12	12	22	0.5	0	0	2/4	1	1	0	III.vii%65	dcml
12	12	45/2	0.5	1/8	1/8	2/4	1	1	0	vii%43	dcml
12	12	23	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
12	12	47/2	0.5	3/8	3/8	2/4	1	1	0	IV6	dcml
13	13	24	0.5	0	0	2/4	1	1	0	V(64)	dcml
13	13	49/2	0.5	1/8	1/8	2/4	1	1	0	V7	dcml
13	13	25	0.5	1/4	1/4	2/4	1	1	0	I\\	dcml
13	13	51/2	0.5	3/8	3/8	2/4	1	1	0	I6	dcml
14	14	26	0.5	0	0	2/4	1	1	0	vii%65	dcml
14	14	53/2	0.5	1/8	1/8	2/4	1	1	0	viio43	dcml
14	14	27	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
14	14	55/2	0.25	3/8	3/8	2/4	1	1	0	IV6	dcml
14	14	111/4	0.25	7/16	7/16	2/4	1	1	0	iv6	dcml
15	15	28	0.5	0	0	2/4	1	1	0	V(64)	dcml
15	15	57/2	0.5	1/8	1/8	2/4	1	1	0	V7	dcml
15	15	29	0.5	1/4	1/4	2/4	1	1	0	I\\	dcml
15	15	59/2	0.5	3/8	3/8	2/4	1	1	0	V+6	dcml
16	16	30	0.5	0	0	2/4	1	1	0	I(13)	dcml
16	16	61/2	0.5	1/8	1/8	2/4	1	1	0	V+6	dcml
16	16	31	0.5	1/4	1/4	2/4	1	1	0	I	dcml
16	16	63/2	0.5	3/8	3/8	2/4	1	1	0	V+6	dcml
17	17	32	0.5	0	0	2/4	1	1	0	I(13)	dcml
17	17	65/2	0.5	1/8	1/8	2/4	1	1	0	V+6	dcml
17	17	33	0.5	1/4	1/4	2/4	1	1	0	I	dcml
17	17	67/2	0.5	3/8	3/8	2/4	1	1	0	V+6	dcml
18	18	34	0.5	0	0	2/4	1	1	0	I	dcml
18	18	69/2	0.5	1/8	1/8	2/4	1	1	0	i.#viio43	dcml
18	18	35	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
18	18	71/2	0.5	3/8	3/8	2/4	1	1	0	#viio43	dcml
19	19	36	0.5	0	0	2/4	1	1	0	I6(9)	dcml
19	19	73/2	0.5	1/8	1/8	2/4	1	1	0	#viio43(+2)	dcml
19	19	37	0.5	1/4	1/4	2/4	1	1	0	I6	dcml
19	19	75/2	0.5	3/8	3/8	2/4	1	1	0	V+6/IV	dcml
20	20	38	0.5	0	0	2/4	1	1	0	IV(13)	dcml
20	20	77/2	0.5	1/8	1/8	2/4	1	1	0	V+6/IV	dcml
20	20	39	0.5	1/4	1/4	2/4	1	1	0	IV	dcml
20	20	79/2	0.5	3/8	3/8	2/4	1	1	0	V+6/IV	dcml
21	21	40	0.5	0	0	2/4	1	1	0	IV(13)	dcml
21	21	81/2	0.5	1/8	1/8	2/4	1	1	0	V+6/IV	dcml
21	21	41	0.5	1/4	1/4	2/4	1	1	0	IV	dcml
21	21	83/2	0.5	3/8	3/8	2/4	1	1	0	V+6/IV	dcml
22	22	42	0.5	0	0	2/4	1	1	0	IV	dcml
22	22	85/2	0.5	1/8	1/8	2/4	1	1	0	#viio43/ii	dcml
22	22	43	0.5	1/4	1/4	2/4	1	1	0	V6/V	dcml
22	22	87/2	0.5	3/8	3/8	2/4	1	1	0	.It6/V	dcml
23	23	44	0.5	0	0	2/4	1	1	0	V(9)/V	dcml
23	23	89/2	0.5	1/8	1/8	2/4	1	1	0	V/V	dcml
23	23	45	0.5	1/4	1/4	2/4	1	1	0	V65	dcml
23	23	91/2	0.5	3/8	3/8	2/4	1	1	0	V7	dcml
24	24	46	0.5	0	0	2/4	1	1	0	VI	dcml
24	24	93/2	0.5	1/8	1/8	2/4	1	1	0	i6	dcml
24	24	47	0.5	1/4	1/4	2/4	1	1	0	ii%65	dcml
24	24	95/2	0.5	3/8	3/8	2/4	1	1	0	V	dcml
25	25	48	0.5	0	0	2/4	1	1	0	i	dcml
25	25	97/2	0.5	1/8	1/8	2/4	1	1	0	V6	dcml
25	25	49	0.5	1/4	1/4	2/4	1	1	0	i	dcml
25	25	99/2	0.5	3/8	3/8	2/4	1	1	0	i64	dcml
26	26	50	0.5	0	0	2/4	1	1	0	V2/iv	dcml
26	26	101/2	0.5	1/8	1/8	2/4	1	1	0	iv6	dcml
26	26	51	0.5	1/4	1/4	2/4	1	1	0	i64	dcml
26	26	103/2	0.5	3/8	3/8	2/4	1	1	0	i6	dcml
27	27	52	0.5	0	0	2/4	1	1	0	ii%65	dcml
27	27	105/2	0.5	1/8	1/8	2/4	1	1	0	ii%43	dcml
27	27	53	0.5	1/4	1/4	2/4	1	1	0	V	dcml
27	27	107/2	0.5	3/8	3/8	2/4	1	1	0	#viio43	dcml
28	28	54	0.5	0	0	2/4	1	1	0	i6	dcml
28	28	109/2	0.5	1/8	1/8	2/4	1	1	0	#viio6	dcml
28	28	55	0.5	1/4	1/4	2/4	1	1	0	i\\	dcml
28	28	111/2	0.5	3/8	3/8	2/4	1	1	0	V2/iv	dcml
29	29	56	0.5	0	0	2/4	1	1	0	iv6	dcml
29	29	113/2	0.5	1/8	1/8	2/4	1	1	0	V64/iv	dcml
29	29	57	0.5	1/4	1/4	2/4	1	1	0	iv6	dcml
29	29	115/2	0.5	3/8	3/8	2/4	1	1	0	V64/iv	dcml
